index;time;month;year;day;Ciego_de_Avila;Mayabeque;Isla_de_la_Juventud;Sancti_Spiritus;Ciudad_de_la_Habana;Holguin;Santiago_de_Cuba;Cienfuegos;Matanzas;Camaguey;CUB;Granma;Las_Tunas;La_Habana;Guantanamo;Villa_Clara;Pinar_del_Rio
0;-17883;1;1901;15;1.4731304506538886e+35;20.572795145813398;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;22.51959664770753;22.12731169977466;20.834354547444626;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;22.31359550241674;22.624712010849834;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
1;-17852;2;1901;15;1.4731304506538886e+35;21.368708638683334;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;22.467154049028796;22.136856961784662;21.26717316686915;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;22.409864074008883;22.682777198660716;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
2;-17824;3;1901;15;1.4731304506538886e+35;22.822563911521605;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;24.01362558465146;23.556141204638006;22.764148616101938;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;23.987240130870497;24.438526525519393;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
3;-17793;4;1901;15;1.4731304506538886e+35;23.14441886676305;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;24.273423322843026;23.853825946110256;23.197432513435913;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;24.316287378403775;24.802340976859018;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
4;-17763;5;1901;15;1.4731304506538886e+35;25.705777107062495;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;25.416852592788977;24.772678450074626;25.230724358117964;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;25.2785726361376;25.897108097417533;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
5;-17732;6;1901;15;1.4731304506538886e+35;27.311085494434465;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;26.936620069830354;26.172472464337574;26.769318702605833;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;26.720801337295786;27.430171891597336;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
6;-17702;7;1901;15;1.4731304506538886e+35;26.093317046323083;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;27.43729562523819;26.69645389445756;26.08705559663255;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;27.18920283389318;27.978120360849495;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
7;-17671;8;1901;15;1.4731304506538886e+35;27.44887467258254;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;27.4876405640793;26.78740801012312;26.93355999783045;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;27.208657284922793;27.944944354222052;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
8;-17640;9;1901;15;1.4731304506538886e+35;27.147412555750993;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;27.409312774424695;26.72020250687528;26.73335133281851;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;27.108496277967426;27.867340377459822;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
9;-17610;10;1901;15;1.4731304506538886e+35;26.36143684702107;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;26.120031002756534;25.496733282383662;25.937807968486585;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;25.909774194394508;26.466646823038953;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
10;-17579;11;1901;15;1.4731304506538886e+35;22.268096293720493;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;23.739211822308217;23.34131263596555;22.358228334966647;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;23.589224859858582;23.899623394018068;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
11;-17549;12;1901;15;1.4731304506538886e+35;21.262667788053704;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;22.974617099689567;22.494691145954302;21.416408988405973;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;22.819596572253072;23.030349061930938;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
12;-17518;1;1902;15;1.4731304506538886e+35;19.350940190571958;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;21.92304049410328;21.584869754145455;19.747149773936602;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;21.713474393227784;22.013325696239985;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
13;-17487;2;1902;15;1.4731304506538886e+35;20.622924266406063;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;22.249712246419858;21.903467253230374;20.666964501857215;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;22.152951538875158;22.382777198660715;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
14;-17459;3;1902;15;1.4731304506538886e+35;23.168468402093698;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;23.591204480499083;23.162222678682692;22.902590793330667;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;23.665563947415695;24.074624850979077;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
15;-17428;4;1902;15;1.4731304506538886e+35;24.190203239040322;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;24.39154697055264;23.944261895036846;23.939251859996588;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;24.473122787175214;25.007713634405828;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
16;-17398;5;1902;15;1.4731304506538886e+35;26.711817957692126;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;25.469176751438628;24.799212687170797;25.97254370467864;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;25.4173985368654;26.09147104633643;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
17;-17367;6;1902;15;1.4731304506538886e+35;27.01120561272928;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;26.7765201871254;26.004947598848567;26.520764771338467;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;26.56794253943052;27.27228387412006;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
18;-17337;7;1902;15;1.4731304506538886e+35;27.033060567970722;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;27.46186498715143;26.709868917645338;26.72570643887321;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;27.18920283389318;27.978120360849495;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
19;-17306;8;1902;15;1.4731304506538886e+35;27.80082001378426;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;27.200415765186793;26.49735781761934;27.033559997830444;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;26.947833538403742;27.644944354222055;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
20;-17275;9;1902;15;1.4731304506538886e+35;27.593317046323083;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;27.044843295216403;26.374339565219124;26.931767080658506;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;26.77461184793649;27.52522839493709;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
21;-17245;10;1902;15;1.4731304506538886e+35;26.461436847021073;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;26.525193463867442;25.85168693572685;26.197572874085914;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;26.36478643173113;26.961009771957848;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
22;-17214;11;1902;15;1.4731304506538886e+35;24.635615502944386;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;24.9247084318259;24.43177919662712;24.347226025646613;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;24.817524187183277;25.23077822281751;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
23;-17184;12;1902;15;1.4731304506538886e+35;22.608452160330973;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;23.79569962451289;23.28629479103899;22.61799324056598;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;23.645165700877076;23.941358770558853;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
24;-17153;1;1903;15;1.4731304506538886e+35;21.79672456284923;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;22.88901652066048;22.516833681685284;21.774589641845296;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;22.65101412070186;23.03572171947775;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
25;-17122;2;1903;15;1.4731304506538886e+35;23.196604444554406;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;23.550600872216716;23.137031066679278;22.9447512182052;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;23.55848784139553;23.955173285228415;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
26;-17094;3;1903;15;1.4731304506538886e+35;23.77438913442851;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;24.115256901379183;23.661667555663886;23.46414861610194;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;24.179246491800026;24.643899183066203;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
27;-17063;4;1903;15;1.4731304506538886e+35;23.89020323904032;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;23.956664614511926;23.551878171363168;23.577694037225324;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;24.0217770885316;24.513350685486934;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
28;-17033;5;1903;15;1.4731304506538886e+35;25.28996300245068;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;24.7378345827487;24.140580634107824;24.681961761838668;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;24.564447320227853;25.144163576600498;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
29;-17002;6;1903;15;1.4731304506538886e+35;27.19539150811747;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;26.541956180890313;25.786397783191557;26.507969544846492;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;26.234284686494078;26.913412919440674;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
30;-16972;7;1903;15;1.4731304506538886e+35;27.293196928028262;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;27.33566430851047;26.59386959071636;26.77873675976586;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;27.01594295519527;27.7837574119306;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
31;-16941;8;1903;15;1.4731304506538886e+35;27.554915523212163;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;27.386327969121638;26.683209205605976;26.982113929097807;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;27.10978245122115;27.85633066883191;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
32;-16910;9;1903;15;1.4731304506538886e+35;26.939221536895175;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;26.334043007598268;25.693791235098992;26.27020925788723;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;26.05453242944031;26.730865446018196;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
33;-16880;10;1903;15;1.4731304506538886e+35;25.299718251837167;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;25.529968326600997;24.92248633969212;25.03601505131464;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;25.310899360692865;25.86100977195785;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
34;-16849;11;1903;15;1.4731304506538886e+35;22.989951248961933;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;24.485219641348564;24.034997944224294;23.106990931245946;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;24.379528809668816;24.736098325459686;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
35;-16819;12;1903;15;1.4731304506538886e+35;20.734651863887812;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;22.986673754695047;22.501574872444337;21.076173894005304;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;22.848568219023587;23.071767490032798;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
36;-16788;1;1904;15;1.4731304506538886e+35;20.8727951458134;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;23.017422405575267;22.616967570112262;21.235938799604632;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;22.833674920912923;23.22471201084984;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
37;-16757;2;1904;15;1.4731304506538886e+35;21.744659103352685;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;23.39140044287655;22.97500533617352;21.915727098136504;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;23.439315586883374;23.82783376533041;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
38;-16728;3;1904;15;1.4731304506538886e+35;22.682700271579147;1.4399253518800004e+36;1.900166762823786e+33;9.905020133989249e+34;24.26244316823197;23.79528821247661;22.823913521701268;7.720974749012776e+33;1.2654521633146852e+35;1.0293081491820497e+35;24.37263161537385;24.832889474438286;8.095082121186434e+35;9.140982379877404e+34;2.2239102411508496e+35;3.1872953589288027e+34
