index;time;month;year;day;Bodden_Town;Cayman_Brac;West_Bay;Little_Cayman;East_End;George_Town;CYM;North_Side
43;-16575;8;1904;15;130.6;9.969209968386869e+36;130.6;9.969209968386869e+36;130.6;130.6;2.7616445185384824e+36;130.6
44;-16544;9;1904;15;151.9;9.969209968386869e+36;151.9;9.969209968386869e+36;151.9;151.9;2.7616445185384824e+36;151.9
45;-16514;10;1904;15;214.8;9.969209968386869e+36;214.8;9.969209968386869e+36;214.8;214.8;2.7616445185384824e+36;214.8
46;-16483;11;1904;15;96.30000000000001;9.969209968386869e+36;96.30000000000001;9.969209968386869e+36;96.30000000000001;96.30000000000001;2.7616445185384824e+36;96.30000000000001
47;-16453;12;1904;15;51.2;9.969209968386869e+36;51.2;9.969209968386869e+36;51.2;51.2;2.7616445185384824e+36;51.2
48;-16422;1;1905;15;36.9;9.969209968386869e+36;36.9;9.969209968386869e+36;36.9;36.9;2.7616445185384824e+36;36.9
49;-16391;2;1905;15;23.1;9.969209968386869e+36;23.1;9.969209968386869e+36;23.1;23.1;2.7616445185384824e+36;23.1
50;-16363;3;1905;15;43.5;9.969209968386869e+36;43.5;9.969209968386869e+36;43.5;43.5;2.7616445185384824e+36;43.5
51;-16332;4;1905;15;26.900000000000002;9.969209968386869e+36;26.900000000000002;9.969209968386869e+36;26.900000000000002;26.900000000000002;2.7616445185384824e+36;26.900000000000002
52;-16302;5;1905;15;126.2;9.969209968386869e+36;126.2;9.969209968386869e+36;126.2;126.2;2.7616445185384824e+36;126.2
53;-16271;6;1905;15;219.3;9.969209968386869e+36;219.3;9.969209968386869e+36;219.3;219.3;2.7616445185384824e+36;219.3
54;-16241;7;1905;15;105.4;9.969209968386869e+36;105.4;9.969209968386869e+36;105.4;105.4;2.7616445185384824e+36;105.4
55;-16210;8;1905;15;183.3;9.969209968386869e+36;183.3;9.969209968386869e+36;183.3;183.3;2.7616445185384824e+36;183.3
56;-16179;9;1905;15;210.9;9.969209968386869e+36;210.9;9.969209968386869e+36;210.9;210.9;2.7616445185384824e+36;210.9
57;-16149;10;1905;15;154.10000000000002;9.969209968386869e+36;154.10000000000002;9.969209968386869e+36;154.10000000000002;154.10000000000002;2.7616445185384824e+36;154.10000000000002
58;-16118;11;1905;15;86.5;9.969209968386869e+36;86.5;9.969209968386869e+36;86.5;86.5;2.7616445185384824e+36;86.5
59;-16088;12;1905;15;134.4;9.969209968386869e+36;134.4;9.969209968386869e+36;134.4;134.4;2.7616445185384824e+36;134.4
60;-16057;1;1906;15;57.2;9.969209968386869e+36;57.2;9.969209968386869e+36;57.2;57.2;2.7616445185384824e+36;57.2
61;-16026;2;1906;15;33.1;9.969209968386869e+36;33.1;9.969209968386869e+36;33.1;33.1;2.7616445185384824e+36;33.1
62;-15998;3;1906;15;34.4;9.969209968386869e+36;34.4;9.969209968386869e+36;34.4;34.4;2.7616445185384824e+36;34.4
63;-15967;4;1906;15;13.600000000000001;9.969209968386869e+36;13.600000000000001;9.969209968386869e+36;13.600000000000001;13.600000000000001;2.7616445185384824e+36;13.600000000000001
64;-15937;5;1906;15;283.2;9.969209968386869e+36;283.2;9.969209968386869e+36;283.2;283.2;2.7616445185384824e+36;283.2
65;-15906;6;1906;15;264.0;9.969209968386869e+36;264.0;9.969209968386869e+36;264.0;264.0;2.7616445185384824e+36;264.0
66;-15876;7;1906;15;106.4;9.969209968386869e+36;106.4;9.969209968386869e+36;106.4;106.4;2.7616445185384824e+36;106.4
67;-15845;8;1906;15;172.20000000000002;9.969209968386869e+36;172.20000000000002;9.969209968386869e+36;172.20000000000002;172.20000000000002;2.7616445185384824e+36;172.20000000000002
68;-15814;9;1906;15;253.5;9.969209968386869e+36;253.5;9.969209968386869e+36;253.5;253.5;2.7616445185384824e+36;253.5
69;-15784;10;1906;15;179.0;9.969209968386869e+36;179.0;9.969209968386869e+36;179.0;179.0;2.7616445185384824e+36;179.0
70;-15753;11;1906;15;97.2;9.969209968386869e+36;97.2;9.969209968386869e+36;97.2;97.2;2.7616445185384824e+36;97.2
71;-15723;12;1906;15;39.400000000000006;9.969209968386869e+36;39.400000000000006;9.969209968386869e+36;39.400000000000006;39.400000000000006;2.7616445185384824e+36;39.400000000000006
72;-15692;1;1907;15;43.2;9.969209968386869e+36;43.2;9.969209968386869e+36;43.2;43.2;2.7616445185384824e+36;43.2
73;-15661;2;1907;15;22.0;9.969209968386869e+36;22.0;9.969209968386869e+36;22.0;22.0;2.7616445185384824e+36;22.0
74;-15633;3;1907;15;16.7;9.969209968386869e+36;16.7;9.969209968386869e+36;16.7;16.7;2.7616445185384824e+36;16.7
75;-15602;4;1907;15;9.1;9.969209968386869e+36;9.1;9.969209968386869e+36;9.1;9.1;2.7616445185384824e+36;9.1
76;-15572;5;1907;15;133.1;9.969209968386869e+36;133.1;9.969209968386869e+36;133.1;133.1;2.7616445185384824e+36;133.1
77;-15541;6;1907;15;152.0;9.969209968386869e+36;152.0;9.969209968386869e+36;152.0;152.0;2.7616445185384824e+36;152.0
78;-15511;7;1907;15;147.70000000000002;9.969209968386869e+36;147.70000000000002;9.969209968386869e+36;147.70000000000002;147.70000000000002;2.7616445185384824e+36;147.70000000000002
79;-15480;8;1907;15;116.7;9.969209968386869e+36;116.7;9.969209968386869e+36;116.7;116.7;2.7616445185384824e+36;116.7
80;-15449;9;1907;15;134.3;9.969209968386869e+36;134.3;9.969209968386869e+36;134.3;134.3;2.7616445185384824e+36;134.3
81;-15419;10;1907;15;128.0;9.969209968386869e+36;128.0;9.969209968386869e+36;128.0;128.0;2.7616445185384824e+36;128.0
82;-15388;11;1907;15;71.3;9.969209968386869e+36;71.3;9.969209968386869e+36;71.3;71.3;2.7616445185384824e+36;71.3
83;-15358;12;1907;15;70.2;9.969209968386869e+36;70.2;9.969209968386869e+36;70.2;70.2;2.7616445185384824e+36;70.2
84;-15327;1;1908;15;45.300000000000004;9.969209968386869e+36;45.300000000000004;9.969209968386869e+36;45.300000000000004;45.300000000000004;2.7616445185384824e+36;45.300000000000004
85;-15296;2;1908;15;26.900000000000002;9.969209968386869e+36;26.900000000000002;9.969209968386869e+36;26.900000000000002;26.900000000000002;2.7616445185384824e+36;26.900000000000002
86;-15267;3;1908;15;22.1;9.969209968386869e+36;22.1;9.969209968386869e+36;22.1;22.1;2.7616445185384824e+36;22.1
87;-15236;4;1908;15;9.5;9.969209968386869e+36;9.5;9.969209968386869e+36;9.5;9.5;2.7616445185384824e+36;9.5
88;-15206;5;1908;15;103.2;9.969209968386869e+36;103.2;9.969209968386869e+36;103.2;103.2;2.7616445185384824e+36;103.2
89;-15175;6;1908;15;212.10000000000002;9.969209968386869e+36;212.10000000000002;9.969209968386869e+36;212.10000000000002;212.10000000000002;2.7616445185384824e+36;212.10000000000002
90;-15145;7;1908;15;131.9;9.969209968386869e+36;131.9;9.969209968386869e+36;131.9;131.9;2.7616445185384824e+36;131.9
91;-15114;8;1908;15;171.3;9.969209968386869e+36;171.3;9.969209968386869e+36;171.3;171.3;2.7616445185384824e+36;171.3
92;-15083;9;1908;15;144.0;9.969209968386869e+36;144.0;9.969209968386869e+36;144.0;144.0;2.7616445185384824e+36;144.0
93;-15053;10;1908;15;199.70000000000002;9.969209968386869e+36;199.70000000000002;9.969209968386869e+36;199.70000000000002;199.70000000000002;2.7616445185384824e+36;199.70000000000002
94;-15022;11;1908;15;96.0;9.969209968386869e+36;96.0;9.969209968386869e+36;96.0;96.0;2.7616445185384824e+36;96.0
95;-14992;12;1908;15;105.10000000000001;9.969209968386869e+36;105.10000000000001;9.969209968386869e+36;105.10000000000001;105.10000000000001;2.7616445185384824e+36;105.10000000000001
96;-14961;1;1909;15;61.2;9.969209968386869e+36;61.2;9.969209968386869e+36;61.2;61.2;2.7616445185384824e+36;61.2
97;-14930;2;1909;15;26.200000000000003;9.969209968386869e+36;26.200000000000003;9.969209968386869e+36;26.200000000000003;26.200000000000003;2.7616445185384824e+36;26.200000000000003
98;-14902;3;1909;15;34.2;9.969209968386869e+36;34.2;9.969209968386869e+36;34.2;34.2;2.7616445185384824e+36;34.2
99;-14871;4;1909;15;14.700000000000001;9.969209968386869e+36;14.700000000000001;9.969209968386869e+36;14.700000000000001;14.700000000000001;2.7616445185384824e+36;14.700000000000001
100;-14841;5;1909;15;146.20000000000002;9.969209968386869e+36;146.20000000000002;9.969209968386869e+36;146.20000000000002;146.20000000000002;2.7616445185384824e+36;146.20000000000002
101;-14810;6;1909;15;190.5;9.969209968386869e+36;190.5;9.969209968386869e+36;190.5;190.5;2.7616445185384824e+36;190.5
102;-14780;7;1909;15;160.60000000000002;9.969209968386869e+36;160.60000000000002;9.969209968386869e+36;160.60000000000002;160.60000000000002;2.7616445185384824e+36;160.60000000000002
103;-14749;8;1909;15;175.70000000000002;9.969209968386869e+36;175.70000000000002;9.969209968386869e+36;175.70000000000002;175.70000000000002;2.7616445185384824e+36;175.70000000000002
104;-14718;9;1909;15;239.9;9.969209968386869e+36;239.9;9.969209968386869e+36;239.9;239.9;2.7616445185384824e+36;239.9
105;-14688;10;1909;15;237.4;9.969209968386869e+36;237.4;9.969209968386869e+36;237.4;237.4;2.7616445185384824e+36;237.4
106;-14657;11;1909;15;100.10000000000001;9.969209968386869e+36;100.10000000000001;9.969209968386869e+36;100.10000000000001;100.10000000000001;2.7616445185384824e+36;100.10000000000001
107;-14627;12;1909;15;50.0;9.969209968386869e+36;50.0;9.969209968386869e+36;50.0;50.0;2.7616445185384824e+36;50.0
108;-14596;1;1910;15;57.5;9.969209968386869e+36;57.5;9.969209968386869e+36;57.5;57.5;2.7616445185384824e+36;57.5
109;-14565;2;1910;15;21.700000000000003;9.969209968386869e+36;21.700000000000003;9.969209968386869e+36;21.700000000000003;21.700000000000003;2.7616445185384824e+36;21.700000000000003
110;-14537;3;1910;15;28.6;9.969209968386869e+36;28.6;9.969209968386869e+36;28.6;28.6;2.7616445185384824e+36;28.6
111;-14506;4;1910;15;12.200000000000001;9.969209968386869e+36;12.200000000000001;9.969209968386869e+36;12.200000000000001;12.200000000000001;2.7616445185384824e+36;12.200000000000001
112;-14476;5;1910;15;120.4;9.969209968386869e+36;120.4;9.969209968386869e+36;120.4;120.4;2.7616445185384824e+36;120.4
113;-14445;6;1910;15;186.60000000000002;9.969209968386869e+36;186.60000000000002;9.969209968386869e+36;186.60000000000002;186.60000000000002;2.7616445185384824e+36;186.60000000000002
114;-14415;7;1910;15;141.4;9.969209968386869e+36;141.4;9.969209968386869e+36;141.4;141.4;2.7616445185384824e+36;141.4
115;-14384;8;1910;15;173.70000000000002;9.969209968386869e+36;173.70000000000002;9.969209968386869e+36;173.70000000000002;173.70000000000002;2.7616445185384824e+36;173.70000000000002
116;-14353;9;1910;15;195.60000000000002;9.969209968386869e+36;195.60000000000002;9.969209968386869e+36;195.60000000000002;195.60000000000002;2.7616445185384824e+36;195.60000000000002
117;-14323;10;1910;15;281.5;9.969209968386869e+36;281.5;9.969209968386869e+36;281.5;281.5;2.7616445185384824e+36;281.5
118;-14292;11;1910;15;82.7;9.969209968386869e+36;82.7;9.969209968386869e+36;82.7;82.7;2.7616445185384824e+36;82.7
119;-14262;12;1910;15;71.60000000000001;9.969209968386869e+36;71.60000000000001;9.969209968386869e+36;71.60000000000001;71.60000000000001;2.7616445185384824e+36;71.60000000000001
120;-14231;1;1911;15;46.2;9.969209968386869e+36;46.2;9.969209968386869e+36;46.2;46.2;2.7616445185384824e+36;46.2
121;-14200;2;1911;15;20.5;9.969209968386869e+36;20.5;9.969209968386869e+36;20.5;20.5;2.7616445185384824e+36;20.5
122;-14172;3;1911;15;35.9;9.969209968386869e+36;35.9;9.969209968386869e+36;35.9;35.9;2.7616445185384824e+36;35.9
123;-14141;4;1911;15;17.2;9.969209968386869e+36;17.2;9.969209968386869e+36;17.2;17.2;2.7616445185384824e+36;17.2
124;-14111;5;1911;15;159.5;9.969209968386869e+36;159.5;9.969209968386869e+36;159.5;159.5;2.7616445185384824e+36;159.5
125;-14080;6;1911;15;146.70000000000002;9.969209968386869e+36;146.70000000000002;9.969209968386869e+36;146.70000000000002;146.70000000000002;2.7616445185384824e+36;146.70000000000002
126;-14050;7;1911;15;107.10000000000001;9.969209968386869e+36;107.10000000000001;9.969209968386869e+36;107.10000000000001;107.10000000000001;2.7616445185384824e+36;107.10000000000001
127;-14019;8;1911;15;144.8;9.969209968386869e+36;144.8;9.969209968386869e+36;144.8;144.8;2.7616445185384824e+36;144.8
128;-13988;9;1911;15;102.9;9.969209968386869e+36;102.9;9.969209968386869e+36;102.9;102.9;2.7616445185384824e+36;102.9
129;-13958;10;1911;15;103.30000000000001;9.969209968386869e+36;103.30000000000001;9.969209968386869e+36;103.30000000000001;103.30000000000001;2.7616445185384824e+36;103.30000000000001
130;-13927;11;1911;15;197.4;9.969209968386869e+36;197.4;9.969209968386869e+36;197.4;197.4;2.7616445185384824e+36;197.4
131;-13897;12;1911;15;47.2;9.969209968386869e+36;47.2;9.969209968386869e+36;47.2;47.2;2.7616445185384824e+36;47.2
132;-13866;1;1912;15;49.900000000000006;9.969209968386869e+36;49.900000000000006;9.969209968386869e+36;49.900000000000006;49.900000000000006;2.7616445185384824e+36;49.900000000000006
133;-13835;2;1912;15;32.5;9.969209968386869e+36;32.5;9.969209968386869e+36;32.5;32.5;2.7616445185384824e+36;32.5
134;-13806;3;1912;15;38.400000000000006;9.969209968386869e+36;38.400000000000006;9.969209968386869e+36;38.400000000000006;38.400000000000006;2.7616445185384824e+36;38.400000000000006
135;-13775;4;1912;15;10.4;9.969209968386869e+36;10.4;9.969209968386869e+36;10.4;10.4;2.7616445185384824e+36;10.4
136;-13745;5;1912;15;106.5;9.969209968386869e+36;106.5;9.969209968386869e+36;106.5;106.5;2.7616445185384824e+36;106.5
137;-13714;6;1912;15;159.4;9.969209968386869e+36;159.4;9.969209968386869e+36;159.4;159.4;2.7616445185384824e+36;159.4
138;-13684;7;1912;15;104.30000000000001;9.969209968386869e+36;104.30000000000001;9.969209968386869e+36;104.30000000000001;104.30000000000001;2.7616445185384824e+36;104.30000000000001
139;-13653;8;1912;15;182.5;9.969209968386869e+36;182.5;9.969209968386869e+36;182.5;182.5;2.7616445185384824e+36;182.5
140;-13622;9;1912;15;136.1;9.969209968386869e+36;136.1;9.969209968386869e+36;136.1;136.1;2.7616445185384824e+36;136.1
141;-13592;10;1912;15;113.5;9.969209968386869e+36;113.5;9.969209968386869e+36;113.5;113.5;2.7616445185384824e+36;113.5
142;-13561;11;1912;15;147.3;9.969209968386869e+36;147.3;9.969209968386869e+36;147.3;147.3;2.7616445185384824e+36;147.3
143;-13531;12;1912;15;55.300000000000004;9.969209968386869e+36;55.300000000000004;9.969209968386869e+36;55.300000000000004;55.300000000000004;2.7616445185384824e+36;55.300000000000004
144;-13500;1;1913;15;43.5;9.969209968386869e+36;43.5;9.969209968386869e+36;43.5;43.5;2.7616445185384824e+36;43.5
145;-13469;2;1913;15;29.400000000000002;9.969209968386869e+36;29.400000000000002;9.969209968386869e+36;29.400000000000002;29.400000000000002;2.7616445185384824e+36;29.400000000000002
146;-13441;3;1913;15;38.2;9.969209968386869e+36;38.2;9.969209968386869e+36;38.2;38.2;2.7616445185384824e+36;38.2
147;-13410;4;1913;15;16.3;9.969209968386869e+36;16.3;9.969209968386869e+36;16.3;16.3;2.7616445185384824e+36;16.3
148;-13380;5;1913;15;121.0;9.969209968386869e+36;121.0;9.969209968386869e+36;121.0;121.0;2.7616445185384824e+36;121.0
149;-13349;6;1913;15;171.9;9.969209968386869e+36;171.9;9.969209968386869e+36;171.9;171.9;2.7616445185384824e+36;171.9
150;-13319;7;1913;15;100.80000000000001;9.969209968386869e+36;100.80000000000001;9.969209968386869e+36;100.80000000000001;100.80000000000001;2.7616445185384824e+36;100.80000000000001
151;-13288;8;1913;15;161.20000000000002;9.969209968386869e+36;161.20000000000002;9.969209968386869e+36;161.20000000000002;161.20000000000002;2.7616445185384824e+36;161.20000000000002
152;-13257;9;1913;15;178.8;9.969209968386869e+36;178.8;9.969209968386869e+36;178.8;178.8;2.7616445185384824e+36;178.8
153;-13227;10;1913;15;119.10000000000001;9.969209968386869e+36;119.10000000000001;9.969209968386869e+36;119.10000000000001;119.10000000000001;2.7616445185384824e+36;119.10000000000001
154;-13196;11;1913;15;137.8;9.969209968386869e+36;137.8;9.969209968386869e+36;137.8;137.8;2.7616445185384824e+36;137.8
155;-13166;12;1913;15;48.800000000000004;9.969209968386869e+36;48.800000000000004;9.969209968386869e+36;48.800000000000004;48.800000000000004;2.7616445185384824e+36;48.800000000000004
156;-13135;1;1914;15;65.9;9.969209968386869e+36;65.9;9.969209968386869e+36;65.9;65.9;2.7616445185384824e+36;65.9
157;-13104;2;1914;15;25.0;9.969209968386869e+36;25.0;9.969209968386869e+36;25.0;25.0;2.7616445185384824e+36;25.0
158;-13076;3;1914;15;21.400000000000002;9.969209968386869e+36;21.400000000000002;9.969209968386869e+36;21.400000000000002;21.400000000000002;2.7616445185384824e+36;21.400000000000002
159;-13045;4;1914;15;15.0;9.969209968386869e+36;15.0;9.969209968386869e+36;15.0;15.0;2.7616445185384824e+36;15.0
160;-13015;5;1914;15;147.8;9.969209968386869e+36;147.8;9.969209968386869e+36;147.8;147.8;2.7616445185384824e+36;147.8
161;-12984;6;1914;15;112.30000000000001;9.969209968386869e+36;112.30000000000001;9.969209968386869e+36;112.30000000000001;112.30000000000001;2.7616445185384824e+36;112.30000000000001
162;-12954;7;1914;15;88.30000000000001;9.969209968386869e+36;88.30000000000001;9.969209968386869e+36;88.30000000000001;88.30000000000001;2.7616445185384824e+36;88.30000000000001
163;-12923;8;1914;15;111.80000000000001;9.969209968386869e+36;111.80000000000001;9.969209968386869e+36;111.80000000000001;111.80000000000001;2.7616445185384824e+36;111.80000000000001
164;-12892;9;1914;15;155.60000000000002;9.969209968386869e+36;155.60000000000002;9.969209968386869e+36;155.60000000000002;155.60000000000002;2.7616445185384824e+36;155.60000000000002
165;-12862;10;1914;15;132.9;9.969209968386869e+36;132.9;9.969209968386869e+36;132.9;132.9;2.7616445185384824e+36;132.9
166;-12831;11;1914;15;108.30000000000001;9.969209968386869e+36;108.30000000000001;9.969209968386869e+36;108.30000000000001;108.30000000000001;2.7616445185384824e+36;108.30000000000001
167;-12801;12;1914;15;93.0;9.969209968386869e+36;93.0;9.969209968386869e+36;93.0;93.0;2.7616445185384824e+36;93.0
168;-12770;1;1915;15;97.5;9.969209968386869e+36;97.5;9.969209968386869e+36;97.5;97.5;2.7616445185384824e+36;97.5
169;-12739;2;1915;15;32.4;9.969209968386869e+36;32.4;9.969209968386869e+36;32.4;32.4;2.7616445185384824e+36;32.4
170;-12711;3;1915;15;40.2;9.969209968386869e+36;40.2;9.969209968386869e+36;40.2;40.2;2.7616445185384824e+36;40.2
171;-12680;4;1915;15;23.3;9.969209968386869e+36;23.3;9.969209968386869e+36;23.3;23.3;2.7616445185384824e+36;23.3
172;-12650;5;1915;15;160.5;9.969209968386869e+36;160.5;9.969209968386869e+36;160.5;160.5;2.7616445185384824e+36;160.5
173;-12619;6;1915;15;279.1;9.969209968386869e+36;279.1;9.969209968386869e+36;279.1;279.1;2.7616445185384824e+36;279.1
174;-12589;7;1915;15;129.8;9.969209968386869e+36;129.8;9.969209968386869e+36;129.8;129.8;2.7616445185384824e+36;129.8
175;-12558;8;1915;15;152.4;9.969209968386869e+36;152.4;9.969209968386869e+36;152.4;152.4;2.7616445185384824e+36;152.4
176;-12527;9;1915;15;240.3;9.969209968386869e+36;240.3;9.969209968386869e+36;240.3;240.3;2.7616445185384824e+36;240.3
177;-12497;10;1915;15;216.70000000000002;9.969209968386869e+36;216.70000000000002;9.969209968386869e+36;216.70000000000002;216.70000000000002;2.7616445185384824e+36;216.70000000000002
178;-12466;11;1915;15;105.60000000000001;9.969209968386869e+36;105.60000000000001;9.969209968386869e+36;105.60000000000001;105.60000000000001;2.7616445185384824e+36;105.60000000000001
179;-12436;12;1915;15;49.7;9.969209968386869e+36;49.7;9.969209968386869e+36;49.7;49.7;2.7616445185384824e+36;49.7
180;-12405;1;1916;15;34.300000000000004;9.969209968386869e+36;34.300000000000004;9.969209968386869e+36;34.300000000000004;34.300000000000004;2.7616445185384824e+36;34.300000000000004
181;-12374;2;1916;15;24.0;9.969209968386869e+36;24.0;9.969209968386869e+36;24.0;24.0;2.7616445185384824e+36;24.0
182;-12345;3;1916;15;26.8;9.969209968386869e+36;26.8;9.969209968386869e+36;26.8;26.8;2.7616445185384824e+36;26.8
183;-12314;4;1916;15;18.3;9.969209968386869e+36;18.3;9.969209968386869e+36;18.3;18.3;2.7616445185384824e+36;18.3
184;-12284;5;1916;15;164.10000000000002;9.969209968386869e+36;164.10000000000002;9.969209968386869e+36;164.10000000000002;164.10000000000002;2.7616445185384824e+36;164.10000000000002
185;-12253;6;1916;15;135.8;9.969209968386869e+36;135.8;9.969209968386869e+36;135.8;135.8;2.7616445185384824e+36;135.8
186;-12223;7;1916;15;243.4;9.969209968386869e+36;243.4;9.969209968386869e+36;243.4;243.4;2.7616445185384824e+36;243.4
187;-12192;8;1916;15;142.8;9.969209968386869e+36;142.8;9.969209968386869e+36;142.8;142.8;2.7616445185384824e+36;142.8
188;-12161;9;1916;15;150.6;9.969209968386869e+36;150.6;9.969209968386869e+36;150.6;150.6;2.7616445185384824e+36;150.6
