index;time;month;year;day;Hanover;Saint_Mary;Saint_Ann;Trelawny;Clarendon;Kingston;Saint_James;Saint_Elizabeth;JAM;Manchester;Westmoreland;Saint_Andrew;Portland;Saint_Catherine;Saint_Thomas
0;-17883.0;1.0;1901.0;15.0;170.58693;580.0162;301.5092;186.61807;273.72747999999996;374.3;169.01729;175.82323;305.15335;217.43228;169.83635;566.5835;503.89383;391.5607;395.79400000000004
1;-17852.0;2.0;1901.0;15.0;19.956114000000003;14.534649;9.900153;12.874672;11.033572;9.9;13.249225;14.9487095;13.321122;13.210227;18.752052;14.047751000000002;14.223204999999998;11.70543;11.094046
2;-17824.0;3.0;1901.0;15.0;47.49906;100.65775;52.301598;66.18609000000001;52.04237;78.4;66.79892;62.69100600000001;67.90392;58.21637;51.392715;101.25176;97.62369;71.86268000000003;84.390465
3;-17793.0;4.0;1901.0;15.0;26.672495;28.864136;11.200583;28.092949;13.467144000000001;15.2;29.782353999999998;29.117651000000002;23.347385;22.389189000000002;27.485628000000002;27.87803;31.434137;18.126005;26.058567
4;-17763.0;5.0;1901.0;15.0;79.91197;229.61409;49.305958000000004;76.93609000000002;39.2009;24.1;82.56532;70.3015;101.87687;56.576145;80.24035;205.19238;237.24927999999997;97.171814;161.66031999999996
5;-17732.0;6.0;1901.0;15.0;465.21127;731.1049;454.60913;555.7207;476.34396;566.7;568.0606700000002;540.76733;554.3973;514.59155;485.11737;726.42755;694.8423;567.4068599999998;598.3731
6;-17702.0;7.0;1901.0;15.0;388.1724;363.08853;303.8019700000001;497.1775;340.7957;482.7;522.0437;478.48897999999997;389.83456;421.43958;414.45847000000003;395.75375;307.3895;366.5164;321.29855
7;-17671.0;8.0;1901.0;15.0;151.43828;138.66586;123.80049;175.74321;134.10521;170.3;182.58592;172.04572;147.787;156.26428;157.58368000000004;147.21346;125.275085;140.15979;132.24031000000002
8;-17640.0;9.0;1901.0;15.0;319.54092;507.34134000000006;330.70583999999997;360.83295;348.21884;344.7;363.7876;357.96088;383.47855;354.7628;328.11008;491.8278;498.1211;393.5823;429.08588
9;-17610.0;10.0;1901.0;15.0;185.29328999999998;495.20895;184.61026;206.03372;193.92621;263.9;207.2385;206.21407;279.3507;201.34985;189.81242;479.81784000000016;538.73987;297.95547;456.50204
10;-17579.0;11.0;1901.0;15.0;52.875637;69.20962;44.200825;41.193999999999996;49.09497;57.4;40.13623;46.554123;53.60139;47.66240300000001;50.639523;69.45196;72.71218;55.91784000000001;75.89548
11;-17549.0;12.0;1901.0;15.0;164.94135;304.6604;240.30212000000003;137.9083;247.51363999999998;366.8;123.64972;149.88303;216.87195;192.11101000000002;156.66928000000001;325.40076;248.639;285.34906;242.2853
12;-17518.0;1.0;1902.0;15.0;108.26409;161.5246;181.19936;114.57833000000001;163.88727;220.2;104.58475;108.28951;140.45831;131.84628;107.27895;172.07043000000004;125.260574;176.44708;132.61467
