"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,91,"GRD","Grenada","GRENADA","Grenada","Grenada","","Windward Islands","","Grenade ","Granada ","<U+0413><U+0440><U+0435><U+043D><U+0430><U+0434><U+0430>","<U+063A><U+0631><U+064A><U+0646><U+0627><U+062F><U+0627>","","West Indies Federation","","Grenada","GD","","GJ","308","Unknown","Present","89018","366.852","242.6537132140482","Caribbean","Americas","1","","","","Latin America & Caribbean","Upper middle income","Severely indebted","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","1",""
