index;time;month;year;day;Sud;L'Artibonite;Centre;Nippes;Sud-Est;Ouest;HTI;Nord-Est;Nord-Ouest;Nord;Grand'Anse
27;-17063;4;1903;15;234.81992163711618;113.39838954343473;171.2147207652739;208.8153877079183;219.7314953145566;4.4181474038020315e+29;5.712879423450801e+29;116.49983444193364;4.19471096904302e+30;144.9532925102605;2.3095342854042384e+30
28;-17033;5;1903;15;457.0345119081931;278.5512191263252;392.3243178027245;398.08600495333553;434.82743852473004;4.4181474038020315e+29;5.712879423450801e+29;280.4044625244219;4.19471096904302e+30;289.3213012367382;2.3095342854042384e+30
29;-17002;6;1903;15;110.11467929716108;113.78039111482313;126.00512980289503;99.16773479444777;114.17251563806965;4.4181474038020315e+29;5.712879423450801e+29;103.66940088684346;4.19471096904302e+30;109.37804184056797;2.3095342854042384e+30
30;-16972;7;1903;15;35.17638139288032;52.78087803178401;57.44408921820613;37.40844835145678;48.332556350753066;4.4181474038020315e+29;5.712879423450801e+29;44.08555671546415;4.19471096904302e+30;44.83659729403681;2.3095342854042384e+30
31;-16941;8;1903;15;475.3851642186174;283.4682644431729;332.9348180327757;459.1015346974551;400.56248276232736;4.4181474038020315e+29;5.712879423450801e+29;204.4611210430925;4.19471096904302e+30;227.99163446667322;2.3095342854042384e+30
32;-16910;9;1903;15;105.08583414949192;100.41350274233336;126.23846887778902;95.25979100976691;113.51623223718573;4.4181474038020315e+29;5.712879423450801e+29;93.10394853353608;4.19471096904302e+30;98.9021264978367;2.3095342854042384e+30
33;-16880;10;1903;15;188.67253353874673;99.96039613093934;127.30949746914847;153.93369966454787;140.55318107310904;4.4181474038020315e+29;5.712879423450801e+29;114.67829980863144;4.19471096904302e+30;123.67223743362797;2.3095342854042384e+30
34;-16849;11;1903;15;128.39147847694332;70.36390254869276;68.63999738491523;102.74822291016329;96.96477427407294;4.4181474038020315e+29;5.712879423450801e+29;106.72891777555502;4.19471096904302e+30;160.41846574755064;2.3095342854042384e+30
35;-16819;12;1903;15;120.35191076037978;56.227108204064145;48.729854913022216;93.45156206724673;88.90777958156892;4.4181474038020315e+29;5.712879423450801e+29;123.97088970612367;4.19471096904302e+30;181.45517603831743;2.3095342854042384e+30
36;-16788;1;1904;15;73.78816212779914;30.5695550767601;24.01506500140266;60.194865098094034;48.40480491624864;4.4181474038020315e+29;5.712879423450801e+29;54.09629281997991;4.19471096904302e+30;89.22756753262009;2.3095342854042384e+30
37;-16757;2;1904;15;132.96410357087092;48.87592717049777;56.87286919112003;109.52699900901513;91.3338637056055;4.4181474038020315e+29;5.712879423450801e+29;88.2130287043264;4.19471096904302e+30;119.37744184201489;2.3095342854042384e+30
38;-16728;3;1904;15;126.85945833906179;52.22923227591292;68.85666725650604;109.01426862967348;148.1719695339526;4.4181474038020315e+29;5.712879423450801e+29;61.494829557859106;4.19471096904302e+30;95.09813417829328;2.3095342854042384e+30
39;-16697;4;1904;15;76.48684207920567;51.142066083749775;70.5990271252738;69.47282351533546;102.51063374427011;4.4181474038020315e+29;5.712879423450801e+29;54.87187221553876;4.19471096904302e+30;70.3644905375184;2.3095342854042384e+30
40;-16667;5;1904;15;201.86325740845453;148.70916900784616;204.1157368671622;178.91001653320114;193.22500380503453;4.4181474038020315e+29;5.712879423450801e+29;155.5145032466896;4.19471096904302e+30;160.74982340774216;2.3095342854042384e+30
41;-16636;6;1904;15;473.6052124216432;347.28670982783007;354.3125258671791;402.4123014559861;332.13960993847064;4.4181474038020315e+29;5.712879423450801e+29;270.1275629572608;4.19471096904302e+30;313.23472666647626;2.3095342854042384e+30
42;-16606;7;1904;15;93.23255997736004;90.34821444508599;93.86882421785981;91.68021910833782;96.92827421226333;4.4181474038020315e+29;5.712879423450801e+29;66.93990112324721;4.19471096904302e+30;72.31045700265392;2.3095342854042384e+30
43;-16575;8;1904;15;68.81716667024027;70.45502219834923;82.10689563806359;70.99665548236737;87.91954184265245;4.4181474038020315e+29;5.712879423450801e+29;58.635483842094914;4.19471096904302e+30;62.548591599057424;2.3095342854042384e+30
44;-16544;9;1904;15;801.2726094602267;470.08362957871674;542.412359005535;665.7755394351996;619.9339392837579;4.4181474038020315e+29;5.712879423450801e+29;359.36899673236104;4.19471096904302e+30;423.6024753107734;2.3095342854042384e+30
45;-16514;10;1904;15;158.1125113555365;88.24269697036306;103.49900068280324;126.83651135035588;122.58767807625087;4.4181474038020315e+29;5.712879423450801e+29;97.92180435809192;4.19471096904302e+30;110.88165203824967;2.3095342854042384e+30
46;-16483;11;1904;15;217.86409610803582;104.45447721005185;113.51197067016534;175.31393662708845;165.83891322665764;4.4181474038020315e+29;5.712879423450801e+29;161.90687554157847;4.19471096904302e+30;233.5239780421595;2.3095342854042384e+30
47;-16453;12;1904;15;54.358186756397565;31.214901542893823;22.513974271925058;41.712547634184396;42.623551402600214;4.4181474038020315e+29;5.712879423450801e+29;65.30406744599551;4.19471096904302e+30;101.68273190324052;2.3095342854042384e+30
48;-16422;1;1905;15;126.8891946277104;46.951422645041596;37.10556937781698;102.21278902466118;78.57130993099516;4.4181474038020315e+29;5.712879423450801e+29;80.42236969264145;4.19471096904302e+30;133.97970259771333;2.3095342854042384e+30
49;-16391;2;1905;15;62.45367626744543;27.42990289338614;29.061179566773404;51.5284879181753;44.07551667105828;4.4181474038020315e+29;5.712879423450801e+29;49.21220168165969;4.19471096904302e+30;69.21956019139371;2.3095342854042384e+30
50;-16363;3;1905;15;149.75865226451285;60.48312912582829;83.45288557862554;129.7429754262528;158.8086522896835;4.4181474038020315e+29;5.712879423450801e+29;72.39554374742214;4.19471096904302e+30;108.95796189373553;2.3095342854042384e+30
51;-16332;4;1905;15;122.39809227583682;69.31061878311111;100.28490373119674;110.01894515460137;126.84206218620584;4.4181474038020315e+29;5.712879423450801e+29;72.982473664333;4.19471096904302e+30;92.0930701030552;2.3095342854042384e+30
52;-16302;5;1905;15;331.8472893140426;213.5792097138471;292.2485024088388;289.0077638817391;311.84640020093104;4.4181474038020315e+29;5.712879423450801e+29;214.64889194671082;4.19471096904302e+30;225.1287413676328;2.3095342854042384e+30
53;-16271;6;1905;15;265.36981633919584;214.05774837901558;226.9104184336837;229.36350808738084;204.29316875395727;4.4181474038020315e+29;5.712879423450801e+29;176.89191162613187;4.19471096904302e+30;196.92899383611297;2.3095342854042384e+30
54;-16241;7;1905;15;95.41525923862467;92.58560214749872;100.58008325369238;94.87217907804553;87.96054229460238;4.4181474038020315e+29;5.712879423450801e+29;70.73808156155829;4.19471096904302e+30;73.9058567926734;2.3095342854042384e+30
55;-16210;8;1905;15;216.80427287290954;149.9280823818505;185.73389614393733;215.2690279449702;209.11273051744683;4.4181474038020315e+29;5.712879423450801e+29;117.97753851892682;4.19471096904302e+30;124.14910525898486;2.3095342854042384e+30
56;-16179;9;1905;15;201.98750470638697;151.4182090507863;181.55175129241118;174.12006247280993;186.76572399772616;4.4181474038020315e+29;5.712879423450801e+29;128.7362988164076;4.19471096904302e+30;143.72054523716915;2.3095342854042384e+30
57;-16149;10;1905;15;377.49333848885595;158.8535790986596;192.7405345878886;294.38426179759534;237.61694235326505;4.4181474038020315e+29;5.712879423450801e+29;166.5816939699654;4.19471096904302e+30;188.4851839736782;2.3095342854042384e+30
58;-16118;11;1905;15;215.99261097489688;104.40292607351608;123.68738405210647;177.39775137298005;184.1470360573943;4.4181474038020315e+29;5.712879423450801e+29;170.79818891704417;4.19471096904302e+30;235.1932343538868;2.3095342854042384e+30
59;-16088;12;1905;15;59.454866685440315;33.1606830616682;22.553269511520305;44.90001823431068;33.10137151575109;4.4181474038020315e+29;5.712879423450801e+29;66.61387926330254;4.19471096904302e+30;106.76286507897821;2.3095342854042384e+30
60;-16057;1;1906;15;48.213416395672176;22.64369799351631;16.32278410124897;39.12861079225759;29.099565251515486;4.4181474038020315e+29;5.712879423450801e+29;39.52283373482473;4.19471096904302e+30;66.90563242475913;2.3095342854042384e+30
61;-16026;2;1906;15;29.85928663723793;17.352354145610338;14.957084041991234;24.20780515902453;20.341124103624036;4.4181474038020315e+29;5.712879423450801e+29;29.886312616207608;4.19471096904302e+30;45.53815103382895;2.3095342854042384e+30
62;-15998;3;1906;15;130.60044012844378;52.762132526908424;65.93995160962817;110.56864657469012;125.14136956202657;4.4181474038020315e+29;5.712879423450801e+29;60.07239411846007;4.19471096904302e+30;96.1355849141703;2.3095342854042384e+30
63;-15967;4;1906;15;211.62675222345658;103.30843993396897;149.98847321634383;186.6837221279518;199.22503558378554;4.4181474038020315e+29;5.712879423450801e+29;104.21601580578547;4.19471096904302e+30;133.13142145905647;2.3095342854042384e+30
64;-15937;5;1906;15;197.116307832356;148.08535818696058;201.93491318799857;174.88233102016065;198.9367850877196;4.4181474038020315e+29;5.712879423450801e+29;154.9910627757088;4.19471096904302e+30;160.7169479903589;2.3095342854042384e+30
65;-15906;6;1906;15;407.3337538173848;308.5285590808508;335.8038120582971;351.646077341969;317.1760723886012;4.4181474038020315e+29;5.712879423450801e+29;254.3625503963991;4.19471096904302e+30;279.4388652296308;2.3095342854042384e+30
66;-15876;7;1906;15;151.46372728883028;130.40720421867513;145.91019154712035;149.47492230787387;138.24293804385283;4.4181474038020315e+29;5.712879423450801e+29;98.30560274391279;4.19471096904302e+30;101.50404552256916;2.3095342854042384e+30
67;-15845;8;1906;15;233.4844289366508;159.40478159712046;200.96908055687177;232.44339494740154;229.5859623943675;4.4181474038020315e+29;5.712879423450801e+29;126.49839467460998;4.19471096904302e+30;131.45583626950508;2.3095342854042384e+30
68;-15814;9;1906;15;389.6591204153967;250.36381025746635;289.73090425800814;327.04551791462177;317.93383655163643;4.4181474038020315e+29;5.712879423450801e+29;198.3018435483807;4.19471096904302e+30;230.6872176684863;2.3095342854042384e+30
69;-15784;10;1906;15;175.39324024572676;91.08571466867473;93.99444254624377;134.5543809088098;114.6766706114329;4.4181474038020315e+29;5.712879423450801e+29;92.85177503973001;4.19471096904302e+30;114.10837598833044;2.3095342854042384e+30
70;-15753;11;1906;15;185.53132539030628;91.35640894803304;84.52082681308084;144.96246461479168;115.62880069732961;4.4181474038020315e+29;5.712879423450801e+29;130.34561947893877;4.19471096904302e+30;203.37863908586525;2.3095342854042384e+30
71;-15723;12;1906;15;71.35000961471003;37.66669330763131;32.712126510962904;56.366366391888;50.913936617194544;4.4181474038020315e+29;5.712879423450801e+29;85.95936297256839;4.19471096904302e+30;124.17319206210169;2.3095342854042384e+30
72;-15692;1;1907;15;31.009868081619494;17.37381903847634;12.53631423153519;25.755472957736846;19.907325208851265;4.4181474038020315e+29;5.712879423450801e+29;31.593925464902092;4.19471096904302e+30;52.65828187330263;2.3095342854042384e+30
73;-15661;2;1907;15;110.42701112024892;42.104900401690465;49.016837491352945;91.45898468096588;81.8640442101678;4.4181474038020315e+29;5.712879423450801e+29;76.86498522601791;4.19471096904302e+30;103.71805578090319;2.3095342854042384e+30
74;-15633;3;1907;15;32.49860081954145;20.606375278663016;22.36407994839369;28.008544591195008;29.366813291276905;4.4181474038020315e+29;5.712879423450801e+29;24.858918053923624;4.19471096904302e+30;41.22568769012439;2.3095342854042384e+30
75;-15602;4;1907;15;35.88235403876535;34.119919701168236;37.9329989537311;31.966324243775155;28.52445727300105;4.4181474038020315e+29;5.712879423450801e+29;35.619156705071674;4.19471096904302e+30;50.20419122525231;2.3095342854042384e+30
76;-15572;5;1907;15;492.98658450516825;295.01899969970884;407.95611236402743;426.7832488801798;454.6236914738596;4.4181474038020315e+29;5.712879423450801e+29;291.6823995219288;4.19471096904302e+30;305.8222568846638;2.3095342854042384e+30
77;-15541;6;1907;15;132.91780603622007;129.42190108737225;146.47029993694832;119.37753359741662;123.6956550848208;4.4181474038020315e+29;5.712879423450801e+29;118.01020609409206;4.19471096904302e+30;123.06024724084455;2.3095342854042384e+30
78;-15511;7;1907;15;252.27268976761388;197.69551165321124;222.76243509226651;246.65174533123962;222.9871965502458;4.4181474038020315e+29;5.712879423450801e+29;145.42292984351346;4.19471096904302e+30;150.59711369976617;2.3095342854042384e+30
79;-15480;8;1907;15;108.64081706623831;94.399581023572;126.55764808845126;113.85454338231197;133.3514077371309;4.4181474038020315e+29;5.712879423450801e+29;83.0211673926811;4.19471096904302e+30;80.92080144059906;2.3095342854042384e+30
80;-15449;9;1907;15;121.00501744278877;107.00200072126603;125.17741098967127;106.03476545624973;116.87461326418915;4.4181474038020315e+29;5.712879423450801e+29;93.38682874169962;4.19471096904302e+30;104.80427203351744;2.3095342854042384e+30
81;-15419;10;1907;15;313.430156043571;139.5509019940681;174.65493247688573;248.07550215458167;212.4420431951321;4.4181474038020315e+29;5.712879423450801e+29;151.56531101286606;4.19471096904302e+30;167.1981682817141;2.3095342854042384e+30
82;-15388;11;1907;15;124.86033870232832;69.46027988659723;74.03358257298413;102.19159971237431;100.78763914567438;4.4181474038020315e+29;5.712879423450801e+29;111.03618861984711;4.19471096904302e+30;159.6102680022566;2.3095342854042384e+30
83;-15358;12;1907;15;51.386003331526744;30.089452099379084;28.05012646917608;41.93909603848289;44.816907360821205;4.4181474038020315e+29;5.712879423450801e+29;73.47095324743334;4.19471096904302e+30;101.91161430296486;2.3095342854042384e+30
84;-15327;1;1908;15;99.5234279474559;38.47817286210079;30.369050675976474;80.58742137329081;61.02368578035277;4.4181474038020315e+29;5.712879423450801e+29;66.88139875798069;4.19471096904302e+30;110.90524232708805;2.3095342854042384e+30
85;-15296;2;1908;15;105.40981225331961;40.65919464710479;48.05555716861437;87.76359118446054;80.06836487454964;4.4181474038020315e+29;5.712879423450801e+29;75.15751089052631;4.19471096904302e+30;100.50295518962217;2.3095342854042384e+30
86;-15267;3;1908;15;121.28415792858117;50.77181762166658;68.52231226102306;105.01423838408228;127.25205039750162;4.4181474038020315e+29;5.712879423450801e+29;60.795036634687015;4.19471096904302e+30;92.48139485661605;2.3095342854042384e+30
87;-15236;4;1908;15;133.74863768825264;74.26809541720148;110.64732991722724;120.83655848308176;143.30612567687203;4.4181474038020315e+29;5.712879423450801e+29;78.95400538842028;4.19471096904302e+30;97.88252779071162;2.3095342854042384e+30
88;-15206;5;1908;15;193.60572408038752;142.88168969588344;188.06610968111147;169.82692338523606;182.68206043788828;4.4181474038020315e+29;5.712879423450801e+29;145.67374730074377;4.19471096904302e+30;155.17351159280653;2.3095342854042384e+30
89;-15175;6;1908;15;360.90120291872626;278.02800950027944;302.51923800182885;312.07758480475917;282.90387624719926;4.4181474038020315e+29;5.712879423450801e+29;230.49334716467447;4.19471096904302e+30;252.7631983081436;2.3095342854042384e+30
90;-15145;7;1908;15;86.9206562777384;87.36831119079696;96.90670640301633;87.30949183061709;84.15468646524315;4.4181474038020315e+29;5.712879423450801e+29;68.2794103147384;4.19471096904302e+30;70.08961689414872;2.3095342854042384e+30
91;-15114;8;1908;15;112.27002124706995;95.06539505740422;120.9842506898652;115.40458051730982;125.0183145454542;4.4181474038020315e+29;5.712879423450801e+29;80.36483211166453;4.19471096904302e+30;81.5481048138908;2.3095342854042384e+30
92;-15083;9;1908;15;135.39619951991574;115.08649953875432;136.24611005700535;118.34059510512498;130.74587740595314;4.4181474038020315e+29;5.712879423450801e+29;100.22991547179477;4.19471096904302e+30;111.83332500137216;2.3095342854042384e+30
93;-15053;10;1908;15;235.1171530234413;110.2805269846361;128.71141150956797;184.01759176303474;146.83329861205067;4.4181474038020315e+29;5.712879423450801e+29;116.8313053025254;4.19471096904302e+30;134.3491969444362;2.3095342854042384e+30
94;-15022;11;1908;15;94.37530814337832;57.820707615900965;57.88489227922677;77.21229141588087;73.75042076258839;4.4181474038020315e+29;5.712879423450801e+29;91.45763192247438;4.19471096904302e+30;134.48030247867524;2.3095342854042384e+30
95;-14992;12;1908;15;95.05943014921381;46.650994649439006;36.2154332750068;72.64481679745356;59.92714689616165;4.4181474038020315e+29;5.712879423450801e+29;97.52400283907406;4.19471096904302e+30;149.48079547924726;2.3095342854042384e+30
96;-14961;1;1909;15;61.2576540196042;26.62386418515525;18.187320016239;48.72059155444368;32.620321879491705;4.4181474038020315e+29;5.712879423450801e+29;44.1537521685305;4.19471096904302e+30;77.22408173144086;2.3095342854042384e+30
97;-14930;2;1909;15;40.10793884233597;20.70360042498855;21.641858379585194;33.75284337875789;30.129271370856266;4.4181474038020315e+29;5.712879423450801e+29;38.36879606625202;4.19471096904302e+30;53.7548528495859;2.3095342854042384e+30
98;-14902;3;1909;15;59.776846039822516;29.155446106786872;32.13556023281395;50.18731666466646;49.65376607563881;4.4181474038020315e+29;5.712879423450801e+29;33.27729383257934;4.19471096904302e+30;55.93238592810466;2.3095342854042384e+30
99;-14871;4;1909;15;93.77217169050788;59.74911948909564;92.94994549289389;87.67233783401397;115.90599415286812;4.4181474038020315e+29;5.712879423450801e+29;67.29084552818153;4.19471096904302e+30;80.20822458721901;2.3095342854042384e+30
100;-14841;5;1909;15;144.68446728944542;116.24671349526055;141.33055302225767;125.66570364192357;138.2547659264278;4.4181474038020315e+29;5.712879423450801e+29;115.61402763858973;4.19471096904302e+30;129.03828212260362;2.3095342854042384e+30
101;-14810;6;1909;15;164.95244558589286;148.40131460365924;157.00398192785514;144.2799737136245;150.17731938691128;4.4181474038020315e+29;5.712879423450801e+29;126.60960925586613;4.19471096904302e+30;139.62142899330468;2.3095342854042384e+30
102;-14780;7;1909;15;143.28511562235872;123.99431253763608;133.63893133596878;140.278063314235;125.91160105378245;4.4181474038020315e+29;5.712879423450801e+29;91.17060460977538;4.19471096904302e+30;96.82430372622312;2.3095342854042384e+30
103;-14749;8;1909;15;267.7160561523664;178.77627634049742;231.07159297446933;267.2865981207473;251.18470704413622;4.4181474038020315e+29;5.712879423450801e+29;143.3308684615243;4.19471096904302e+30;146.40443016499427;2.3095342854042384e+30
104;-14718;9;1909;15;411.13266230266;264.8343848802511;320.1164705704986;348.4090999567103;357.73886919041007;4.4181474038020315e+29;5.712879423450801e+29;216.17791783425412;4.19471096904302e+30;243.28951092166022;2.3095342854042384e+30
105;-14688;10;1909;15;531.6289404528903;207.0170594358208;246.66698174125094;409.22163615589153;314.59028619999134;4.4181474038020315e+29;5.712879423450801e+29;209.24110942747234;4.19471096904302e+30;241.5182848573456;2.3095342854042384e+30
106;-14657;11;1909;15;152.431981695836;79.54364577655616;84.43051638159935;122.32432196906123;113.80272303052486;4.4181474038020315e+29;5.712879423450801e+29;128.0052631304056;4.19471096904302e+30;180.15543290500977;2.3095342854042384e+30
107;-14627;12;1909;15;16.465123568445264;16.86268461915379;12.405134454429088;13.86696499435993;13.887167834921474;4.4181474038020315e+29;5.712879423450801e+29;39.567297116095745;4.19471096904302e+30;58.71264546433734;2.3095342854042384e+30
108;-14596;1;1910;15;154.47171067256537;55.556794622767804;49.07871817498889;126.95590839725058;104.71052523262698;4.4181474038020315e+29;5.712879423450801e+29;101.02909024794292;4.19471096904302e+30;159.89303721580973;2.3095342854042384e+30
109;-14565;2;1910;15;33.46362933366023;18.410942736405765;16.124891639822355;27.03559957883343;19.632693545688056;4.4181474038020315e+29;5.712879423450801e+29;31.602415053058827;4.19471096904302e+30;48.03064555863159;2.3095342854042384e+30
110;-14537;3;1910;15;173.7128955220561;67.60043968372449;89.63236413966915;148.37460199664727;171.15940468621315;4.4181474038020315e+29;5.712879423450801e+29;78.30886242848683;4.19471096904302e+30;121.32331829473415;2.3095342854042384e+30
111;-14506;4;1910;15;63.158341707063215;46.63060016075784;66.471611196998;58.88895101562981;73.85675654069382;4.4181474038020315e+29;5.712879423450801e+29;51.86190478564631;4.19471096904302e+30;64.75691279975675;2.3095342854042384e+30
112;-14476;5;1910;15;98.13737064226278;95.34597796491548;123.81287097224742;89.02933628162026;103.95710782712914;4.4181474038020315e+29;5.712879423450801e+29;102.53384165312757;4.19471096904302e+30;107.99107367880929;2.3095342854042384e+30
113;-14445;6;1910;15;176.15022503373652;156.99086242570792;172.46679529650382;155.23402848274557;159.6949924781036;4.4181474038020315e+29;5.712879423450801e+29;137.07709001538018;4.19471096904302e+30;147.14751504849633;2.3095342854042384e+30
114;-14415;7;1910;15;160.4724791504015;136.8346056881211;155.60087337961846;158.78906835079508;149.19901555546724;4.4181474038020315e+29;5.712879423450801e+29;104.08820605899399;4.19471096904302e+30;106.19238398031786;2.3095342854042384e+30
115;-14384;8;1910;15;132.34796264744904;103.96405136744075;122.9345322982004;132.04144111318374;126.161289441525;4.4181474038020315e+29;5.712879423450801e+29;82.24753166646573;4.19471096904302e+30;88.54868100411566;2.3095342854042384e+30
116;-14353;9;1910;15;281.37540294696885;193.26060740075147;227.33574127278547;238.8226168421221;242.3197962655238;4.4181474038020315e+29;5.712879423450801e+29;158.17173036524315;4.19471096904302e+30;180.51778896096738;2.3095342854042384e+30
117;-14323;10;1910;15;692.6236538213864;257.1821331400071;302.012193423335;528.8154905340194;393.3757396813328;4.4181474038020315e+29;5.712879423450801e+29;253.2514493980192;4.19471096904302e+30;296.71699358155314;2.3095342854042384e+30
118;-14292;11;1910;15;67.65753232424584;47.470547444166876;42.03615317502914;54.736940632342844;46.98323517219532;4.4181474038020315e+29;5.712879423450801e+29;72.76470858474855;4.19471096904302e+30;111.88927128807622;2.3095342854042384e+30
