index;time;month;year;day;Borgou;Collines;BEN;Mono;Kouffo;Atlantique;Donga;Plateau;Atakora;Alibori;Littoral;Oueme;Zou
80;-15449.0;9.0;1907.0;15.0;25.939823;26.037046;26.254251;26.233837;26.158499;26.172606;25.694473;26.124844;26.238317;26.96555;26.1;26.106647;26.263796
81;-15419.0;10.0;1907.0;15.0;28.220852;27.929853;28.578676;27.76739;27.764421;27.807026;27.821035;27.888126;28.932762;29.780195;27.6;27.748388;27.945827
82;-15388.0;11.0;1907.0;15.0;26.978407;27.759565;27.314976;27.766163;27.799997;27.768438;26.823566;27.889675;27.283861;27.28946;27.7;27.77087;27.964712
83;-15358.0;12.0;1907.0;15.0;24.982073;26.591051;25.346033;26.868618;26.911829;27.034046;25.229954;26.963034;25.106194;24.209148;26.9;27.003513;27.116953
84;-15327.0;1.0;1908.0;15.0;25.988327;27.65727;26.225657;27.398485;27.582998;27.464272;26.354774;27.611378;25.933418;24.962221;27.4;27.432642;27.924854
85;-15296.0;2.0;1908.0;15.0;27.895199;28.72777;27.976734;28.298487;28.441504;28.364273;27.91672;28.595753;27.813313;27.452997;28.3;28.37087;28.747019
86;-15267.0;3.0;1908.0;15.0;29.67438;29.234966;29.742386;28.66739;28.705923;28.736504;29.17391;28.929386;30.139;30.59665;28.6;28.741741;28.915253
87;-15236.0;4.0;1908.0;15.0;30.514698;29.239735;30.738731;28.866161;28.858505;28.83896;29.651934;28.950222;31.46673;32.807796;28.7;28.841742;28.996616
88;-15206.0;5.0;1908.0;15.0;29.72667;28.822416;30.1303;28.5;28.500006;28.470522;28.97414;28.589481;30.729607;32.235912;28.4;28.432642;28.700047
89;-15175.0;6.0;1908.0;15.0;27.465553;27.013195;27.850666;26.835066;26.805918;26.84067;26.983162;26.727694;28.21249;29.406256;26.7;26.727058;26.924093
90;-15145.0;7.0;1908.0;15.0;26.16024;25.95513;26.404722;26.035067;25.922926;26.04067;25.673847;25.985409;26.405437;27.436901;25.9;26.003513;26.061893
91;-15114.0;8.0;1908.0;15.0;24.659904;24.62814;24.933086;25.033838;24.875505;24.972605;24.394032;24.74092;25.016556;25.55508;24.9;24.86842;24.87822
92;-15083.0;9.0;1908.0;15.0;25.771847;25.937046;26.102308;26.133839;26.0585;26.072605;25.550438;26.024843;26.040894;26.800755;26.0;26.006647;26.163795
93;-15053.0;10.0;1908.0;15.0;26.585218;26.552797;26.956615;26.701227;26.581427;26.738586;26.244497;26.648922;27.13069;27.882378;26.6;26.677519;26.660357
94;-15022.0;11.0;1908.0;15.0;26.215063;27.1443;26.54286;27.266163;27.2585;27.268438;26.118376;27.320065;26.38454;26.35326;27.2;27.27087;27.371977
95;-14992.0;12.0;1908.0;15.0;25.414486;26.99062;25.777977;27.16862;27.211832;27.334047;25.671251;27.27888;25.574392;24.705385;27.2;27.303513;27.430792
96;-14961.0;1.0;1909.0;15.0;26.226265;27.857271;26.422674;27.598486;27.782997;27.664272;26.552626;27.811377;26.070415;25.16222;27.6;27.632643;28.124855
97;-14930.0;2.0;1909.0;15.0;29.429407;30.077543;29.487268;29.398485;29.583;29.464272;29.361347;29.828686;29.445288;29.181635;29.4;29.470871;29.944792
98;-14902.0;3.0;1909.0;15.0;32.016163;31.212023;32.051792;30.333551;30.488918;30.404943;31.43852;30.721113;32.696518;33.21839;30.2;30.412611;30.798725
99;-14871.0;4.0;1909.0;15.0;30.017546;28.860706;30.235455;28.6;28.517008;28.570522;29.15201;28.650242;30.831554;32.207165;28.5;28.570871;28.663052
100;-14841.0;5.0;1909.0;15.0;28.13014;27.507584;28.581879;27.5;27.41701;27.470522;27.453566;27.434416;29.02154;30.438295;27.4;27.432642;27.500736
101;-14810.0;6.0;1909.0;15.0;25.554808;25.438055;25.885326;25.635067;25.52292;25.699627;25.003506;25.563313;25.796473;27.065254;25.7;25.661772;25.583122
102;-14780.0;7.0;1909.0;15.0;24.577343;24.640726;24.846987;24.968904;24.82292;24.97223;24.153273;24.853739;24.660492;25.61434;24.9;24.932642;24.934216
103;-14749.0;8.0;1909.0;15.0;23.820276;23.994642;24.030827;24.667677;24.434006;24.604166;23.45268;24.439878;23.742664;24.431747;24.6;24.625996;24.37585
104;-14718.0;9.0;1909.0;15.0;25.571846;25.737047;25.901684;26.033838;25.917002;25.972605;25.350437;25.855232;25.840895;26.564556;25.9;25.906647;25.97106
105;-14688.0;10.0;1909.0;15.0;25.713604;25.837965;26.103363;26.101229;25.981422;26.138588;25.400751;26.03308;26.18269;26.886139;26.0;26.077518;26.046516
106;-14657.0;11.0;1909.0;15.0;27.054264;27.859566;27.371323;27.766163;27.841494;27.768438;26.920826;27.959286;27.297148;27.325659;27.7;27.77087;28.057447
107;-14627.0;12.0;1909.0;15.0;26.053688;27.505884;26.402195;27.568619;27.65333;27.734047;26.2737;27.74849;26.26689;25.441586;27.6;27.703514;27.923527
108;-14596.0;1.0;1910.0;15.0;25.360043;27.06929;25.596739;26.932323;27.082998;26.966356;25.719084;27.095533;25.259222;24.266903;26.9;26.932642;27.421814
109;-14565.0;2.0;1910.0;15.0;29.233315;29.882122;29.32117;29.26342;29.435589;29.264647;29.248823;29.58119;29.36086;28.992683;29.2;29.244875;29.753834
110;-14537.0;3.0;1910.0;15.0;29.612864;29.134966;29.690838;28.501228;28.54742;28.538588;29.128336;28.798998;30.181383;30.566872;28.4;28.54174;28.807987
111;-14506.0;4.0;1910.0;15.0;29.91234;28.708244;30.160078;28.364933;28.352589;28.270897;29.117334;28.351734;30.91638;32.17423;28.2;28.244875;28.43346
112;-14476.0;5.0;1910.0;15.0;28.970812;28.20358;29.428467;28.0;27.95851;27.941044;28.298773;27.97515;30.040787;31.43547;27.8;27.865286;28.107206
113;-14445.0;6.0;1910.0;15.0;28.445269;27.910679;28.765177;27.701227;27.664423;27.738586;27.828478;27.672396;29.035685;30.378464;27.6;27.665285;27.801434
114;-14415.0;7.0;1910.0;15.0;26.308683;26.05513;26.546963;26.135067;26.022926;26.14067;25.806639;26.08541;26.574003;27.605946;26.0;26.103514;26.161894
115;-14384.0;8.0;1910.0;15.0;25.52099;25.35231;25.735174;25.733837;25.575504;25.672606;25.174913;25.533117;25.774174;26.434927;25.6;25.632643;25.580322
116;-14353.0;9.0;1910.0;15.0;26.288778;26.336617;26.606878;26.533838;26.417006;26.472605;26.027264;26.371077;26.625725;27.390593;26.4;26.406647;26.4849
117;-14323.0;10.0;1910.0;15.0;26.661077;26.652798;27.012962;26.701227;26.622923;26.738586;26.341757;26.718534;27.143978;27.918577;26.6;26.677519;26.753092
118;-14292.0;11.0;1910.0;15.0;26.854265;27.659565;27.168367;27.666162;27.699997;27.668438;26.720825;27.789675;27.0842;27.089458;27.6;27.67087;27.864712
119;-14262.0;12.0;1910.0;15.0;26.053688;27.505884;26.40224;27.568619;27.65333;27.734047;26.2737;27.74849;26.267141;25.441586;27.6;27.703514;27.923527
120;-14231.0;1.0;1911.0;15.0;25.84326;27.46929;26.062939;27.298487;27.482998;27.364273;26.155367;27.448057;25.76291;24.785551;27.3;27.332644;27.819817
121;-14200.0;2.0;1911.0;15.0;28.451221;29.215752;28.514288;28.698486;28.841503;28.764273;28.41731;29.059074;28.384592;28.06698;28.7;28.77087;29.152056
122;-14172.0;3.0;1911.0;15.0;30.24287;29.734966;30.297274;29.06739;29.14742;29.136503;29.717947;29.398998;30.739;31.205225;29.0;29.14174;29.407988
123;-14141.0;4.0;1911.0;15.0;30.111061;28.92447;30.328371;28.6;28.558506;28.570522;29.252115;28.650242;30.986311;32.312553;28.5;28.570871;28.696615
124;-14111.0;5.0;1911.0;15.0;28.398119;27.707584;28.830946;27.635067;27.564425;27.670149;27.697601;27.681892;29.27909;30.724634;27.6;27.632643;27.702494
125;-14080.0;6.0;1911.0;15.0;25.977757;25.734484;26.31408;25.835066;25.722923;25.899626;25.378143;25.740746;26.298466;27.673277;25.9;25.823544;25.850988
126;-14050.0;7.0;1911.0;15.0;25.59175;25.455559;25.840387;25.635067;25.522923;25.64067;25.12981;25.569565;25.781506;26.77991;25.5;25.603514;25.648054
127;-14019.0;8.0;1911.0;15.0;24.928198;24.876322;25.160847;25.333838;25.175503;25.272606;24.581495;25.133116;25.087933;25.812447;25.2;25.232643;25.169523
128;-13988.0;9.0;1911.0;15.0;25.463026;25.637047;25.761448;25.933838;25.817003;25.902082;25.210302;25.785622;25.640894;26.382223;25.9;25.874004;25.871164
129;-13958.0;10.0;1911.0;15.0;26.5201;26.5568;26.887842;26.701227;26.581427;26.738586;26.15312;26.717022;26.97064;27.788782;26.6;26.677519;26.716486
130;-13927.0;11.0;1911.0;15.0;27.34909;28.059565;27.656897;27.966162;28.041494;27.96844;27.194914;28.159286;27.624283;27.674862;27.9;27.970871;28.257448
131;-13897.0;12.0;1911.0;15.0;25.485195;27.006313;25.835608;27.16862;27.253326;27.334047;25.729666;27.332645;25.630453;24.784592;27.2;27.303513;27.509687
132;-13866.0;1.0;1912.0;15.0;26.750406;28.272535;26.94783;27.998486;28.182997;28.064272;27.055077;28.211378;26.662912;25.783861;28.0;28.032642;28.524855
133;-13835.0;2.0;1912.0;15.0;28.484964;29.290546;28.523365;28.799715;28.947422;28.961815;28.4077;29.236938;28.285833;28.022339;28.9;28.970871;29.261078
134;-13806.0;3.0;1912.0;15.0;29.868141;29.438969;29.898384;28.86739;28.905924;28.936504;29.286541;29.227875;30.196552;30.730576;28.8;29.005964;29.171488
135;-13775.0;4.0;1912.0;15.0;31.047564;29.730238;31.225897;29.3;29.258509;29.270523;30.09859;29.450222;31.909807;33.320137;29.2;29.3091;29.466692
136;-13745.0;5.0;1912.0;15.0;28.993492;28.229147;29.390078;28.1;28.058506;28.070522;28.207062;28.165836;29.851034;31.339289;28.0;28.032642;28.195469
137;-13714.0;6.0;1912.0;15.0;27.25548;26.907026;27.581467;26.836294;26.770338;26.967691;26.651651;26.85657;27.67435;29.014412;26.9;26.894415;26.953789
138;-13684.0;7.0;1912.0;15.0;26.363878;26.117352;26.610907;26.135067;26.06442;26.14067;25.873846;26.139175;26.642202;27.689808;26.0;26.103514;26.24079
139;-13653.0;8.0;1912.0;15.0;25.92567;25.75547;26.136782;26.035067;25.92292;26.04067;25.522364;25.933117;26.171589;26.87431;25.9;26.029509;25.980082
140;-13622.0;9.0;1912.0;15.0;26.500397;26.498838;26.81198;26.633839;26.5585;26.572605;26.227264;26.524843;26.84896;27.641525;26.5;26.506647;26.663795
141;-13592.0;10.0;1912.0;15.0;26.885218;26.852798;27.24822;26.801228;26.764421;26.838587;26.544498;26.888145;27.423275;28.218576;26.7;26.777517;26.945827
142;-13561.0;11.0;1912.0;15.0;26.486288;27.359566;26.811623;27.466162;27.4585;27.46844;26.37679;27.520065;26.663588;26.688465;27.4;27.470871;27.571978
143;-13531.0;12.0;1912.0;15.0;25.953688;27.405884;26.309877;27.568619;27.611832;27.734047;26.1737;27.678879;26.16689;25.341585;27.6;27.703514;27.830791
144;-13500.0;1.0;1913.0;15.0;26.595358;28.15727;26.823963;27.864649;28.082998;27.93271;26.927015;28.080988;26.567497;25.663214;27.8;27.865286;28.42475
145;-13469.0;2.0;1913.0;15.0;28.748682;29.452545;28.824091;28.898485;29.041506;28.964272;28.72945;29.228685;28.782036;28.433413;28.9;28.906647;29.362751
146;-13441.0;3.0;1913.0;15.0;28.360788;28.073605;28.441717;27.66739;27.705921;27.736504;27.899822;27.883173;28.749535;29.110794;27.6;27.703514;27.901308
147;-13410.0;4.0;1913.0;15.0;29.570654;28.42447;29.797277;28.133839;28.058506;28.072605;28.752115;28.150242;30.482866;31.717236;28.0;28.070871;28.196615
148;-13380.0;5.0;1913.0;15.0;29.312525;28.483572;29.757837;28.264935;28.25259;28.170897;28.626478;28.273638;30.381975;31.80398;28.1;28.132643;28.397247
149;-13349.0;6.0;1913.0;15.0;28.41906;27.820086;28.783028;27.501228;27.50592;27.538588;27.882614;27.527674;29.221384;30.461683;27.4;27.465286;27.694168
150;-13319.0;7.0;1913.0;15.0;27.176659;26.732615;27.392916;26.701227;26.664421;26.709108;26.650385;26.739157;27.502773;28.59527;26.5;26.674383;26.84079
151;-13288.0;8.0;1913.0;15.0;27.013832;26.674063;27.231445;26.8;26.717005;26.741045;26.604218;26.70422;27.447475;28.144203;26.6;26.703514;26.786898
152;-13257.0;9.0;1913.0;15.0;27.478067;27.313673;27.778217;27.3;27.258503;27.241045;27.171011;27.24067;27.917767;28.779406;27.1;27.177519;27.377634
153;-13227.0;10.0;1913.0;15.0;26.591097;26.627592;26.964449;26.701227;26.622923;26.738586;26.24468;26.718554;27.070892;27.885708;26.6;26.703514;26.753092
154;-13196.0;11.0;1913.0;15.0;26.046783;26.999804;26.28934;27.3;27.217;27.3;25.807764;27.396437;25.861889;26.022985;27.3;27.364223;27.326675
155;-13166.0;12.0;1913.0;15.0;25.556116;27.139513;25.876541;27.303684;27.359245;27.533672;25.70088;27.526375;25.53027;24.813751;27.4;27.529509;27.621748
156;-13135.0;1.0;1914.0;15.0;28.363836;29.731289;28.56098;29.164648;29.424498;29.26219;28.584671;29.496832;28.423267;27.629799;29.2;29.232643;29.831429
157;-13104.0;2.0;1914.0;15.0;28.15939;29.006254;28.218786;28.533552;28.64742;28.663898;28.1176;28.889463;28.011644;27.69866;28.6;28.67087;28.959082
158;-13076.0;3.0;1914.0;15.0;29.353584;28.982792;29.399527;28.46739;28.505924;28.536505;28.833364;28.776882;29.693443;30.164272;28.4;28.567736;28.71725
159;-13045.0;4.0;1914.0;15.0;29.80224;28.660707;30.004114;28.4;28.358503;28.370522;28.911982;28.450241;30.586311;31.929344;28.3;28.37087;28.485817
160;-13015.0;5.0;1914.0;15.0;29.930836;29.022417;30.346989;28.764935;28.75259;28.670897;29.174139;28.789482;30.986732;32.45076;28.6;28.632643;28.900286
