index;time;month;year;day;Central_Eleuthera;Central_Abaco;Inagua;North_Eleuthera;Grand_Cay;Crooked_Island;Mayaguana;Rum_Cay;South_Eleuthera;Harbour_Island;New_Providence;North_Andros;Long_Island;North_Abaco;Mangrove_Cay;Hope_Town;West_Grand_Bahama;South_Abaco;Biminis;City_of_Freeport;East_Grand_Bahama;Moore's_Island;Berry_Islands;Spanish_Wells;South_Andros;Black_Point;Cat_Island;San_Salvador;Ragged_Island;Exuma;Acklins;Central_Andros;BHS
10;-17579;11;1901;15;17.569827294367037;1.0974902354943568e+34;5.298686008922146e+35;14.540223690169148;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;15.4;14.700000000000001;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;18.982999351806324;8.100021813813848;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;14.426076324268475;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;8.550596297476986;6.975560446179644e+35
11;-17549;12;1901;15;28.66434134788832;1.0974902354943568e+34;5.298686008922146e+35;26.796437841567716;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;26.1;27.900000000000002;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;53.06665355484739;23.000081801801933;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;27.443460540447457;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;22.729335515778757;6.975560446179644e+35
12;-17518;1;1902;15;39.17119878098672;1.0974902354943568e+34;5.298686008922146e+35;37.81916459014457;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;37.1;39.300000000000004;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;59.8938703261404;39.59998363963962;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;38.774979621514575;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;41.68367756558347;6.975560446179644e+35
13;-17487;2;1902;15;61.957483914789925;1.0974902354943568e+34;5.298686008922146e+35;62.12386324059437;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;58.900000000000006;64.8;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;73.41904387281355;45.4997109669665;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;64.0467098917383;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;46.88704522133895;6.975560446179644e+35
14;-17459;3;1902;15;17.160226888029275;1.0974902354943568e+34;5.298686008922146e+35;13.744017282158511;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;14.3;13.8;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;37.147609682033846;7.80002181381385;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;13.526076324268473;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;8.76107149761637;6.975560446179644e+35
15;-17428;4;1902;15;114.80411445985906;1.0974902354943568e+34;5.298686008922146e+35;112.89732354155834;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;115.10000000000001;113.2;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;91.62178128412597;100.49992365165154;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;112.97173027022374;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;99.17047341124251;6.975560446179644e+35
16;-17398;5;1902;15;49.1382831021144;1.0974902354943568e+34;5.298686008922146e+35;40.197570420004915;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;44.7;38.400000000000006;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;39.437432894392344;22.6001308828831;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;38.24021118915662;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;21.14892177944538;6.975560446179644e+35
17;-17367;6;1902;15;119.48354216056386;1.0974902354943568e+34;5.298686008922146e+35;116.39471603118629;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;118.30000000000001;114.7;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;137.43195807176747;178.00219774174533;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;114.95109670275392;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;171.99576245100312;6.975560446179644e+35
18;-17337;7;1902;15;67.94376904859313;1.0974902354943568e+34;5.298686008922146e+35;63.71964224349921;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;63.900000000000006;63.800000000000004;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;105.07208904201443;51.29986911711691;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;63.457595405335596;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;53.63689860928864;6.975560446179644e+35
19;-17306;8;1902;15;135.37257026760642;1.0974902354943568e+34;5.298686008922146e+35;134.8448681787898;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;133.4;135.1;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;147.28434838973362;132.9000327207208;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;134.98586513511188;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;135.26037286277568;6.975560446179644e+35
20;-17275;9;1902;15;149.11097189295745;1.0974902354943568e+34;5.298686008922146e+35;148.07119188915826;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;149.9;146.6;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;168.1163064615011;139.79960735135072;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;146.94240459466442;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;143.03765008281363;6.975560446179644e+35
21;-17245;10;1902;15;91.10000000000002;1.0974902354943568e+34;5.298686008922146e+35;88.64617737030592;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;91.10000000000001;85.60000000000001;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;120.30474130047449;78.89980367567537;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;86.28480918932884;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;82.85985281780472;6.975560446179644e+35
22;-17214;11;1902;15;83.79725702676066;1.0974902354943568e+34;5.298686008922146e+35;84.98640497405538;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;83.60000000000001;87.30000000000001;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;73.74491160617924;82.69987457057037;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;86.72932567555934;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;86.69128167649205;6.975560446179644e+35
23;-17184;12;1902;15;70.2519979683112;1.0974902354943568e+34;5.298686008922146e+35;70.34373625900163;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;66.8;73.8;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;70.60408644923973;51.699640072071496;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;72.81844016196203;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;53.82321247473609;6.975560446179644e+35
24;-17153;1;1903;15;81.62731120915696;1.0974902354943568e+34;5.298686008922146e+35;85.44965970800838;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;76.4;92.2;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;114.27074000408712;77.69906200600448;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;90.55645794561084;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;78.16025997870321;6.975560446179644e+35
25;-17122;2;1903;15;58.65885540140961;1.0974902354943568e+34;5.298686008922146e+35;58.64962099106875;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;55.7;61.2;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;117.1768303424889;43.89973278078036;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;60.469536864715934;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;45.888179260842946;6.975560446179644e+35
26;-17094;3;1903;15;74.65885540140961;1.0974902354943568e+34;5.298686008922146e+35;74.9674718174679;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;71.7;76.80000000000001;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;110.49861162661487;66.39976004804767;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;76.29780659449222;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;70.69105975117057;6.975560446179644e+35
27;-17063;4;1903;15;41.77119878098672;1.0974902354943568e+34;5.298686008922146e+35;37.83705021990302;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;39.7;37.6;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;27.356476767205884;25.39991819819807;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;37.37173027022373;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;25.524573168615056;6.975560446179644e+35
28;-17033;5;1903;15;107.99314256690161;1.0974902354943568e+34;5.298686008922146e+35;101.78898921237729;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;107.5;98.80000000000001;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;81.92995418260543;141.60218138138492;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;99.18805854061969;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;126.0944829094929;6.975560446179644e+35
29;-17002;6;1903;15;217.0630883845053;1.0974902354943568e+34;5.298686008922146e+35;221.5842202965598;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;221.60000000000002;219.10000000000002;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;187.2061296738596;222.79942193393302;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;220.1500407569709;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;228.07055823634192;6.975560446179644e+35
30;-16972;7;1903;15;76.14788350845217;1.0974902354943568e+34;5.298686008922146e+35;72.55357249631622;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;72.4;72.8;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;93.69591355076027;66.39983094294267;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;72.4575954053356;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;72.27031589563632;6.975560446179644e+35
31;-16941;8;1903;15;86.14376904859313;1.0974902354943568e+34;5.298686008922146e+35;81.55539805812661;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;82.10000000000001;81.30000000000001;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;121.89521936406771;90.80058897297394;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;81.02607632426849;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;92.1884962716377;6.975560446179644e+35
32;-16910;9;1903;15;314.6481205549255;1.0974902354943568e+34;5.298686008922146e+35;326.0430219412116;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;325.3;324.1;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;294.6530451692009;320.6988329609591;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;325.5152723246129;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;321.39485281478744;6.975560446179644e+35
33;-16880;10;1903;15;47.76571283450801;1.0974902354943568e+34;5.298686008922146e+35;42.79248242273993;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;45.300000000000004;41.0;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;32.37008515285238;34.80000545345347;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;41.13696183786577;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;38.184127735187346;6.975560446179644e+35
34;-16849;11;1903;15;54.78491364718353;1.0974902354943568e+34;5.298686008922146e+35;54.069297379278254;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;53.7;55.400000000000006;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;94.74895871996117;54.29997273273269;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;54.96628751342509;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;58.85552649881992;6.975560446179644e+35
35;-16819;12;1903;15;24.065712834508002;1.0974902354943568e+34;5.298686008922146e+35;22.006435905720732;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;21.6;22.900000000000002;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;24.671434190779685;18.500000000000004;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;22.489114486402713;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;20.161047460871604;6.975560446179644e+35
36;-16788;1;1904;15;14.367084321127676;1.0974902354943568e+34;5.298686008922146e+35;11.419464971771276;9.969209968386869e+36;1.0683209718078099e+36;1.5090215814519908e+31;8.922181357506747e+36;12.0;11.600000000000001;1.8031163898528072e+36;1.060533418477466e+35;1.8182136279092765e+36;39.81291419895394;5.599972732732689;4.3485650109654347e+36;6.668577556030614e+34;1.1342763241970346e+35;9.945423847036123e+36;7.2039132108876e+35;8.77438838441279e+34;9.969209968386869e+36;9.960846525802191e+36;11.326076324268474;3.5389307255053253e+34;5.841936745891262e+36;3.944963108508784e+36;9.969209968386869e+36;9.304393258070802e+36;1.0769144678880295e+36;7.325890121903243e+34;6.677267483210485;6.975560446179644e+35
