index;time;month;year;day;Princes_Town;Penal-Debe;Port_of_Spain;Chaguanas;Point_Fortin;San_Juan-Laventille;Diego_Martin;Tobago;Arima;Couva-Tabaquite-Talparo;Siparia;TTO;San_Fernando;Tunapuna/Piarco;Sangre_Grande;Mayaro/Rio_Claro
27;-17063;4;1903;15;26.3;26.32247851323424;26.523357296056076;25.700390804350857;26.900000000000002;25.71656026075454;26.587382114608403;1.7090629194463591e+34;25.700000000000003;26.168510647821822;26.868808490019447;1.700103585635717e+35;26.30058317998529;25.700000000000003;8.27597870505608e+35;1.2900626098844994e+35
28;-17033;5;1903;15;26.700000000000003;26.726224932106618;27.223357296056076;26.400195402175427;27.400000000000002;26.416560260754544;27.287382114608402;1.7090629194463591e+34;26.400000000000002;26.634255323910914;27.363609905022685;1.700103585635717e+35;26.700680376649505;26.400000000000002;8.27597870505608e+35;1.2900626098844994e+35
29;-17002;6;1903;15;26.3;26.326224932106616;26.914841440062304;26.00019540217543;27.0;26.018400289727268;26.985980127342668;1.7090629194463591e+34;26.0;26.23425532391091;26.963609905022683;1.700103585635717e+35;26.300680376649503;26.0;8.27597870505608e+35;1.2900626098844994e+35
30;-16972;7;1903;15;26.1;26.11873209436187;26.431873152049846;25.700260536233905;26.6;25.714720231781815;26.488784101874135;1.7090629194463591e+34;25.700000000000003;26.012340431881217;26.574007075016205;1.700103585635717e+35;26.100485983321075;25.700000000000003;8.27597870505608e+35;1.2900626098844994e+35
31;-16941;8;1903;15;26.3;26.318732094361867;26.723357296056076;25.900260536233905;26.8;25.916560260754544;26.787382114608402;1.7090629194463591e+34;25.900000000000002;26.212340431881216;26.774007075016204;1.700103585635717e+35;26.300485983321074;25.900000000000002;8.27597870505608e+35;1.2900626098844994e+35
32;-16910;9;1903;15;26.5;26.51873209436187;26.740389008043614;26.100260536233904;27.0;26.11288020280909;26.79018608913987;1.7090629194463591e+34;26.1;26.412340431881216;26.9740070750162;1.700103585635717e+35;26.50048598332107;26.1;8.27597870505608e+35;1.2900626098844994e+35
33;-16880;10;1903;15;26.5;26.51873209436187;26.731873152049843;26.00032567029238;27.0;26.014720231781816;26.788784101874136;1.7090629194463591e+34;26.0;26.390425539851517;26.9740070750162;1.700103585635717e+35;26.50048598332107;26.0;8.27597870505608e+35;1.2900626098844994e+35
34;-16849;11;1903;15;26.1;26.114985675489496;26.240389008043614;25.600325670292378;26.5;25.61288020280909;26.29018608913987;1.7090629194463591e+34;25.6;25.99042553985152;26.479205660012965;1.700103585635717e+35;26.10038878665686;25.6;8.27597870505608e+35;1.2900626098844994e+35
35;-16819;12;1903;15;25.3;25.314985675489496;25.540389008043615;24.900260536233905;25.700000000000003;24.91288020280909;25.59018608913987;1.7090629194463591e+34;24.900000000000002;25.212340431881213;25.679205660012965;1.700103585635717e+35;25.30038878665686;24.900000000000002;8.27597870505608e+35;1.2900626098844994e+35
36;-16788;1;1904;15;24.8;24.81873209436187;25.13187315204985;24.400260536233905;25.3;24.414720231781818;25.188784101874138;1.7090629194463591e+34;24.400000000000002;24.712340431881216;25.274007075016204;1.700103585635717e+35;24.80048598332107;24.400000000000002;8.27597870505608e+35;1.2900626098844994e+35
37;-16757;2;1904;15;24.900000000000002;24.918732094361868;25.13187315204985;24.40032567029238;25.400000000000002;24.414720231781818;25.188784101874138;1.7090629194463591e+34;24.400000000000002;24.79042553985152;25.374007075016205;1.700103585635717e+35;24.900485983321072;24.400000000000002;8.27597870505608e+35;1.2900626098844994e+35
38;-16728;3;1904;15;25.400000000000002;25.426224932106617;25.63187315204985;24.90032567029238;26.1;24.914720231781818;25.688784101874138;1.7090629194463591e+34;24.900000000000002;25.290425539851515;26.063609905022684;1.700103585635717e+35;25.400680376649504;24.900000000000002;8.27597870505608e+35;1.2900626098844994e+35
39;-16697;4;1904;15;26.1;26.122478513234242;26.323357296056074;25.500390804350854;26.700000000000003;25.51656026075454;26.387382114608403;1.7090629194463591e+34;25.5;25.968510647821823;26.668808490019444;1.700103585635717e+35;26.10058317998529;25.5;8.27597870505608e+35;1.2900626098844994e+35
40;-16667;5;1904;15;26.6;26.622478513234242;27.023357296056076;26.200260536233905;27.200000000000003;26.216560260754544;27.087382114608403;1.7090629194463591e+34;26.200000000000003;26.512340431881213;27.168808490019448;1.700103585635717e+35;26.60058317998529;26.200000000000003;8.27597870505608e+35;1.2900626098844994e+35
41;-16636;6;1904;15;26.1;26.126224932106616;26.623357296056078;25.80019540217543;26.8;25.816560260754542;26.687382114608404;1.7090629194463591e+34;25.8;26.034255323910912;26.763609905022683;1.700103585635717e+35;26.100680376649503;25.8;8.27597870505608e+35;1.2900626098844994e+35
