index;time;month;year;day;Princes_Town;Penal-Debe;Port_of_Spain;Chaguanas;Point_Fortin;San_Juan-Laventille;Diego_Martin;Tobago;Arima;Couva-Tabaquite-Talparo;Siparia;TTO;San_Fernando;Tunapuna/Piarco;Sangre_Grande;Mayaro/Rio_Claro
21;-17245;10;1902;15;225.0;223.50517886992284;197.67860455760132;232.89485440938046;185.10000000000002;232.19158884550026;194.9397650973074;1.7090629194463591e+34;232.9;226.73127647034607;187.17423541370704;1.700103585635717e+35;224.9612185309784;232.9;8.27597870505608e+35;1.2900626098844994e+35
22;-17214;11;1902;15;232.70000000000002;230.9991258319423;211.01680329371968;244.49231418109994;187.3;243.82654939598206;208.41312733925847;1.7090629194463591e+34;244.5;235.2859572595043;189.6601575885288;1.700103585635717e+35;232.65587271444667;244.5;8.27597870505608e+35;1.2900626098844994e+35
23;-17184;12;1902;15;188.9;188.45042973531514;179.49391964763865;184.8026704963975;176.9;184.69327831958188;179.08131526141256;1.7090629194463591e+34;184.8;188.00148942678243;177.52383019961113;1.700103585635717e+35;188.88833640029426;184.8;8.27597870505608e+35;1.2900626098844994e+35
24;-17153;1;1903;15;45.300000000000004;44.90662601840075;34.42773783990655;35.806187735555156;34.800000000000004;35.7723995654091;34.32102980898601;1.7090629194463591e+34;35.800000000000004;43.218085257178785;35.34585142465974;1.700103585635717e+35;45.28979435025749;35.800000000000004;8.27597870505608e+35;1.2900626098844994e+35
25;-17122;2;1903;15;75.10000000000001;74.78904723359298;67.08321351971964;71.20254022828054;66.8;71.11719869622732;66.76308942695802;1.7090629194463591e+34;71.2;74.24531921084181;67.23148255473103;1.700103585635717e+35;75.0919326768702;71.2;8.27597870505608e+35;1.2900626098844994e+35
26;-17094;3;1903;15;60.1;59.582994195612415;45.92165748754518;52.604885054385655;46.300000000000004;52.46567788499095;45.40234507039855;1.7090629194463591e+34;52.6;58.45638309777272;47.01740472955281;1.700103585635717e+35;60.08658686033841;52.6;8.27597870505608e+35;1.2900626098844994e+35
27;-17063;4;1903;15;33.0;32.48674061448479;29.396355151271045;40.09537548184826;19.3;39.884716610190985;28.564032510090822;1.7090629194463591e+34;40.1;34.5559573341085;20.012206144556043;1.700103585635717e+35;32.98668405700262;40.1;8.27597870505608e+35;1.2900626098844994e+35
28;-17033;5;1903;15;74.8;73.8971130517579;50.64331497509037;64.00703447831533;50.7;63.73135576998191;49.604690140797096;1.7090629194463591e+34;64.0;72.43319166079272;51.95285898421903;1.700103585635717e+35;74.77657560392431;64.0;8.27597870505608e+35;1.2900626098844994e+35
29;-17002;6;1903;15;235.3;232.81612428761616;184.77909502101568;228.60436398191788;169.0;227.71862612206397;181.37155190028636;1.7090629194463591e+34;228.60000000000002;233.83170223401032;172.4466618528515;1.700103585635717e+35;235.23555861162583;228.60000000000002;8.27597870505608e+35;1.2900626098844994e+35
30;-16972;7;1903;15;248.0;245.28009989865663;184.5216743009845;228.81250573922728;175.4;227.90942597720033;181.07856183661502;1.7090629194463591e+34;228.8;243.79234073029815;179.17417270764736;1.700103585635717e+35;247.9294352217803;228.8;8.27597870505608e+35;1.2900626098844994e+35
31;-16941;8;1903;15;228.8;226.93428340155785;202.3250739180063;231.59817624636273;179.0;231.0111907287275;200.04863592503477;1.7090629194463591e+34;231.60000000000002;229.41361697683155;181.5888953283862;1.700103585635717e+35;228.75159606122122;231.60000000000002;8.27597870505608e+35;1.2900626098844994e+35
32;-16910;9;1903;15;177.20000000000002;175.40921177900532;143.3365157410468;186.69381226444486;129.4;185.8278262669276;139.9645419639577;1.7090629194463591e+34;186.70000000000002;179.28191474282124;131.88492362845102;1.700103585635717e+35;177.1535399945055;186.70000000000002;8.27597870505608e+35;1.2900626098844994e+35
33;-16880;10;1903;15;209.8;208.35388231526372;185.3275094216387;219.99335632603555;171.20000000000002;219.3026290193366;182.63135317371302;1.7090629194463591e+34;220.0;212.03531898702911;173.20665380874917;1.700103585635717e+35;209.76248208761325;220.0;8.27597870505608e+35;1.2900626098844994e+35
34;-16849;11;1903;15;230.20000000000002;228.50661866968704;191.21874833393775;221.50566666308737;185.0;220.8909504100275;188.86405778495782;1.7090629194463591e+34;221.5;228.29340439341638;187.34976041853525;1.700103585635717e+35;230.1560671077751;221.5;8.27597870505608e+35;1.2900626098844994e+35
35;-16819;12;1903;15;237.5;237.1103724372731;227.01289639984424;229.30534099279498;227.10000000000002;229.25399927568185;226.83504968164337;1.7090629194463591e+34;229.3;235.70297885356484;227.640652839663;1.700103585635717e+35;237.48989154692168;229.3;8.27597870505608e+35;1.2900626098844994e+35
36;-16788;1;1904;15;45.7;45.306626018400756;42.6851585599377;43.60136781522798;35.2;43.58159971027274;42.614019872657344;1.7090629194463591e+34;43.6;45.23978726737637;35.74585142465975;1.700103585635717e+35;45.689794350257486;43.6;8.27597870505608e+35;1.2900626098844994e+35
37;-16757;2;1904;15;44.7;44.43775067893384;39.92579279968848;44.500130268116955;37.7;44.407998551363676;39.57009936328668;1.7090629194463591e+34;44.5;44.656170215940605;38.063900949773156;1.700103585635717e+35;44.69319623350499;44.5;8.27597870505608e+35;1.2900626098844994e+35
38;-16728;3;1904;15;39.1;38.71037243727312;33.01314163155141;39.599674329707625;28.700000000000003;39.46751791396368;32.50094308313282;1.7090629194463591e+34;39.6;39.20957446014849;29.24065283966298;1.700103585635717e+35;39.0898915469217;39.6;8.27597870505608e+35;1.2900626098844994e+35
39;-16697;4;1904;15;31.700000000000003;31.19797987110191;19.549395327451727;27.602670496397486;18.3;27.438077450400055;18.92337487938455;1.7090629194463591e+34;27.6;30.80148942678242;18.996610389565763;1.700103585635717e+35;31.686975646995265;27.6;8.27597870505608e+35;1.2900626098844994e+35
40;-16667;5;1904;15;115.30000000000001;114.13111731181938;85.1306638069533;100.50963984065434;84.10000000000001;100.19087513258192;83.93553386064325;1.7090629194463591e+34;100.5;112.05659597960484;85.72195851898894;1.700103585635717e+35;115.2696746407651;100.5;8.27597870505608e+35;1.2900626098844994e+35
41;-16636;6;1904;15;189.4;187.24580914838506;124.3678984296823;158.42019155812733;131.9;157.7155092221457;121.72153926285287;1.7090629194463591e+34;158.4;182.6063834707939;134.88918637313668;1.700103585635717e+35;189.34411191807672;158.4;8.27597870505608e+35;1.2900626098844994e+35
42;-16606;7;1904;15;308.3;305.1305296339717;231.35598295666674;280.3182375363731;223.70000000000002;279.31558449959124;227.55006318716747;1.7090629194463591e+34;280.3;302.16383023168487;228.0980029072585;1.700103585635717e+35;308.21777162207457;280.3;8.27597870505608e+35;1.2900626098844994e+35
43;-16575;8;1904;15;307.5;305.2933592841718;250.9547567981309;278.41895401101635;248.60000000000002;277.84799130818203;248.82059617972007;1.7090629194463591e+34;278.40000000000003;301.12276641935813;251.66196656309134;1.700103585635717e+35;307.44275116477775;278.40000000000003;8.27597870505608e+35;1.2900626098844994e+35
44;-16544;9;1904;15;225.0;222.90200543147066;192.42849034846736;244.2874291267143;169.0;243.25670357246403;188.39492677967095;1.7090629194463591e+34;244.3;229.22957416173156;171.91120759818529;1.700103585635717e+35;224.9455698680399;244.3;8.27597870505608e+35;1.2900626098844994e+35
45;-16514;10;1904;15;178.70000000000002;177.35503562481782;161.56789842968232;195.5889923441177;142.8;194.91550922214572;158.9215392628529;1.7090629194463591e+34;195.60000000000002;182.40361675301887;144.66629201383665;1.700103585635717e+35;178.66510639754705;195.60000000000002;8.27597870505608e+35;1.2900626098844994e+35
46;-16483;11;1904;15;465.3;462.6812532082107;391.37446924545804;428.723839065402;395.40000000000003;427.9492681791276;388.4720108044193;1.7090629194463591e+34;428.70000000000005;457.2791495171309;399.03381091273485;1.700103585635717e+35;465.2320595317141;428.70000000000005;8.27597870505608e+35;1.2900626098844994e+35
47;-16453;12;1904;15;216.8;216.3841475051665;200.49805495978194;203.7085325616603;205.70000000000002;203.6355989859546;200.24906955430072;1.7090629194463591e+34;203.70000000000002;213.9291491441097;206.27704293464032;1.700103585635717e+35;216.7892111702722;203.70000000000002;8.27597870505608e+35;1.2900626098844994e+35
48;-16422;1;1905;15;45.2;44.80662601840075;37.01922198391277;38.3044942500348;34.7;38.27423959438183;36.919627821720276;1.7090629194463591e+34;38.300000000000004;43.6878724499509;35.24585142465975;1.700103585635717e+35;45.189794350257486;38.300000000000004;8.27597870505608e+35;1.2900626098844994e+35
49;-16391;2;1905;15;90.60000000000001;90.25907588261398;80.04915009574457;83.80442911597633;81.5;83.72455881211823;79.75748147789508;1.7090629194463591e+34;83.80000000000001;89.10978734198062;81.9730712347051;1.700103585635717e+35;90.5911551035565;83.80000000000001;8.27597870505608e+35;1.2900626098844994e+35
50;-16363;3;1905;15;30.1;29.766568720358734;25.670562351582564;31.798892721005924;21.200000000000003;31.676718058827316;25.193933146804145;1.7090629194463591e+34;31.8;30.472553164504852;21.662674064711595;1.700103585635717e+35;30.091349496884916;31.8;8.27597870505608e+35;1.2900626098844994e+35
51;-16332;4;1905;15;40.0;39.41181223703731;26.8686173113645;36.202475094222066;24.3;36.01231704478189;26.14300270110482;1.7090629194463591e+34;36.2;39.16723410287151;25.116177844491233;1.700103585635717e+35;39.98474012371833;36.2;8.27597870505608e+35;1.2900626098844994e+35
52;-16302;5;1905;15;104.9;103.7985528515221;73.13698939102181;87.51133332617471;75.5;87.21111545128193;72.02011200072016;1.7090629194463591e+34;87.5;101.0868087868327;77.02838398904728;1.700103585635717e+35;104.87142418072096;87.5;8.27597870505608e+35;1.2900626098844994e+35
53;-16271;6;1905;15;172.70000000000002;170.66194813342867;123.40415212558261;158.9089885000696;118.30000000000001;158.18606875858208;120.64397105910462;1.7090629194463591e+34;158.9;169.67574489990182;121.12803023823714;1.700103585635717e+35;172.64712501466738;158.9;8.27597870505608e+35;1.2900626098844994e+35
54;-16241;7;1905;15;324.8;321.5106442300558;235.37082439672906;283.42696550020884;237.0;282.4339847893186;231.6360433145101;1.7090629194463591e+34;283.40000000000003;315.72723469970543;241.56435762715478;1.700103585635717e+35;324.7146613288198;283.40000000000003;8.27597870505608e+35;1.2900626098844994e+35
55;-16210;8;1905;15;265.40000000000003;263.3769338089182;215.11217751816207;242.11517623562477;211.4;241.55719145304568;213.01358624339144;1.7090629194463591e+34;242.10000000000002;260.2938301570806;214.2072358982501;1.700103585635717e+35;265.3475138013242;242.10000000000002;8.27597870505608e+35;1.2900626098844994e+35
56;-16179;9;1905;15;176.20000000000002;174.41670461675008;147.23870601297202;191.68990422093637;128.6;190.80574591925486;143.7813658111465;1.7090629194463591e+34;191.70000000000002;179.59680826460308;131.07452645845748;1.700103585635717e+35;176.15373438783396;191.70000000000002;8.27597870505608e+35;1.2900626098844994e+35
57;-16149;10;1905;15;232.60000000000002;231.08270035668863;219.48517537337702;257.9834559491473;192.10000000000002;257.2253478024821;216.49023663887382;1.7090629194463591e+34;258.0;238.16638257554308;194.2054269236876;1.700103585635717e+35;232.56063535099315;258.0;8.27597870505608e+35;1.2900626098844994e+35
58;-16118;11;1905;15;210.0;208.38903988487925;184.53797031785052;216.09602682243306;167.0;215.46519000440935;182.0836856066781;1.7090629194463591e+34;216.10000000000002;211.33680841381153;169.23539154860654;1.700103585635717e+35;209.9582054343878;216.10000000000002;8.27597870505608e+35;1.2900626098844994e+35
59;-16088;12;1905;15;248.0;247.62161169389023;224.4851585599377;225.41472029721544;237.9;225.38159971027275;224.41401987265735;1.7090629194463591e+34;225.4;243.04723440128845;238.42505708467272;1.700103585635717e+35;247.99018313691434;225.4;8.27597870505608e+35;1.2900626098844994e+35
60;-16057;1;1906;15;45.1;44.70662601840075;36.319221983912776;37.60488505438565;34.6;37.57423959438183;36.21962782172027;1.7090629194463591e+34;37.6;43.456383097772715;35.145851424659746;1.700103585635717e+35;45.089794350257485;37.6;8.27597870505608e+35;1.2900626098844994e+35
61;-16026;2;1906;15;149.70000000000002;149.2579225730599;133.9810232477944;137.00827202542638;137.9;136.93927904390003;133.74626557976924;1.7090629194463591e+34;137.0;146.9168087122285;138.51343302961763;1.700103585635717e+35;149.68853079362273;137.0;8.27597870505608e+35;1.2900626098844994e+35
62;-15998;3;1906;15;32.9;32.54783662599686;25.74501478360126;31.600846742760183;23.5;31.482238145745498;25.28972718500695;1.7090629194463591e+34;31.6;32.615106403613936;23.988666989695385;1.700103585635717e+35;32.89086351356384;31.6;8.27597870505608e+35;1.2900626098844994e+35
63;-15967;4;1906;15;48.800000000000004;48.114405346355596;33.36229172729597;43.70332183698224;30.5;43.49207672608189;32.55842456102789;1.7090629194463591e+34;43.7;47.68234050648545;31.451341054406974;1.700103585635717e+35;48.782213010448764;43.7;8.27597870505608e+35;1.2900626098844994e+35
64;-15937;5;1906;15;70.2;69.3270844027369;49.96886254307167;63.604298847859376;46.900000000000006;63.32583568306373;48.9088961025943;1.7090629194463591e+34;63.6;68.75361712604;48.111270304244954;1.700103585635717e+35;70.17735317723805;63.6;8.27597870505608e+35;1.2900626098844994e+35
65;-15906;6;1906;15;174.70000000000002;172.64696245793917;132.074469245458;169.4034521050992;119.9;168.64926817912755;129.1720108044193;1.7090629194463591e+34;169.4;173.53851072242605;122.74882457822417;1.700103585635717e+35;174.6467362280105;169.4;8.27597870505608e+35;1.2900626098844994e+35
66;-15876;7;1906;15;234.5;231.88125320821072;175.26206330902812;218.91016091312216;164.60000000000002;218.02230618000942;171.86874792575492;1.7090629194463591e+34;218.9;231.08127684336728;168.23381091273487;1.700103585635717e+35;234.43205953171412;218.9;8.27597870505608e+35;1.2900626098844994e+35
67;-15845;8;1906;15;216.60000000000002;214.78673326577112;178.3292092301496;205.50722988049077;168.20000000000002;204.9535113951002;176.21639021792288;1.7090629194463591e+34;205.5;214.16744698470364;170.71611513843158;1.700103585635717e+35;216.55295681452023;205.5;8.27597870505608e+35;1.2900626098844994e+35
68;-15814;9;1906;15;202.20000000000002;200.24811576749326;174.39004638064182;223.68599617742785;150.1;222.70822438370038;170.5556711362304;1.7090629194463591e+34;223.70000000000002;206.91170178638492;152.80846278331165;1.700103585635717e+35;202.1493605379443;223.70000000000002;8.27597870505608e+35;1.2900626098844994e+35
69;-15784;10;1906;15;161.3;160.0112319079034;144.8571923017633;177.68931801441008;126.9;177.03942959879117;142.30331342839835;1.7090629194463591e+34;177.70000000000002;164.89404229287035;128.68831323888526;1.700103585635717e+35;161.26656434751024;177.70000000000002;8.27597870505608e+35;1.2900626098844994e+35
70;-15753;11;1906;15;197.8;196.23774333022013;170.84429590191905;201.39765517389492;156.10000000000002;200.78543032310932;168.468263746755;1.7090629194463591e+34;201.4;198.5889361130691;158.2678099436487;1.700103585635717e+35;197.75946899102257;201.4;8.27597870505608e+35;1.2900626098844994e+35
71;-15723;12;1906;15;164.5;164.0242048032085;147.70462577555764;154.206708808023;151.8;154.06935794293642;147.1995410958671;1.7090629194463591e+34;154.20000000000002;162.2427661209412;152.46022029458845;1.700103585635717e+35;164.48765602364477;154.20000000000002;8.27597870505608e+35;1.2900626098844994e+35
72;-15692;1;1907;15;46.0;45.606626018400746;36.11922198391278;37.40560152902888;35.5;37.37423959438183;36.01962782172027;1.7090629194463591e+34;37.4;44.11531928544605;36.04585142465974;1.700103585635717e+35;45.98979435025748;37.4;8.27597870505608e+35;1.2900626098844994e+35
73;-15661;2;1907;15;65.5;65.20403290908247;56.983213519719634;61.10286589857292;57.6;61.017198696227304;56.66308942695801;1.7090629194463591e+34;61.1;64.53574475069333;58.01068821474399;1.700103585635717e+35;65.49232146352706;61.1;8.27597870505608e+35;1.2900626098844994e+35
74;-15633;3;1907;15;28.1;27.77780797697585;21.736498927607485;27.500390804350854;19.5;27.38407817471822;21.288325197741216;1.7090629194463591e+34;27.5;27.96851064782182;19.947078309721313;1.700103585635717e+35;28.091641086877562;27.5;8.27597870505608e+35;1.2900626098844994e+35
75;-15602;4;1907;15;31.5;31.001726289974282;20.783458751426807;29.201498083344937;18.2;29.030717334509152;20.128982828447484;1.7090629194463591e+34;29.200000000000003;30.99595748331697;18.891411804569003;1.700103585635717e+35;31.48707284365948;29.200000000000003;8.27597870505608e+35;1.2900626098844994e+35
76;-15572;5;1907;15;91.7;90.68846690445906;67.26253695900314;81.90638313773059;64.7;81.60559536436374;66.12431796251737;1.7090629194463591e+34;81.9;89.5523405810897;66.10361794912505;1.700103585635717e+35;91.6737569006621;81.9;8.27597870505608e+35;1.2900626098844994e+35
77;-15541;6;1907;15;208.0;205.7109380689796;142.90634239750784;179.51856320666548;146.9;178.76398841090935;140.06079490629344;1.7090629194463591e+34;179.5;201.75425577153632;150.07633543302;1.700103585635717e+35;207.94061283816498;179.5;8.27597870505608e+35;1.2900626098844994e+35
78;-15511;7;1907;15;247.9;245.17635347978424;183.29612673300318;227.3134176160459;175.20000000000002;226.41494606411848;179.87435587481787;1.7090629194463591e+34;227.3;243.3855322418824;178.97937129264412;1.700103585635717e+35;247.8293380251161;227.3;8.27597870505608e+35;1.2900626098844994e+35
79;-15480;8;1907;15;188.20000000000002;186.50661866968707;148.91850310223057;174.90866282977723;143.0;174.37743177174565;146.89816438346836;1.7090629194463591e+34;174.9;185.28531936005032;145.34976041853525;1.700103585635717e+35;188.1560671077751;174.9;8.27597870505608e+35;1.2900626098844994e+35
80;-15449;9;1907;15;164.70000000000002;162.98788657532518;129.7810400612337;170.3962873586669;119.0;169.5830271361094;126.62248234598569;1.7090629194463591e+34;170.4;165.94914884569278;121.37575334351907;1.700103585635717e+35;164.65558112445402;170.4;8.27597870505608e+35;1.2900626098844994e+35
81;-15419;10;1907;15;196.9;195.4950929228598;182.42969969356395;218.1861264455448;159.4;217.4805486716639;179.64817702090184;1.7090629194463591e+34;218.20000000000002;201.5678720023255;161.3494693737848;1.700103585635717e+35;196.86355125091958;218.20000000000002;8.27597870505608e+35;1.2900626098844994e+35
82;-15388;11;1907;15;241.20000000000002;239.46540806209094;201.36132761390658;232.1059271993213;194.9;231.48175026516387;198.97106772128646;1.7090629194463591e+34;232.10000000000002;239.2057448252976;197.30694485349963;1.700103585635717e+35;241.15499794446873;232.10000000000002;8.27597870505608e+35;1.2900626098844994e+35
83;-15358;12;1907;15;191.0;190.5541761541875;181.98540379164487;187.20247509422208;179.10000000000002;187.0951183485546;181.5799132741468;1.7090629194463591e+34;187.20000000000002;190.1672341028715;179.7186316146144;1.700103585635717e+35;190.98843359695846;187.20000000000002;8.27597870505608e+35;1.2900626098844994e+35
84;-15327;1;1908;15;45.2;44.80662601840075;35.627737839906544;37.00534099279498;34.7;36.9723995654091;35.52102980898601;1.7090629194463591e+34;37.0;43.40297885356484;35.24585142465975;1.700103585635717e+35;45.189794350257486;37.0;8.27597870505608e+35;1.2900626098844994e+35
85;-15296;2;1908;15;31.200000000000003;30.96397561104045;24.100245231707174;28.40182375363731;24.900000000000002;28.313518638281852;23.76589340148948;1.7090629194463591e+34;28.400000000000002;30.586383023168484;25.227510854795845;1.700103585635717e+35;31.193876610154494;28.400000000000002;8.27597870505608e+35;1.2900626098844994e+35
86;-15267;3;1908;15;30.3;29.96656872035873;21.810951359626177;27.301954021754263;21.400000000000002;27.189598261636405;21.384119235944013;1.7090629194463591e+34;27.3;29.642553239109088;21.86267406471159;1.700103585635717e+35;30.291349496884916;27.3;8.27597870505608e+35;1.2900626098844994e+35
87;-15236;4;1908;15;31.900000000000002;31.397979871101914;21.700490463414344;30.301042144935607;18.5;30.127037276563698;21.031786802978957;1.7090629194463591e+34;30.3;31.549361727524847;19.196610389565766;1.700103585635717e+35;31.886975646995264;30.3;8.27597870505608e+35;1.2900626098844994e+35
88;-15206;5;1908;15;77.7;76.77838095739605;50.00073569512151;62.90963984065435;53.1;62.64055591484555;48.99768020446843;1.7090629194463591e+34;62.900000000000006;74.45659597960484;54.37885190920282;1.700103585635717e+35;77.67608962060325;62.900000000000006;8.27597870505608e+35;1.2900626098844994e+35
89;-15175;6;1908;15;286.8;283.9489752381235;208.4961267330032;252.52234098205705;210.70000000000002;251.6149460641185;205.07435587481783;1.7090629194463591e+34;252.5;279.2831920338139;214.65612318253395;1.700103585635717e+35;286.72603333853283;252.5;8.27597870505608e+35;1.2900626098844994e+35
90;-15145;7;1908;15;441.3;437.14896788940985;333.4671795480001;392.2319808227114;330.5;391.01870139950955;328.9000758246009;1.7090629194463591e+34;392.20000000000005;430.5397880134188;336.2600321764095;1.700103585635717e+35;441.1923060960504;392.20000000000005;8.27597870505608e+35;1.2900626098844994e+35
91;-15114;8;1908;15;273.2;271.1432160390667;216.26108238219942;242.719865887835;218.3;242.16823162688203;214.205174319797;1.7090629194463591e+34;242.70000000000002;266.51595793094236;221.15402316322093;1.700103585635717e+35;273.14663903134624;242.70000000000002;8.27597870505608e+35;1.2900626098844994e+35
92;-15083;9;1908;15;249.0;246.74840225770336;201.11145863647985;252.79752490577798;188.9;251.76038363040948;197.09212280513944;1.7090629194463591e+34;252.8;249.83276589712852;192.02434958305244;1.700103585635717e+35;248.94158480480712;252.8;8.27597870505608e+35;1.2900626098844994e+35
93;-15053;10;1908;15;223.70000000000002;222.20892528879523;196.67860455760132;231.89465900720504;183.9;231.19158884550026;193.93976509730743;1.7090629194463591e+34;231.9;225.4970211464352;185.96903682871027;1.700103585635717e+35;223.66131572764266;231.9;8.27597870505608e+35;1.2900626098844994e+35
