"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","HASC_1","CCN_1","CCA_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,237,"TCA","Turks and Caicos Islands",1,"Grand Turk","",NA,"","District","District","",""
2,237,"TCA","Turks and Caicos Islands",2,"Middle Caicos","",NA,"","District","District","",""
3,237,"TCA","Turks and Caicos Islands",3,"North Caicos","",NA,"","District","District","",""
4,237,"TCA","Turks and Caicos Islands",4,"Providenciales and West Caicos","",NA,"","District","District","",""
5,237,"TCA","Turks and Caicos Islands",5,"Salt Cay","",NA,"","District","District","",""
6,237,"TCA","Turks and Caicos Islands",6,"South Caicos and East Caicos","",NA,"","District","District","",""
