index;time;month;year;day;Salt_Cay;Grand_Turk;South_Caicos_and_East_Caicos;Middle_Caicos;Providenciales_and_West_Caicos;North_Caicos;TCA
321;-8114;10;1927;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;184.8;199.5;188.65619451736328;9.099276877448907e+35
322;-8083;11;1927;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;115.2;110.10000000000001;113.86213659601682;9.099276877448907e+35
323;-8053;12;1927;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;59.6;49.900000000000006;57.05543627085551;9.099276877448907e+35
324;-8022;1;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;65.2;58.400000000000006;63.41618212802243;9.099276877448907e+35
325;-7991;2;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;52.5;50.1;51.870417221654975;9.099276877448907e+35
326;-7962;3;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;56.900000000000006;58.2;57.24102400493689;9.099276877448907e+35
327;-7931;4;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;105.0;104.5;104.86883692117812;9.099276877448907e+35
328;-7901;5;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;233.0;232.0;232.73767384235623;9.099276877448907e+35
329;-7870;6;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;120.2;118.0;119.62288245318373;9.099276877448907e+35
330;-7840;7;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;111.5;109.7;111.02781291624122;9.099276877448907e+35
331;-7809;8;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;192.60000000000002;201.3;194.88223757150072;9.099276877448907e+35
332;-7778;9;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;162.0;170.3;164.17730710844322;9.099276877448907e+35
333;-7748;10;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;128.9;127.0;128.40158030047684;9.099276877448907e+35
334;-7717;11;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;111.30000000000001;104.0;109.38501904920055;9.099276877448907e+35
335;-7687;12;1928;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;64.4;55.800000000000004;62.143995044263654;9.099276877448907e+35
336;-7656;1;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;63.1;57.6;61.65720613295931;9.099276877448907e+35
337;-7625;2;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;51.800000000000004;46.400000000000006;50.38343874872369;9.099276877448907e+35
338;-7597;3;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;66.5;66.8;66.57869784729313;9.099276877448907e+35
339;-7566;4;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;95.2;89.4;93.67850828566618;9.099276877448907e+35
340;-7536;5;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;174.8;166.70000000000002;172.67515812308557;9.099276877448907e+35
341;-7505;6;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;121.5;121.80000000000001;121.57869784729311;9.099276877448907e+35
342;-7475;7;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;115.7;118.5;116.43451324140253;9.099276877448907e+35
343;-7444;8;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;137.0;135.6;136.63274337929872;9.099276877448907e+35
344;-7413;9;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;157.3;158.0;157.48362831035064;9.099276877448907e+35
345;-7383;10;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;120.4;122.10000000000001;120.8459544679944;9.099276877448907e+35
346;-7352;11;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;78.0;69.9;75.87515812308553;9.099276877448907e+35
347;-7322;12;1929;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;71.7;64.4;69.78501904920054;9.099276877448907e+35
348;-7291;1;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;69.3;64.0;67.90967136448806;9.099276877448907e+35
349;-7260;2;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;71.3;69.60000000000001;70.8540455320056;9.099276877448907e+35
350;-7232;3;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;54.5;52.900000000000006;54.08027814776998;9.099276877448907e+35
351;-7201;4;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;160.5;163.70000000000002;161.33944370446002;9.099276877448907e+35
352;-7171;5;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;196.4;191.9;195.21953229060307;9.099276877448907e+35
353;-7140;6;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;136.5;137.6;136.7885587734081;9.099276877448907e+35
354;-7110;7;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;114.2;114.30000000000001;114.22623261576437;9.099276877448907e+35
355;-7079;8;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;111.80000000000001;106.60000000000001;110.43590398025245;9.099276877448907e+35
356;-7048;9;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;126.10000000000001;121.10000000000001;124.78836921178119;9.099276877448907e+35
357;-7018;10;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;126.10000000000001;127.5;126.46725662070126;9.099276877448907e+35
358;-6987;11;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;128.4;122.5;126.85227566990181;9.099276877448907e+35
359;-6957;12;1930;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;62.2;52.900000000000006;59.76036673391302;9.099276877448907e+35
360;-6926;1;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;101.80000000000001;96.60000000000001;100.43590398025245;9.099276877448907e+35
361;-6895;2;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;57.900000000000006;55.6;57.296649837419345;9.099276877448907e+35
362;-6867;3;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;66.8;68.4;67.21972185223001;9.099276877448907e+35
363;-6836;4;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;126.60000000000001;129.1;127.2558153941094;9.099276877448907e+35
364;-6806;5;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;202.0;201.10000000000002;201.7639064581206;9.099276877448907e+35
365;-6775;6;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;146.8;145.3;146.40651076353436;9.099276877448907e+35
366;-6745;7;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;196.5;197.8;196.84102400493688;9.099276877448907e+35
367;-6714;8;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;130.4;125.80000000000001;129.1932996748387;9.099276877448907e+35
368;-6683;9;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;160.0;158.8;159.6852086108275;9.099276877448907e+35
369;-6653;10;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;156.3;160.8;157.48046770939692;9.099276877448907e+35
370;-6622;11;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;110.10000000000001;111.7;110.51972185223002;9.099276877448907e+35
371;-6592;12;1931;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;64.5;54.900000000000006;61.98166888661989;9.099276877448907e+35
372;-6561;1;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;66.0;59.2;64.21618212802241;9.099276877448907e+35
373;-6530;2;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;53.6;52.400000000000006;53.28520861082748;9.099276877448907e+35
374;-6501;3;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;55.1;56.0;55.336093541879386;9.099276877448907e+35
375;-6470;4;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;148.70000000000002;151.20000000000002;149.3558153941094;9.099276877448907e+35
376;-6440;5;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;200.60000000000002;203.10000000000002;201.2558153941094;9.099276877448907e+35
377;-6409;6;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;130.1;131.9;130.57218708375876;9.099276877448907e+35
378;-6379;7;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;100.30000000000001;94.4;98.7522756699018;9.099276877448907e+35
379;-6348;8;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;129.0;123.80000000000001;127.63590398025244;9.099276877448907e+35
380;-6317;9;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;139.8;133.3;138.09487997531556;9.099276877448907e+35
381;-6287;10;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;132.6;129.6;131.8130215270687;9.099276877448907e+35
382;-6256;11;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;109.9;103.5;108.22111259107993;9.099276877448907e+35
383;-6226;12;1932;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;71.3;64.8;69.59487997531554;9.099276877448907e+35
384;-6195;1;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;50.0;41.5;47.77022766002803;9.099276877448907e+35
385;-6164;2;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;45.6;39.6;44.02604305413743;9.099276877448907e+35
386;-6136;3;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;69.4;66.10000000000001;68.53432367977558;9.099276877448907e+35
387;-6105;4;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;84.30000000000001;75.3;81.93906458120615;9.099276877448907e+35
388;-6075;5;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;168.5;161.8;166.7424147437868;9.099276877448907e+35
389;-6044;6;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;224.9;234.60000000000002;227.44456372914448;9.099276877448907e+35
390;-6014;7;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;121.0;120.0;120.73767384235623;9.099276877448907e+35
391;-5983;8;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;176.4;174.70000000000002;175.9540455320056;9.099276877448907e+35
392;-5952;9;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;183.20000000000002;183.3;183.2262326157644;9.099276877448907e+35
393;-5922;10;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;116.9;115.9;116.63767384235624;9.099276877448907e+35
394;-5891;11;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;120.0;114.2;118.47850828566618;9.099276877448907e+35
395;-5861;12;1933;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;65.9;57.300000000000004;63.643995044263654;9.099276877448907e+35
396;-5830;1;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;76.3;69.8;74.59487997531554;9.099276877448907e+35
397;-5799;2;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;79.4;78.10000000000001;79.05897599506312;9.099276877448907e+35
398;-5771;3;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;55.400000000000006;51.2;54.298230137896205;9.099276877448907e+35
399;-5740;4;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;113.80000000000001;104.7;111.41283196544177;9.099276877448907e+35
400;-5710;5;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;202.3;209.4;204.16251571927071;9.099276877448907e+35
401;-5679;6;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;129.5;128.8;129.31637168964937;9.099276877448907e+35
402;-5649;7;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;134.3;131.1;133.46055629553996;9.099276877448907e+35
403;-5618;8;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;144.5;143.4;144.21144122659186;9.099276877448907e+35
404;-5587;9;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;145.1;146.8;145.5459544679944;9.099276877448907e+35
405;-5557;10;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;137.20000000000002;143.1;138.7477243300982;9.099276877448907e+35
406;-5526;11;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;101.10000000000001;99.7;100.73274337929874;9.099276877448907e+35
407;-5496;12;1934;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;87.60000000000001;76.4;84.66194703438988;9.099276877448907e+35
408;-5465;1;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;56.1;47.6;53.87022766002803;9.099276877448907e+35
409;-5434;2;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;60.900000000000006;55.400000000000006;59.457206132959314;9.099276877448907e+35
410;-5406;3;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;65.7;62.6;64.88678891130434;9.099276877448907e+35
411;-5375;4;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;95.30000000000001;95.7;95.4049304630575;9.099276877448907e+35
412;-5345;5;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;203.5;199.5;202.45069536942495;9.099276877448907e+35
413;-5314;6;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;133.0;135.20000000000002;133.57711754681628;9.099276877448907e+35
414;-5284;7;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;113.5;112.9;113.34260430541374;9.099276877448907e+35
415;-5253;8;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;162.9;162.70000000000002;162.84753476847123;9.099276877448907e+35
416;-5222;9;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;181.70000000000002;184.8;182.51321108869567;9.099276877448907e+35
417;-5192;10;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;166.3;173.60000000000002;168.21498095079946;9.099276877448907e+35
418;-5161;11;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;77.4;68.2;74.98659934967739;9.099276877448907e+35
419;-5131;12;1935;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;70.8;63.5;68.88501904920054;9.099276877448907e+35
420;-5100;1;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;57.6;49.2;55.39646027579241;9.099276877448907e+35
421;-5069;2;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;59.1;59.400000000000006;59.17869784729312;9.099276877448907e+35
422;-5040;3;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;64.3;65.7;64.66725662070127;9.099276877448907e+35
423;-5009;4;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;111.0;111.9;111.23609354187938;9.099276877448907e+35
424;-4979;5;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;273.6;273.7;273.62623261576437;9.099276877448907e+35
425;-4948;6;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;238.3;255.5;242.81200991147267;9.099276877448907e+35
426;-4918;7;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;188.60000000000002;188.70000000000002;188.6262326157644;9.099276877448907e+35
427;-4887;8;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;167.20000000000002;171.0;168.1968393990463;9.099276877448907e+35
428;-4856;9;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;162.0;160.9;161.71144122659186;9.099276877448907e+35
429;-4826;10;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;130.5;130.3;130.44753476847123;9.099276877448907e+35
430;-4795;11;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;88.5;87.30000000000001;88.18520861082749;9.099276877448907e+35
431;-4765;12;1936;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;74.5;66.5;72.4013907388499;9.099276877448907e+35
432;-4734;1;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;66.2;58.400000000000006;64.15385597037866;9.099276877448907e+35
433;-4703;2;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;51.1;50.7;50.995069536942495;9.099276877448907e+35
434;-4675;3;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;52.5;48.7;51.503160600953706;9.099276877448907e+35
435;-4644;4;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;107.10000000000001;103.60000000000001;106.18185844824683;9.099276877448907e+35
436;-4614;5;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;259.7;265.6;261.2477243300982;9.099276877448907e+35
437;-4583;6;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;121.0;118.4;120.31795199012622;9.099276877448907e+35
438;-4553;7;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;150.20000000000002;152.6;150.82958277834504;9.099276877448907e+35
439;-4522;8;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;144.20000000000002;142.3;143.70158030047685;9.099276877448907e+35
440;-4491;9;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;132.4;129.8;131.7179519901262;9.099276877448907e+35
441;-4461;10;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;140.4;139.9;140.26883692117812;9.099276877448907e+35
442;-4430;11;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;94.4;93.0;94.03274337929874;9.099276877448907e+35
443;-4400;12;1937;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;75.9;67.7;73.74892550732116;9.099276877448907e+35
444;-4369;1;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;63.1;55.5;61.106321201907406;9.099276877448907e+35
445;-4338;2;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;63.800000000000004;59.300000000000004;62.619532290603075;9.099276877448907e+35
446;-4310;3;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;53.2;48.7;52.019532290603074;9.099276877448907e+35
447;-4279;4;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;104.7;98.9;103.17850828566617;9.099276877448907e+35
448;-4249;5;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;167.60000000000002;156.9;164.79311011321175;9.099276877448907e+35
449;-4218;6;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;131.1;133.0;131.59841969952313;9.099276877448907e+35
450;-4188;7;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;133.20000000000002;134.1;133.4360935418794;9.099276877448907e+35
451;-4157;8;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;169.4;167.70000000000002;168.9540455320056;9.099276877448907e+35
452;-4126;9;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;164.70000000000002;165.0;164.77869784729313;9.099276877448907e+35
453;-4096;10;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;128.1;125.60000000000001;127.4441846058906;9.099276877448907e+35
454;-4065;11;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;80.9;77.30000000000001;79.95562583248245;9.099276877448907e+35
455;-4035;12;1938;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;72.3;65.4;70.48994951225804;9.099276877448907e+35
456;-4004;1;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;59.7;51.400000000000006;57.52269289155678;9.099276877448907e+35
457;-3973;2;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;49.0;43.1;47.4522756699018;9.099276877448907e+35
458;-3945;3;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;59.2;55.800000000000004;58.308091064011215;9.099276877448907e+35
459;-3914;4;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;105.80000000000001;104.9;105.56390645812063;9.099276877448907e+35
460;-3884;5;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;182.9;185.70000000000002;183.63451324140254;9.099276877448907e+35
461;-3853;6;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;151.4;152.1;151.58362831035063;9.099276877448907e+35
462;-3823;7;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;111.80000000000001;111.60000000000001;111.74753476847125;9.099276877448907e+35
463;-3792;8;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;110.60000000000001;103.5;108.73748428072929;9.099276877448907e+35
464;-3761;9;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;127.10000000000001;120.7;125.42111259107993;9.099276877448907e+35
465;-3731;10;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;166.3;170.4;167.37553724633943;9.099276877448907e+35
466;-3700;11;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;102.10000000000001;108.0;103.64772433009819;9.099276877448907e+35
467;-3670;12;1939;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;71.60000000000001;66.0;70.13097351719495;9.099276877448907e+35
468;-3639;1;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;66.2;58.400000000000006;64.15385597037866;9.099276877448907e+35
469;-3608;2;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;58.800000000000004;56.2;58.117951990126215;9.099276877448907e+35
470;-3579;3;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;48.400000000000006;44.2;47.2982301378962;9.099276877448907e+35
471;-3548;4;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;110.80000000000001;106.2;109.5932996748387;9.099276877448907e+35
472;-3518;5;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;232.3;229.20000000000002;231.48678891130433;9.099276877448907e+35
473;-3487;6;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;144.0;143.5;143.86883692117812;9.099276877448907e+35
474;-3457;7;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;110.80000000000001;106.5;109.67199752213183;9.099276877448907e+35
475;-3426;8;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;113.7;107.4;112.0473452068443;9.099276877448907e+35
476;-3395;9;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;147.8;156.70000000000002;150.13470280302948;9.099276877448907e+35
477;-3365;10;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;139.5;138.9;139.34260430541374;9.099276877448907e+35
478;-3334;11;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;102.10000000000001;92.9;99.6865993496774;9.099276877448907e+35
479;-3304;12;1940;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;78.80000000000001;72.7;77.19981043837306;9.099276877448907e+35
480;-3273;1;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;80.9;79.4;80.50651076353435;9.099276877448907e+35
481;-3242;2;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;61.1;67.8;62.8575852562132;9.099276877448907e+35
482;-3214;3;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;69.7;75.0;71.09032863551194;9.099276877448907e+35
483;-3183;4;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;156.8;170.0;160.26270528089765;9.099276877448907e+35
484;-3153;5;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;193.5;186.8;191.7424147437868;9.099276877448907e+35
485;-3122;6;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;115.0;113.5;114.60651076353435;9.099276877448907e+35
486;-3092;7;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;139.8;140.4;139.95739569458627;9.099276877448907e+35
487;-3061;8;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;110.60000000000001;104.5;108.99981043837305;9.099276877448907e+35
488;-3030;9;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;141.3;139.0;140.69664983741933;9.099276877448907e+35
489;-3000;10;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;126.0;126.0;126.0;9.099276877448907e+35
490;-2969;11;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;91.10000000000001;95.0;92.12307201481067;9.099276877448907e+35
491;-2939;12;1941;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;71.2;66.2;69.8883692117812;9.099276877448907e+35
492;-2908;1;1942;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;68.0;65.2;67.26548675859746;9.099276877448907e+35
493;-2877;2;1942;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;60.900000000000006;58.800000000000004;60.3491150689481;9.099276877448907e+35
494;-2849;3;1942;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;55.7;55.800000000000004;55.72623261576438;9.099276877448907e+35
495;-2818;4;1942;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;125.10000000000001;121.0;124.02446275366059;9.099276877448907e+35
496;-2788;5;1942;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;236.8;242.20000000000002;238.21656125127632;9.099276877448907e+35
497;-2757;6;1942;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;291.7;311.20000000000005;296.81536007405333;9.099276877448907e+35
498;-2727;7;1942;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;146.20000000000002;146.1;146.17376738423565;9.099276877448907e+35
499;-2696;8;1942;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;163.8;164.10000000000002;163.87869784729315;9.099276877448907e+35
500;-2665;9;1942;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;142.6;139.4;141.76055629553994;9.099276877448907e+35
501;-2635;10;1942;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;167.20000000000002;173.8;168.93135264044884;9.099276877448907e+35
502;-2604;11;1942;15;9.969209968386869e+36;9.969209968386869e+36;2.4324860383145173e+36;112.30000000000001;106.60000000000001;110.80474090143056;9.099276877448907e+35
