index;time;month;year;day;Christ_Church;Saint_James;Saint_Philip;Saint_Peter;Saint_John;Saint_George;Saint_Andrew;Saint_Lucy;Saint_Joseph;Saint_Michael;BRB;Saint_Thomas
398;-5771;3;1934;15;24.487151740055047;24.5;24.403732257586686;24.5;24.458821836940317;24.5;24.5;24.5;24.5;24.5;24.481035607088224;24.5
399;-5740;4;1934;15;25.28715174005505;25.3;25.203732257586687;25.3;25.25882183694032;25.3;25.3;25.3;25.3;25.3;25.281035607088224;25.3
400;-5710;5;1934;15;26.448606960220186;26.5;26.114929030346733;26.5;26.335287347761273;26.5;26.5;26.5;26.5;26.5;26.424142428352894;26.5
401;-5679;6;1934;15;26.835758700275232;26.900000000000002;26.418661287933418;26.900000000000002;26.694109184701592;26.900000000000002;26.900000000000002;26.900000000000002;26.900000000000002;26.900000000000002;26.805178035441124;26.900000000000002
402;-5649;7;1934;15;26.14860696022019;26.200000000000003;25.814929030346736;26.200000000000003;26.035287347761273;26.200000000000003;26.200000000000003;26.200000000000003;26.200000000000003;26.200000000000003;26.1241424283529;26.200000000000003
403;-5618;8;1934;15;26.64860696022019;26.700000000000003;26.314929030346732;26.700000000000003;26.535287347761273;26.700000000000003;26.700000000000003;26.700000000000003;26.700000000000003;26.700000000000003;26.624142428352897;26.700000000000003
404;-5587;9;1934;15;26.374303480110097;26.400000000000002;26.20746451517337;26.400000000000002;26.31764367388064;26.400000000000002;26.400000000000002;26.400000000000002;26.400000000000002;26.400000000000002;26.362071214176453;26.400000000000002
405;-5557;10;1934;15;26.274303480110092;26.3;26.10746451517337;26.3;26.217643673880637;26.3;26.3;26.3;26.3;26.3;26.26207121417645;26.3
406;-5526;11;1934;15;26.26145522016514;26.3;26.01119677276005;26.3;26.176465510820954;26.3;26.3;26.3;26.3;26.3;26.243106821264675;26.3
407;-5496;12;1934;15;25.28715174005505;25.3;25.203732257586687;25.3;25.25882183694032;25.3;25.3;25.3;25.3;25.3;25.281035607088224;25.3
408;-5465;1;1935;15;25.18715174005505;25.200000000000003;25.103732257586685;25.200000000000003;25.15882183694032;25.200000000000003;25.200000000000003;25.200000000000003;25.200000000000003;25.200000000000003;25.181035607088226;25.200000000000003
409;-5434;2;1935;15;25.08715174005505;25.1;25.003732257586684;25.1;25.058821836940318;25.1;25.1;25.1;25.1;25.1;25.081035607088225;25.1
410;-5406;3;1935;15;24.700000000000003;24.700000000000003;24.700000000000003;24.700000000000003;24.700000000000003;24.700000000000003;24.700000000000003;24.700000000000003;24.700000000000003;24.700000000000003;24.700000000000003;24.700000000000003
411;-5375;4;1935;15;25.474303480110095;25.5;25.30746451517337;25.5;25.417643673880637;25.5;25.5;25.5;25.5;25.5;25.46207121417645;25.5
412;-5345;5;1935;15;26.14860696022019;26.200000000000003;25.814929030346736;26.200000000000003;26.035287347761273;26.200000000000003;26.200000000000003;26.200000000000003;26.200000000000003;26.200000000000003;26.1241424283529;26.200000000000003
413;-5314;6;1935;15;27.248606960220187;27.3;26.914929030346734;27.3;27.13528734776127;27.3;27.3;27.3;27.3;27.3;27.224142428352895;27.3
414;-5284;7;1935;15;26.14860696022019;26.200000000000003;25.814929030346736;26.200000000000003;26.035287347761273;26.200000000000003;26.200000000000003;26.200000000000003;26.200000000000003;26.200000000000003;26.1241424283529;26.200000000000003
415;-5253;8;1935;15;25.961455220165142;26.0;25.711196772760054;26.0;25.876465510820953;26.0;26.0;26.0;26.0;26.0;25.943106821264674;26.0
416;-5222;9;1935;15;25.86145522016514;25.900000000000002;25.61119677276005;25.900000000000002;25.776465510820955;25.900000000000002;25.900000000000002;25.900000000000002;25.900000000000002;25.900000000000002;25.843106821264676;25.900000000000002
417;-5192;10;1935;15;26.474303480110095;26.5;26.307464515173365;26.5;26.417643673880637;26.5;26.5;26.5;26.5;26.5;26.462071214176447;26.5
418;-5161;11;1935;15;26.56145522016514;26.6;26.31119677276005;26.6;26.476465510820955;26.6;26.6;26.6;26.6;26.6;26.543106821264672;26.6
419;-5131;12;1935;15;24.574303480110093;24.6;24.40746451517337;24.6;24.517643673880638;24.6;24.6;24.6;24.6;24.6;24.56207121417645;24.6
420;-5100;1;1936;15;24.787151740055048;24.8;24.703732257586687;24.8;24.75882183694032;24.8;24.8;24.8;24.8;24.8;24.781035607088228;24.8
421;-5069;2;1936;15;24.787151740055048;24.8;24.703732257586687;24.8;24.75882183694032;24.8;24.8;24.8;24.8;24.8;24.781035607088228;24.8
422;-5040;3;1936;15;25.58715174005505;25.6;25.503732257586684;25.6;25.558821836940318;25.6;25.6;25.6;25.6;25.6;25.58103560708823;25.6
423;-5009;4;1936;15;25.987151740055047;26.0;25.903732257586686;26.0;25.958821836940317;26.0;26.0;26.0;26.0;26.0;25.981035607088227;26.0
424;-4979;5;1936;15;26.86145522016514;26.900000000000002;26.611196772760053;26.900000000000002;26.776465510820955;26.900000000000002;26.900000000000002;26.900000000000002;26.900000000000002;26.900000000000002;26.843106821264673;26.900000000000002
425;-4948;6;1936;15;26.53575870027523;26.6;26.118661287933417;26.6;26.39410918470159;26.6;26.6;26.6;26.6;26.6;26.50517803544112;26.6
426;-4918;7;1936;15;26.248606960220183;26.3;25.914929030346737;26.3;26.13528734776127;26.3;26.3;26.3;26.3;26.3;26.2241424283529;26.3
427;-4887;8;1936;15;26.548606960220187;26.6;26.214929030346735;26.6;26.435287347761275;26.6;26.6;26.6;26.6;26.6;26.5241424283529;26.6
428;-4856;9;1936;15;26.961455220165142;27.0;26.711196772760054;27.0;26.876465510820957;27.0;27.0;27.0;27.0;27.0;26.94310682126467;27.0
429;-4826;10;1936;15;26.574303480110093;26.6;26.407464515173366;26.6;26.517643673880638;26.6;26.6;26.6;26.6;26.6;26.56207121417645;26.6
430;-4795;11;1936;15;25.961455220165142;26.0;25.711196772760054;26.0;25.876465510820953;26.0;26.0;26.0;26.0;26.0;25.943106821264674;26.0
431;-4765;12;1936;15;25.074303480110093;25.1;24.907464515173366;25.1;25.017643673880638;25.1;25.1;25.1;25.1;25.1;25.06207121417645;25.1
432;-4734;1;1937;15;24.287151740055048;24.3;24.203732257586683;24.3;24.25882183694032;24.3;24.3;24.3;24.3;24.3;24.281035607088228;24.3
433;-4703;2;1937;15;24.58715174005505;24.6;24.503732257586684;24.6;24.558821836940318;24.6;24.6;24.6;24.6;24.6;24.581035607088225;24.6
434;-4675;3;1937;15;25.18715174005505;25.200000000000003;25.103732257586685;25.200000000000003;25.15882183694032;25.200000000000003;25.200000000000003;25.200000000000003;25.200000000000003;25.200000000000003;25.181035607088226;25.200000000000003
435;-4644;4;1937;15;25.674303480110098;25.700000000000003;25.507464515173368;25.700000000000003;25.617643673880636;25.700000000000003;25.700000000000003;25.700000000000003;25.700000000000003;25.700000000000003;25.662071214176454;25.700000000000003
436;-4614;5;1937;15;26.948606960220186;27.0;26.614929030346737;27.0;26.835287347761273;27.0;27.0;27.0;27.0;27.0;26.924142428352894;27.0
437;-4583;6;1937;15;26.935758700275233;27.0;26.51866128793342;27.0;26.79410918470159;27.0;27.0;27.0;27.0;27.0;26.905178035441118;27.0
438;-4553;7;1937;15;26.73575870027523;26.8;26.318661287933416;26.8;26.594109184701587;26.8;26.8;26.8;26.8;26.8;26.705178035441122;26.8
439;-4522;8;1937;15;27.048606960220187;27.1;26.714929030346738;27.1;26.935287347761275;27.1;27.1;27.1;27.1;27.1;27.024142428352896;27.1
440;-4491;9;1937;15;27.448606960220186;27.5;27.114929030346733;27.5;27.335287347761273;27.5;27.5;27.5;27.5;27.5;27.424142428352898;27.5
441;-4461;10;1937;15;26.674303480110098;26.700000000000003;26.507464515173368;26.700000000000003;26.617643673880636;26.700000000000003;26.700000000000003;26.700000000000003;26.700000000000003;26.700000000000003;26.66207121417645;26.700000000000003
442;-4430;11;1937;15;26.848606960220188;26.900000000000002;26.514929030346735;26.900000000000002;26.735287347761272;26.900000000000002;26.900000000000002;26.900000000000002;26.900000000000002;26.900000000000002;26.824142428352896;26.900000000000002
443;-4400;12;1937;15;25.774303480110095;25.8;25.607464515173366;25.8;25.717643673880637;25.8;25.8;25.8;25.8;25.8;25.76207121417645;25.8
444;-4369;1;1938;15;24.58715174005505;24.6;24.503732257586684;24.6;24.558821836940318;24.6;24.6;24.6;24.6;24.6;24.581035607088225;24.6
445;-4338;2;1938;15;24.287151740055048;24.3;24.203732257586683;24.3;24.25882183694032;24.3;24.3;24.3;24.3;24.3;24.281035607088228;24.3
446;-4310;3;1938;15;24.88715174005505;24.900000000000002;24.803732257586685;24.900000000000002;24.85882183694032;24.900000000000002;24.900000000000002;24.900000000000002;24.900000000000002;24.900000000000002;24.881035607088226;24.900000000000002
447;-4279;4;1938;15;25.08715174005505;25.1;25.003732257586684;25.1;25.058821836940318;25.1;25.1;25.1;25.1;25.1;25.081035607088225;25.1
448;-4249;5;1938;15;26.348606960220188;26.400000000000002;26.014929030346735;26.400000000000002;26.235287347761272;26.400000000000002;26.400000000000002;26.400000000000002;26.400000000000002;26.400000000000002;26.3241424283529;26.400000000000002
449;-4218;6;1938;15;26.12291044033028;26.200000000000003;25.6223935455201;26.200000000000003;25.95293102164191;26.200000000000003;26.200000000000003;26.200000000000003;26.200000000000003;26.200000000000003;26.086213642529348;26.200000000000003
450;-4188;7;1938;15;26.335758700275232;26.400000000000002;25.91866128793342;26.400000000000002;26.19410918470159;26.400000000000002;26.400000000000002;26.400000000000002;26.400000000000002;26.400000000000002;26.305178035441124;26.400000000000002
451;-4157;8;1938;15;26.53575870027523;26.6;26.118661287933417;26.6;26.39410918470159;26.6;26.6;26.6;26.6;26.6;26.50517803544112;26.6
452;-4126;9;1938;15;26.64860696022019;26.700000000000003;26.314929030346732;26.700000000000003;26.535287347761273;26.700000000000003;26.700000000000003;26.700000000000003;26.700000000000003;26.700000000000003;26.624142428352897;26.700000000000003
453;-4096;10;1938;15;26.874303480110097;26.900000000000002;26.70746451517337;26.900000000000002;26.81764367388064;26.900000000000002;26.900000000000002;26.900000000000002;26.900000000000002;26.900000000000002;26.862071214176453;26.900000000000002
454;-4065;11;1938;15;25.761455220165143;25.8;25.511196772760048;25.8;25.676465510820954;25.8;25.8;25.8;25.8;25.8;25.743106821264675;25.8
455;-4035;12;1938;15;25.374303480110093;25.400000000000002;25.20746451517337;25.400000000000002;25.31764367388064;25.400000000000002;25.400000000000002;25.400000000000002;25.400000000000002;25.400000000000002;25.36207121417645;25.400000000000002
456;-4004;1;1939;15;24.487151740055047;24.5;24.403732257586686;24.5;24.458821836940317;24.5;24.5;24.5;24.5;24.5;24.481035607088224;24.5
457;-3973;2;1939;15;23.987151740055047;24.0;23.903732257586686;24.0;23.958821836940317;24.0;24.0;24.0;24.0;24.0;23.981035607088227;24.0
458;-3945;3;1939;15;25.800000000000004;25.8;25.8;25.8;25.8;25.8;25.8;25.8;25.8;25.8;25.800000000000004;25.8
459;-3914;4;1939;15;24.987151740055047;25.0;24.903732257586682;25.0;24.95882183694032;25.0;25.0;25.0;25.0;25.0;24.981035607088224;25.0
460;-3884;5;1939;15;26.14860696022019;26.200000000000003;25.814929030346736;26.200000000000003;26.035287347761273;26.200000000000003;26.200000000000003;26.200000000000003;26.200000000000003;26.200000000000003;26.1241424283529;26.200000000000003
461;-3853;6;1939;15;26.03575870027523;26.1;25.618661287933417;26.1;25.89410918470159;26.1;26.1;26.1;26.1;26.1;26.005178035441123;26.1
462;-3823;7;1939;15;26.048606960220184;26.1;25.714929030346738;26.1;25.935287347761275;26.1;26.1;26.1;26.1;26.1;26.0241424283529;26.1
463;-3792;8;1939;15;26.66145522016514;26.700000000000003;26.41119677276005;26.700000000000003;26.576465510820956;26.700000000000003;26.700000000000003;26.700000000000003;26.700000000000003;26.700000000000003;26.643106821264674;26.700000000000003
