index;time;month;year;day;Christ_Church;Saint_James;Saint_Philip;Saint_Peter;Saint_John;Saint_George;Saint_Andrew;Saint_Lucy;Saint_Joseph;Saint_Michael;BRB;Saint_Thomas
12;-17518;1;1902;15;99.19256242932111;96.7;115.37594202818343;96.7;104.68856363357837;96.7;96.7;96.7;96.7;96.7;100.3790922248846;96.7
13;-17487;2;1902;15;58.90324641355964;57.400000000000006;68.66332586235806;57.400000000000006;62.21784507798284;57.400000000000006;57.400000000000006;57.400000000000006;57.400000000000006;57.400000000000006;59.61883397067783;57.400000000000006
14;-17459;3;1902;15;84.95293551163303;83.0;97.63269684682413;83.0;89.25908078507172;83.0;83.0;83.0;83.0;83.0;85.88258772258999;83.0
15;-17428;4;1902;15;75.67863203152294;73.7;88.52523233165077;73.7;80.04143711119107;73.7;73.7;73.7;73.7;73.7;76.62051650841356;73.7
16;-17398;5;1902;15;266.5807963072294;263.6;285.9341162398895;263.6;273.1533338298463;263.6;263.6;263.6;263.6;263.6;267.9997391555321;263.6
17;-17367;6;1902;15;298.77925383537615;297.7;305.78649036271867;297.7;301.1589656970133;297.7;297.7;297.7;297.7;297.7;299.29300900458924;297.7
18;-17337;7;1902;15;272.9513930397799;272.90000000000003;273.2850709696533;272.90000000000003;273.06471265223877;272.90000000000003;272.90000000000003;272.90000000000003;272.90000000000003;272.90000000000003;272.97585757164717;272.90000000000003
19;-17306;8;1902;15;207.75696519889908;207.5;209.42535484826632;207.5;208.32356326119367;207.5;207.5;207.5;207.5;207.5;207.87928785823556;207.5
20;-17275;9;1902;15;186.62291044033032;186.70000000000002;186.1223935455201;186.70000000000002;186.45293102164192;186.70000000000002;186.70000000000002;186.70000000000002;186.70000000000002;186.70000000000002;186.58621364252937;186.70000000000002
21;-17245;10;1902;15;161.80495035526607;160.70000000000002;168.97902584754524;160.70000000000002;164.24132202313268;160.70000000000002;160.70000000000002;160.70000000000002;160.70000000000002;160.70000000000002;162.33093779041278;160.70000000000002
22;-17214;11;1902;15;291.33621903427525;290.0;300.011845210985;290.0;294.28252895820697;290.0;290.0;290.0;290.0;290.0;291.97229686282475;290.0
23;-17184;12;1902;15;178.92212716662388;175.8;199.19306140643596;175.8;185.80629362350282;175.8;175.8;175.8;175.8;175.8;180.40834747756165;175.8
24;-17153;1;1903;15;77.11268679009174;74.8;92.12819363439701;74.8;82.21206935074281;74.8;74.8;74.8;74.8;74.8;78.21359072411973;74.8
25;-17122;2;1903;15;79.70603249311928;78.10000000000001;90.13346780166458;78.10000000000001;83.2472703824603;78.10000000000001;78.10000000000001;78.10000000000001;78.10000000000001;78.10000000000001;80.47054911397206;78.10000000000001
26;-17094;3;1903;15;49.09318423317431;47.5;59.43720005925127;47.5;52.60609221940061;47.5;47.5;47.5;47.5;47.5;49.85158472106026;47.5
27;-17063;4;1903;15;204.83497542656883;201.70000000000002;225.18932914884928;201.70000000000002;211.7474717865625;201.70000000000002;201.70000000000002;201.70000000000002;201.70000000000002;201.70000000000002;206.32731187047344;201.70000000000002
28;-17033;5;1903;15;103.9741420102569;101.7;118.73939040715705;101.7;108.98853486156378;101.7;101.7;101.7;101.7;101.7;105.05669754538441;101.7
29;-17002;6;1903;15;300.47925383537614;299.40000000000003;307.4864903627186;299.40000000000003;302.85896569701333;299.40000000000003;299.40000000000003;299.40000000000003;299.40000000000003;299.40000000000003;300.9930090045892;299.40000000000003
30;-16972;7;1903;15;216.89101995746793;216.3;220.72831615101256;216.3;218.1941955007454;216.3;216.3;216.3;216.3;216.3;217.1723620739417;216.3
31;-16941;8;1903;15;320.33359442456884;321.40000000000003;313.40977737969473;321.40000000000003;317.9822124660464;321.40000000000003;321.40000000000003;321.40000000000003;321.40000000000003;321.40000000000003;319.8259553883226;321.40000000000003
32;-16910;9;1903;15;214.45031090192663;214.9;211.53062901553392;214.9;213.45876429291113;214.9;214.9;214.9;214.9;214.9;214.23624624808784;214.9
33;-16880;10;1903;15;169.42786079559633;168.4;176.10141939306536;168.4;171.6942530447746;168.4;168.4;168.4;168.4;168.4;169.91715143294212;168.4
34;-16849;11;1903;15;158.8914802914679;156.9;171.8215000740641;156.9;163.28261527425076;156.9;156.9;156.9;156.9;156.9;159.83948090132532;156.9
35;-16819;12;1903;15;194.58636846634863;191.4;215.27440011850254;191.4;201.6121844388012;191.4;191.4;191.4;191.4;191.4;196.10316944212053;191.4
36;-16788;1;1904;15;166.57073412684406;163.5;186.50799043678268;163.5;173.34158097126408;163.5;163.5;163.5;163.5;163.5;168.03248990591453;163.5
37;-16757;2;1904;15;86.04457727295414;84.4;96.72227102890454;84.4;89.67080487163933;84.4;84.4;84.4;84.4;84.4;86.82744229270736;84.4
38;-16728;3;1904;15;111.80990071053212;109.60000000000001;126.15805169509048;109.60000000000001;116.68264404626538;109.60000000000001;109.60000000000001;109.60000000000001;109.60000000000001;109.60000000000001;112.86187558082553;109.60000000000001
39;-16697;4;1904;15;68.61439073179817;66.7;81.04389361958418;66.7;72.83554629589267;66.7;66.7;66.7;66.7;66.7;69.52569454385467;66.7
40;-16667;5;1904;15;141.4411693895413;139.0;157.29087105853017;139.0;146.82385098133963;139.0;139.0;139.0;139.0;139.0;142.60323465323748;139.0
41;-16636;6;1904;15;110.97584595196332;109.10000000000001;123.15509039234423;109.10000000000001;115.11201180671361;109.10000000000001;109.10000000000001;109.10000000000001;109.10000000000001;109.10000000000001;111.86880136511934;109.10000000000001
42;-16606;7;1904;15;227.78823387790828;227.3;230.95817421170605;227.3;228.86477019626793;227.3;227.3;227.3;227.3;227.3;228.0206469306475;227.3
43;-16575;8;1904;15;197.68544779834866;197.3;200.1880322723995;197.3;198.5353448917905;197.3;197.3;197.3;197.3;197.3;197.8689317873533;197.3
44;-16544;9;1904;15;286.5738431461101;288.0;277.3142805921219;288.0;283.4292239003753;288.0;288.0;288.0;288.0;288.0;285.89495238679285;288.0
45;-16514;10;1904;15;206.36810951713764;205.70000000000002;210.70592260549247;205.70000000000002;207.8412644791035;205.70000000000002;205.70000000000002;205.70000000000002;205.70000000000002;205.70000000000002;206.6861484314124;205.70000000000002
46;-16483;11;1904;15;117.39705245058715;115.2;131.66178395267715;115.2;122.24146588320568;115.2;115.2;115.2;115.2;115.2;118.44291118791375;115.2
47;-16453;12;1904;15;146.75509978733947;143.8;165.94158075506283;143.8;153.27097750372695;143.8;143.8;143.8;143.8;143.8;148.16181036970855;143.8
48;-16422;1;1905;15;106.04395546910092;103.5;122.56101299783671;103.5;111.6532762858171;103.5;103.5;103.5;103.5;103.5;107.2549497965317;103.5
49;-16391;2;1905;15;67.45463945333945;65.9;77.5483968320113;65.9;70.88255773022156;65.9;65.9;65.9;65.9;65.9;68.19469154232493;65.9
50;-16363;3;1905;15;104.54565941080735;102.4;118.47671298302389;102.4;109.27675323096695;102.4;102.4;102.4;102.4;102.4;105.56705361626665;102.4
51;-16332;4;1905;15;86.28141811108257;84.2;99.79537427095731;84.2;90.87086241566854;84.2;84.2;84.2;84.2;84.2;87.27223165170776;84.2
52;-16302;5;1905;15;102.37414201025689;100.10000000000001;117.13939040715707;100.10000000000001;107.38853486156378;100.10000000000001;100.10000000000001;100.10000000000001;100.10000000000001;100.10000000000001;103.45669754538442;100.10000000000001
53;-16271;6;1905;15;186.75463945333945;185.20000000000002;196.84839683201133;185.20000000000002;190.18255773022156;185.20000000000002;185.20000000000002;185.20000000000002;185.20000000000002;185.20000000000002;187.49469154232494;185.20000000000002
54;-16241;7;1905;15;168.7664055754312;167.70000000000002;175.6902226203053;167.70000000000002;171.11778753395362;167.70000000000002;167.70000000000002;167.70000000000002;167.70000000000002;167.70000000000002;169.27404461167745;167.70000000000002
55;-16210;8;1905;15;194.71114431823855;194.3;197.38056775722612;194.3;195.61770121790983;194.3;194.3;194.3;194.3;194.3;194.90686057317686;194.3
56;-16179;9;1905;15;246.41347006379817;247.3;240.65752577348115;247.3;244.45870674888192;247.3;247.3;247.3;247.3;247.3;245.9914568890875;247.3
57;-16149;10;1905;15;268.17708955966975;268.1;268.67760645447987;268.1;268.3470689783581;268.1;268.1;268.1;268.1;268.1;268.21378635747067;268.1
58;-16118;11;1905;15;242.4803359732294;240.9;252.74093231683798;240.9;245.96491405634094;240.9;240.9;240.9;240.9;240.9;243.2326203281485;240.9
59;-16088;12;1905;15;108.2752241481101;105.5;126.2938323612764;105.5;114.39448322089137;105.5;105.5;105.5;105.5;105.5;109.59630886894368;105.5
60;-16057;1;1906;15;97.57971416937616;95.10000000000001;113.67967428577012;95.10000000000001;103.04738547051869;95.10000000000001;95.10000000000001;95.10000000000001;95.10000000000001;95.10000000000001;98.76012783197282;95.10000000000001
61;-16026;2;1906;15;69.95463945333945;68.4;80.04839683201132;68.4;73.38255773022156;68.4;68.4;68.4;68.4;68.4;70.69469154232493;68.4
62;-15998;3;1906;15;73.13730117212845;71.3;85.0662871651043;71.3;77.18847731753456;71.3;71.3;71.3;71.3;71.3;74.011908186384;71.3
63;-15967;4;1906;15;98.59705245058717;96.4;112.86178395267716;96.4;103.44146588320567;96.4;96.4;96.4;96.4;96.4;99.64291118791375;96.4
64;-15937;5;1906;15;127.88977634976146;125.5;143.4058000888769;125.5;133.1591383291009;125.5;125.5;125.5;125.5;125.5;129.02737708159037;125.5
65;-15906;6;1906;15;235.0490672942202;233.70000000000002;243.80811295339825;233.70000000000002;238.02370712126665;233.70000000000002;233.70000000000002;233.70000000000002;233.70000000000002;233.70000000000002;235.69126125573655;233.70000000000002
66;-15876;7;1906;15;228.00108213785322;227.5;231.25444195411936;227.5;229.1059483593276;227.5;227.5;227.5;227.5;227.5;228.2396113235593;227.5
67;-15845;8;1906;15;229.112848259945;229.10000000000002;229.1962677424133;229.10000000000002;229.1411781630597;229.10000000000002;229.10000000000002;229.10000000000002;229.10000000000002;229.10000000000002;229.1189643929118;229.10000000000002
68;-15814;9;1906;15;290.8224501063303;292.3;281.2292096224686;292.3;287.56451124813657;292.3;292.3;292.3;292.3;292.3;290.1190948151458;292.3
69;-15784;10;1906;15;202.1066542969725;201.4;206.69472583273242;201.4;203.66479896828253;201.4;201.4;201.4;201.4;201.4;202.4430416101477;201.4
70;-15753;11;1906;15;220.28312205278903;218.60000000000002;231.2110742561445;218.60000000000002;223.9943393608184;218.60000000000002;218.60000000000002;218.60000000000002;218.60000000000002;218.60000000000002;221.08433547144273;218.60000000000002
71;-15723;12;1906;15;122.33946544783487;119.5;140.775171073343;119.5;128.60037403618978;119.5;119.5;119.5;119.5;119.5;123.69113083350256;119.5
72;-15692;1;1907;15;95.65401764948625;93.2;111.58713880094349;93.2;101.06502914439932;93.2;93.2;93.2;93.2;93.2;96.82219904614927;93.2
73;-15661;2;1907;15;67.3417911933945;65.8;77.35212908959801;65.8;70.74137956716189;65.8;65.8;65.8;65.8;65.8;68.07572714941315;65.8
74;-15633;3;1907;15;81.41439073179818;79.5;93.8438936195842;79.5;85.63554629589267;79.5;79.5;79.5;79.5;79.5;82.32569454385467;79.5
75;-15602;4;1907;15;87.58141811108257;85.5;101.09537427095731;85.5;92.17086241566854;85.5;85.5;85.5;85.5;85.5;88.57223165170777;85.5
76;-15572;5;1907;15;143.34116938954128;140.9;159.19087105853018;140.9;148.72385098133964;140.9;140.9;140.9;140.9;140.9;144.50323465323748;140.9
77;-15541;6;1907;15;147.22166683262384;145.5;158.39987748338442;145.5;151.01787384999744;145.5;145.5;145.5;145.5;145.5;148.04122865017803;145.5
78;-15511;7;1907;15;208.48095777708258;207.8;212.90219034790582;207.8;209.98244264216316;207.8;207.8;207.8;207.8;207.8;208.80511282432417;207.8
