index;time;month;year;day;Anegada;Virgin_Gorda;VGB;Tortola;Jost_Van_Dyke;Other_Islands
46;-16483;11;1904;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;287.8;287.8;1.2316434366167814e+36
47;-16453;12;1904;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;114.4;114.4;1.2316434366167814e+36
48;-16422;1;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;286.3;286.3;1.2316434366167814e+36
49;-16391;2;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;89.30000000000001;89.30000000000001;1.2316434366167814e+36
50;-16363;3;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;126.60000000000001;126.60000000000001;1.2316434366167814e+36
51;-16332;4;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;86.80000000000001;86.80000000000001;1.2316434366167814e+36
52;-16302;5;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;247.10000000000002;247.10000000000002;1.2316434366167814e+36
53;-16271;6;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;137.0;137.0;1.2316434366167814e+36
54;-16241;7;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;147.3;147.3;1.2316434366167814e+36
55;-16210;8;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;251.3;251.3;1.2316434366167814e+36
56;-16179;9;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;295.40000000000003;295.40000000000003;1.2316434366167814e+36
57;-16149;10;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;344.3;344.3;1.2316434366167814e+36
58;-16118;11;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;248.5;248.5;1.2316434366167814e+36
59;-16088;12;1905;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;150.1;150.1;1.2316434366167814e+36
60;-16057;1;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;75.2;75.2;1.2316434366167814e+36
61;-16026;2;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;85.2;85.2;1.2316434366167814e+36
62;-15998;3;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;108.0;108.0;1.2316434366167814e+36
63;-15967;4;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;85.60000000000001;85.60000000000001;1.2316434366167814e+36
64;-15937;5;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;120.4;120.4;1.2316434366167814e+36
65;-15906;6;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;255.70000000000002;255.70000000000002;1.2316434366167814e+36
66;-15876;7;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;307.8;307.8;1.2316434366167814e+36
67;-15845;8;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;84.5;84.5;1.2316434366167814e+36
68;-15814;9;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;533.0;533.0;1.2316434366167814e+36
69;-15784;10;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;111.2;111.2;1.2316434366167814e+36
70;-15753;11;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;150.6;150.6;1.2316434366167814e+36
71;-15723;12;1906;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;268.5;268.5;1.2316434366167814e+36
72;-15692;1;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;121.80000000000001;121.80000000000001;1.2316434366167814e+36
73;-15661;2;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;121.9;121.9;1.2316434366167814e+36
74;-15633;3;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;77.30000000000001;77.30000000000001;1.2316434366167814e+36
75;-15602;4;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;65.7;65.7;1.2316434366167814e+36
76;-15572;5;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;160.20000000000002;160.20000000000002;1.2316434366167814e+36
77;-15541;6;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;166.70000000000002;166.70000000000002;1.2316434366167814e+36
78;-15511;7;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;204.4;204.4;1.2316434366167814e+36
79;-15480;8;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;119.9;119.9;1.2316434366167814e+36
80;-15449;9;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;214.0;214.0;1.2316434366167814e+36
81;-15419;10;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;197.60000000000002;197.60000000000002;1.2316434366167814e+36
82;-15388;11;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;169.8;169.8;1.2316434366167814e+36
83;-15358;12;1907;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;355.90000000000003;355.90000000000003;1.2316434366167814e+36
84;-15327;1;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;222.70000000000002;222.70000000000002;1.2316434366167814e+36
85;-15296;2;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;139.5;139.5;1.2316434366167814e+36
86;-15267;3;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;107.10000000000001;107.10000000000001;1.2316434366167814e+36
87;-15236;4;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;59.400000000000006;59.400000000000006;1.2316434366167814e+36
88;-15206;5;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;165.70000000000002;165.70000000000002;1.2316434366167814e+36
89;-15175;6;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;170.4;170.4;1.2316434366167814e+36
90;-15145;7;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;126.9;126.9;1.2316434366167814e+36
91;-15114;8;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;145.3;145.3;1.2316434366167814e+36
92;-15083;9;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;378.3;378.3;1.2316434366167814e+36
93;-15053;10;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;141.8;141.8;1.2316434366167814e+36
94;-15022;11;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;212.8;212.8;1.2316434366167814e+36
95;-14992;12;1908;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;203.10000000000002;203.10000000000002;1.2316434366167814e+36
96;-14961;1;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;84.5;84.5;1.2316434366167814e+36
97;-14930;2;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;219.60000000000002;219.60000000000002;1.2316434366167814e+36
98;-14902;3;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;98.7;98.7;1.2316434366167814e+36
99;-14871;4;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;104.30000000000001;104.30000000000001;1.2316434366167814e+36
100;-14841;5;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;120.4;120.4;1.2316434366167814e+36
101;-14810;6;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;306.3;306.3;1.2316434366167814e+36
102;-14780;7;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;133.70000000000002;133.70000000000002;1.2316434366167814e+36
103;-14749;8;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;444.70000000000005;444.70000000000005;1.2316434366167814e+36
104;-14718;9;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;189.10000000000002;189.10000000000002;1.2316434366167814e+36
105;-14688;10;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;220.10000000000002;220.10000000000002;1.2316434366167814e+36
106;-14657;11;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;410.3;410.3;1.2316434366167814e+36
107;-14627;12;1909;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;93.5;93.5;1.2316434366167814e+36
108;-14596;1;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;232.0;232.0;1.2316434366167814e+36
109;-14565;2;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;98.80000000000001;98.80000000000001;1.2316434366167814e+36
110;-14537;3;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;140.6;140.6;1.2316434366167814e+36
111;-14506;4;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;120.5;120.5;1.2316434366167814e+36
112;-14476;5;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;190.70000000000002;190.70000000000002;1.2316434366167814e+36
113;-14445;6;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;69.10000000000001;69.10000000000001;1.2316434366167814e+36
114;-14415;7;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;167.70000000000002;167.70000000000002;1.2316434366167814e+36
115;-14384;8;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;170.70000000000002;170.70000000000002;1.2316434366167814e+36
116;-14353;9;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;493.0;493.0;1.2316434366167814e+36
117;-14323;10;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;149.9;149.9;1.2316434366167814e+36
118;-14292;11;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;141.5;141.5;1.2316434366167814e+36
119;-14262;12;1910;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;232.70000000000002;232.70000000000002;1.2316434366167814e+36
120;-14231;1;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;194.70000000000002;194.70000000000002;1.2316434366167814e+36
121;-14200;2;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;206.0;206.0;1.2316434366167814e+36
122;-14172;3;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;36.4;36.4;1.2316434366167814e+36
123;-14141;4;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;134.20000000000002;134.20000000000002;1.2316434366167814e+36
124;-14111;5;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;244.4;244.4;1.2316434366167814e+36
125;-14080;6;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;90.10000000000001;90.10000000000001;1.2316434366167814e+36
126;-14050;7;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;242.5;242.5;1.2316434366167814e+36
127;-14019;8;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;181.70000000000002;181.70000000000002;1.2316434366167814e+36
128;-13988;9;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;247.10000000000002;247.10000000000002;1.2316434366167814e+36
129;-13958;10;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;172.4;172.4;1.2316434366167814e+36
130;-13927;11;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;104.0;104.0;1.2316434366167814e+36
131;-13897;12;1911;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;484.1;484.1;1.2316434366167814e+36
132;-13866;1;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;69.0;69.0;1.2316434366167814e+36
133;-13835;2;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;82.5;82.5;1.2316434366167814e+36
134;-13806;3;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;69.0;69.0;1.2316434366167814e+36
135;-13775;4;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;197.70000000000002;197.70000000000002;1.2316434366167814e+36
136;-13745;5;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;116.7;116.7;1.2316434366167814e+36
137;-13714;6;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;124.7;124.7;1.2316434366167814e+36
138;-13684;7;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;90.2;90.2;1.2316434366167814e+36
139;-13653;8;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;100.0;100.0;1.2316434366167814e+36
140;-13622;9;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;164.20000000000002;164.20000000000002;1.2316434366167814e+36
141;-13592;10;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;292.1;292.1;1.2316434366167814e+36
142;-13561;11;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;289.6;289.6;1.2316434366167814e+36
143;-13531;12;1912;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;135.4;135.4;1.2316434366167814e+36
144;-13500;1;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;173.0;173.0;1.2316434366167814e+36
145;-13469;2;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;161.20000000000002;161.20000000000002;1.2316434366167814e+36
146;-13441;3;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;123.9;123.9;1.2316434366167814e+36
147;-13410;4;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;157.9;157.9;1.2316434366167814e+36
148;-13380;5;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;135.20000000000002;135.20000000000002;1.2316434366167814e+36
149;-13349;6;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;133.3;133.3;1.2316434366167814e+36
150;-13319;7;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;117.4;117.4;1.2316434366167814e+36
151;-13288;8;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;97.80000000000001;97.80000000000001;1.2316434366167814e+36
152;-13257;9;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;241.60000000000002;241.60000000000002;1.2316434366167814e+36
153;-13227;10;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;412.70000000000005;412.70000000000005;1.2316434366167814e+36
154;-13196;11;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;186.3;186.3;1.2316434366167814e+36
155;-13166;12;1913;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;121.80000000000001;121.80000000000001;1.2316434366167814e+36
156;-13135;1;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;98.5;98.5;1.2316434366167814e+36
157;-13104;2;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;206.0;206.0;1.2316434366167814e+36
158;-13076;3;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;105.2;105.2;1.2316434366167814e+36
159;-13045;4;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;94.30000000000001;94.30000000000001;1.2316434366167814e+36
160;-13015;5;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;413.6;413.6;1.2316434366167814e+36
161;-12984;6;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;144.4;144.4;1.2316434366167814e+36
162;-12954;7;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;102.5;102.5;1.2316434366167814e+36
163;-12923;8;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;176.20000000000002;176.20000000000002;1.2316434366167814e+36
164;-12892;9;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;186.3;186.3;1.2316434366167814e+36
165;-12862;10;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;139.1;139.1;1.2316434366167814e+36
166;-12831;11;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;203.60000000000002;203.60000000000002;1.2316434366167814e+36
167;-12801;12;1914;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;269.7;269.7;1.2316434366167814e+36
168;-12770;1;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;182.3;182.3;1.2316434366167814e+36
169;-12739;2;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;162.60000000000002;162.60000000000002;1.2316434366167814e+36
170;-12711;3;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;86.60000000000001;86.60000000000001;1.2316434366167814e+36
171;-12680;4;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;225.10000000000002;225.10000000000002;1.2316434366167814e+36
172;-12650;5;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;151.9;151.9;1.2316434366167814e+36
173;-12619;6;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;182.8;182.8;1.2316434366167814e+36
174;-12589;7;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;200.4;200.4;1.2316434366167814e+36
175;-12558;8;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;128.70000000000002;128.70000000000002;1.2316434366167814e+36
176;-12527;9;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;259.5;259.5;1.2316434366167814e+36
177;-12497;10;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;193.10000000000002;193.10000000000002;1.2316434366167814e+36
178;-12466;11;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;326.20000000000005;326.20000000000005;1.2316434366167814e+36
179;-12436;12;1915;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;164.9;164.9;1.2316434366167814e+36
180;-12405;1;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;165.20000000000002;165.20000000000002;1.2316434366167814e+36
181;-12374;2;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;125.9;125.9;1.2316434366167814e+36
182;-12345;3;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;28.900000000000002;28.900000000000002;1.2316434366167814e+36
183;-12314;4;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;131.70000000000002;131.70000000000002;1.2316434366167814e+36
184;-12284;5;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;163.0;163.0;1.2316434366167814e+36
185;-12253;6;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;196.3;196.3;1.2316434366167814e+36
186;-12223;7;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;313.8;313.8;1.2316434366167814e+36
187;-12192;8;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;362.90000000000003;362.90000000000003;1.2316434366167814e+36
188;-12161;9;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;519.2;519.2;1.2316434366167814e+36
189;-12131;10;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;265.1;265.1;1.2316434366167814e+36
190;-12100;11;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;270.40000000000003;270.40000000000003;1.2316434366167814e+36
191;-12070;12;1916;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;119.30000000000001;119.30000000000001;1.2316434366167814e+36
192;-12039;1;1917;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;98.5;98.5;1.2316434366167814e+36
193;-12008;2;1917;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;89.30000000000001;89.30000000000001;1.2316434366167814e+36
194;-11980;3;1917;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;44.800000000000004;44.800000000000004;1.2316434366167814e+36
195;-11949;4;1917;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;110.5;110.5;1.2316434366167814e+36
196;-11919;5;1917;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;295.2;295.2;1.2316434366167814e+36
197;-11888;6;1917;15;9.969209968386869e+36;9.969209968386869e+36;4.0952429796245545e+36;202.5;202.5;1.2316434366167814e+36
