index;time;month;year;day;Saint_Patrick;Saint_David;Carriacou;GRD;Saint_John;Saint_George;Saint_Andrew;Saint_Mark
46;-16483;11;1904;15;26.5;26.5;9.969209968386869e+36;1.0906223705981703e+36;26.5;3.88360345819837e+35;26.5;26.5
47;-16453;12;1904;15;25.700000000000003;25.700000000000003;9.969209968386869e+36;1.0906223705981703e+36;25.700000000000003;3.88360345819837e+35;25.700000000000003;25.700000000000003
48;-16422;1;1905;15;25.1;25.1;9.969209968386869e+36;1.0906223705981703e+36;25.1;3.88360345819837e+35;25.1;25.1
49;-16391;2;1905;15;25.0;25.0;9.969209968386869e+36;1.0906223705981703e+36;25.0;3.88360345819837e+35;25.0;25.0
50;-16363;3;1905;15;25.5;25.5;9.969209968386869e+36;1.0906223705981703e+36;25.5;3.88360345819837e+35;25.5;25.5
51;-16332;4;1905;15;26.5;26.5;9.969209968386869e+36;1.0906223705981703e+36;26.5;3.88360345819837e+35;26.5;26.5
52;-16302;5;1905;15;27.1;27.1;9.969209968386869e+36;1.0906223705981703e+36;27.1;3.88360345819837e+35;27.1;27.1
53;-16271;6;1905;15;27.200000000000003;27.200000000000003;9.969209968386869e+36;1.0906223705981703e+36;27.200000000000003;3.88360345819837e+35;27.200000000000003;27.200000000000003
54;-16241;7;1905;15;26.8;26.8;9.969209968386869e+36;1.0906223705981703e+36;26.8;3.88360345819837e+35;26.8;26.8
55;-16210;8;1905;15;27.1;27.1;9.969209968386869e+36;1.0906223705981703e+36;27.1;3.88360345819837e+35;27.1;27.1
56;-16179;9;1905;15;27.0;27.0;9.969209968386869e+36;1.0906223705981703e+36;27.0;3.88360345819837e+35;27.0;27.0
57;-16149;10;1905;15;26.8;26.8;9.969209968386869e+36;1.0906223705981703e+36;26.8;3.88360345819837e+35;26.8;26.8
58;-16118;11;1905;15;26.700000000000003;26.700000000000003;9.969209968386869e+36;1.0906223705981703e+36;26.700000000000003;3.88360345819837e+35;26.700000000000003;26.700000000000003
59;-16088;12;1905;15;25.700000000000003;25.700000000000003;9.969209968386869e+36;1.0906223705981703e+36;25.700000000000003;3.88360345819837e+35;25.700000000000003;25.700000000000003
60;-16057;1;1906;15;25.0;25.0;9.969209968386869e+36;1.0906223705981703e+36;25.0;3.88360345819837e+35;25.0;25.0
61;-16026;2;1906;15;25.0;25.0;9.969209968386869e+36;1.0906223705981703e+36;25.0;3.88360345819837e+35;25.0;25.0
62;-15998;3;1906;15;25.6;25.6;9.969209968386869e+36;1.0906223705981703e+36;25.6;3.88360345819837e+35;25.6;25.6
