index;time;month;year;day;Saint_Patrick;Saint_David;Carriacou;GRD;Saint_John;Saint_George;Saint_Andrew;Saint_Mark
43;-16575;8;1904;15;225.10000000000002;225.10000000000002;9.969209968386869e+36;1.0906223705981703e+36;225.10000000000002;3.88360345819837e+35;225.10000000000002;225.10000000000002
44;-16544;9;1904;15;249.9;249.9;9.969209968386869e+36;1.0906223705981703e+36;249.9;3.88360345819837e+35;249.9;249.9
45;-16514;10;1904;15;168.10000000000002;168.10000000000002;9.969209968386869e+36;1.0906223705981703e+36;168.10000000000002;3.88360345819837e+35;168.10000000000002;168.10000000000002
46;-16483;11;1904;15;273.5;273.5;9.969209968386869e+36;1.0906223705981703e+36;273.5;3.88360345819837e+35;273.5;273.5
47;-16453;12;1904;15;147.5;147.5;9.969209968386869e+36;1.0906223705981703e+36;147.5;3.88360345819837e+35;147.5;147.5
48;-16422;1;1905;15;42.300000000000004;42.300000000000004;9.969209968386869e+36;1.0906223705981703e+36;42.300000000000004;3.88360345819837e+35;42.300000000000004;42.300000000000004
49;-16391;2;1905;15;71.4;71.4;9.969209968386869e+36;1.0906223705981703e+36;71.4;3.88360345819837e+35;71.4;71.4
50;-16363;3;1905;15;39.900000000000006;39.900000000000006;9.969209968386869e+36;1.0906223705981703e+36;39.900000000000006;3.88360345819837e+35;39.900000000000006;39.900000000000006
51;-16332;4;1905;15;34.4;34.4;9.969209968386869e+36;1.0906223705981703e+36;34.4;3.88360345819837e+35;34.4;34.4
52;-16302;5;1905;15;63.6;63.6;9.969209968386869e+36;1.0906223705981703e+36;63.6;3.88360345819837e+35;63.6;63.6
53;-16271;6;1905;15;124.30000000000001;124.30000000000001;9.969209968386869e+36;1.0906223705981703e+36;124.30000000000001;3.88360345819837e+35;124.30000000000001;124.30000000000001
54;-16241;7;1905;15;189.70000000000002;189.70000000000002;9.969209968386869e+36;1.0906223705981703e+36;189.70000000000002;3.88360345819837e+35;189.70000000000002;189.70000000000002
55;-16210;8;1905;15;198.3;198.3;9.969209968386869e+36;1.0906223705981703e+36;198.3;3.88360345819837e+35;198.3;198.3
56;-16179;9;1905;15;193.70000000000002;193.70000000000002;9.969209968386869e+36;1.0906223705981703e+36;193.70000000000002;3.88360345819837e+35;193.70000000000002;193.70000000000002
57;-16149;10;1905;15;240.0;240.0;9.969209968386869e+36;1.0906223705981703e+36;240.0;3.88360345819837e+35;240.0;240.0
58;-16118;11;1905;15;191.60000000000002;191.60000000000002;9.969209968386869e+36;1.0906223705981703e+36;191.60000000000002;3.88360345819837e+35;191.60000000000002;191.60000000000002
59;-16088;12;1905;15;145.1;145.1;9.969209968386869e+36;1.0906223705981703e+36;145.1;3.88360345819837e+35;145.1;145.1
60;-16057;1;1906;15;39.0;39.0;9.969209968386869e+36;1.0906223705981703e+36;39.0;3.88360345819837e+35;39.0;39.0
61;-16026;2;1906;15;114.7;114.7;9.969209968386869e+36;1.0906223705981703e+36;114.7;3.88360345819837e+35;114.7;114.7
62;-15998;3;1906;15;31.1;31.1;9.969209968386869e+36;1.0906223705981703e+36;31.1;3.88360345819837e+35;31.1;31.1
63;-15967;4;1906;15;43.2;43.2;9.969209968386869e+36;1.0906223705981703e+36;43.2;3.88360345819837e+35;43.2;43.2
64;-15937;5;1906;15;57.0;57.0;9.969209968386869e+36;1.0906223705981703e+36;57.0;3.88360345819837e+35;57.0;57.0
65;-15906;6;1906;15;152.4;152.4;9.969209968386869e+36;1.0906223705981703e+36;152.4;3.88360345819837e+35;152.4;152.4
66;-15876;7;1906;15;179.0;179.0;9.969209968386869e+36;1.0906223705981703e+36;179.0;3.88360345819837e+35;179.0;179.0
67;-15845;8;1906;15;190.0;190.0;9.969209968386869e+36;1.0906223705981703e+36;190.0;3.88360345819837e+35;190.0;190.0
68;-15814;9;1906;15;237.60000000000002;237.60000000000002;9.969209968386869e+36;1.0906223705981703e+36;237.60000000000002;3.88360345819837e+35;237.60000000000002;237.60000000000002
69;-15784;10;1906;15;154.10000000000002;154.10000000000002;9.969209968386869e+36;1.0906223705981703e+36;154.10000000000002;3.88360345819837e+35;154.10000000000002;154.10000000000002
70;-15753;11;1906;15;171.9;171.9;9.969209968386869e+36;1.0906223705981703e+36;171.9;3.88360345819837e+35;171.9;171.9
71;-15723;12;1906;15;106.10000000000001;106.10000000000001;9.969209968386869e+36;1.0906223705981703e+36;106.10000000000001;3.88360345819837e+35;106.10000000000001;106.10000000000001
72;-15692;1;1907;15;38.300000000000004;38.300000000000004;9.969209968386869e+36;1.0906223705981703e+36;38.300000000000004;3.88360345819837e+35;38.300000000000004;38.300000000000004
73;-15661;2;1907;15;53.1;53.1;9.969209968386869e+36;1.0906223705981703e+36;53.1;3.88360345819837e+35;53.1;53.1
74;-15633;3;1907;15;30.200000000000003;30.200000000000003;9.969209968386869e+36;1.0906223705981703e+36;30.200000000000003;3.88360345819837e+35;30.200000000000003;30.200000000000003
75;-15602;4;1907;15;29.6;29.6;9.969209968386869e+36;1.0906223705981703e+36;29.6;3.88360345819837e+35;29.6;29.6
76;-15572;5;1907;15;74.3;74.3;9.969209968386869e+36;1.0906223705981703e+36;74.3;3.88360345819837e+35;74.3;74.3
77;-15541;6;1907;15;117.7;117.7;9.969209968386869e+36;1.0906223705981703e+36;117.7;3.88360345819837e+35;117.7;117.7
78;-15511;7;1907;15;174.70000000000002;174.70000000000002;9.969209968386869e+36;1.0906223705981703e+36;174.70000000000002;3.88360345819837e+35;174.70000000000002;174.70000000000002
79;-15480;8;1907;15;145.8;145.8;9.969209968386869e+36;1.0906223705981703e+36;145.8;3.88360345819837e+35;145.8;145.8
80;-15449;9;1907;15;142.6;142.6;9.969209968386869e+36;1.0906223705981703e+36;142.6;3.88360345819837e+35;142.6;142.6
81;-15419;10;1907;15;197.10000000000002;197.10000000000002;9.969209968386869e+36;1.0906223705981703e+36;197.10000000000002;3.88360345819837e+35;197.10000000000002;197.10000000000002
82;-15388;11;1907;15;166.9;166.9;9.969209968386869e+36;1.0906223705981703e+36;166.9;3.88360345819837e+35;166.9;166.9
83;-15358;12;1907;15;152.1;152.1;9.969209968386869e+36;1.0906223705981703e+36;152.1;3.88360345819837e+35;152.1;152.1
84;-15327;1;1908;15;36.300000000000004;36.300000000000004;9.969209968386869e+36;1.0906223705981703e+36;36.300000000000004;3.88360345819837e+35;36.300000000000004;36.300000000000004
85;-15296;2;1908;15;18.5;18.5;9.969209968386869e+36;1.0906223705981703e+36;18.5;3.88360345819837e+35;18.5;18.5
86;-15267;3;1908;15;21.3;21.3;9.969209968386869e+36;1.0906223705981703e+36;21.3;3.88360345819837e+35;21.3;21.3
87;-15236;4;1908;15;31.900000000000002;31.900000000000002;9.969209968386869e+36;1.0906223705981703e+36;31.900000000000002;3.88360345819837e+35;31.900000000000002;31.900000000000002
88;-15206;5;1908;15;38.0;38.0;9.969209968386869e+36;1.0906223705981703e+36;38.0;3.88360345819837e+35;38.0;38.0
89;-15175;6;1908;15;183.9;183.9;9.969209968386869e+36;1.0906223705981703e+36;183.9;3.88360345819837e+35;183.9;183.9
90;-15145;7;1908;15;291.7;291.7;9.969209968386869e+36;1.0906223705981703e+36;291.7;3.88360345819837e+35;291.7;291.7
91;-15114;8;1908;15;183.5;183.5;9.969209968386869e+36;1.0906223705981703e+36;183.5;3.88360345819837e+35;183.5;183.5
92;-15083;9;1908;15;216.5;216.5;9.969209968386869e+36;1.0906223705981703e+36;216.5;3.88360345819837e+35;216.5;216.5
93;-15053;10;1908;15;172.20000000000002;172.20000000000002;9.969209968386869e+36;1.0906223705981703e+36;172.20000000000002;3.88360345819837e+35;172.20000000000002;172.20000000000002
94;-15022;11;1908;15;109.7;109.7;9.969209968386869e+36;1.0906223705981703e+36;109.7;3.88360345819837e+35;109.7;109.7
95;-14992;12;1908;15;181.8;181.8;9.969209968386869e+36;1.0906223705981703e+36;181.8;3.88360345819837e+35;181.8;181.8
96;-14961;1;1909;15;70.0;70.0;9.969209968386869e+36;1.0906223705981703e+36;70.0;3.88360345819837e+35;70.0;70.0
97;-14930;2;1909;15;48.0;48.0;9.969209968386869e+36;1.0906223705981703e+36;48.0;3.88360345819837e+35;48.0;48.0
98;-14902;3;1909;15;41.0;41.0;9.969209968386869e+36;1.0906223705981703e+36;41.0;3.88360345819837e+35;41.0;41.0
99;-14871;4;1909;15;47.0;47.0;9.969209968386869e+36;1.0906223705981703e+36;47.0;3.88360345819837e+35;47.0;47.0
100;-14841;5;1909;15;88.0;88.0;9.969209968386869e+36;1.0906223705981703e+36;88.0;3.88360345819837e+35;88.0;88.0
101;-14810;6;1909;15;156.0;156.0;9.969209968386869e+36;1.0906223705981703e+36;156.0;3.88360345819837e+35;156.0;156.0
102;-14780;7;1909;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
103;-14749;8;1909;15;204.0;204.0;9.969209968386869e+36;1.0906223705981703e+36;204.0;3.88360345819837e+35;204.0;204.0
104;-14718;9;1909;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
105;-14688;10;1909;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
106;-14657;11;1909;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
107;-14627;12;1909;15;128.0;128.0;9.969209968386869e+36;1.0906223705981703e+36;128.0;3.88360345819837e+35;128.0;128.0
108;-14596;1;1910;15;53.800000000000004;53.800000000000004;9.969209968386869e+36;1.0906223705981703e+36;53.800000000000004;3.88360345819837e+35;53.800000000000004;53.800000000000004
109;-14565;2;1910;15;51.300000000000004;51.300000000000004;9.969209968386869e+36;1.0906223705981703e+36;51.300000000000004;3.88360345819837e+35;51.300000000000004;51.300000000000004
110;-14537;3;1910;15;42.2;42.2;9.969209968386869e+36;1.0906223705981703e+36;42.2;3.88360345819837e+35;42.2;42.2
111;-14506;4;1910;15;17.400000000000002;17.400000000000002;9.969209968386869e+36;1.0906223705981703e+36;17.400000000000002;3.88360345819837e+35;17.400000000000002;17.400000000000002
112;-14476;5;1910;15;170.70000000000002;170.70000000000002;9.969209968386869e+36;1.0906223705981703e+36;170.70000000000002;3.88360345819837e+35;170.70000000000002;170.70000000000002
113;-14445;6;1910;15;158.20000000000002;158.20000000000002;9.969209968386869e+36;1.0906223705981703e+36;158.20000000000002;3.88360345819837e+35;158.20000000000002;158.20000000000002
114;-14415;7;1910;15;193.3;193.3;9.969209968386869e+36;1.0906223705981703e+36;193.3;3.88360345819837e+35;193.3;193.3
115;-14384;8;1910;15;212.9;212.9;9.969209968386869e+36;1.0906223705981703e+36;212.9;3.88360345819837e+35;212.9;212.9
116;-14353;9;1910;15;200.5;200.5;9.969209968386869e+36;1.0906223705981703e+36;200.5;3.88360345819837e+35;200.5;200.5
117;-14323;10;1910;15;122.80000000000001;122.80000000000001;9.969209968386869e+36;1.0906223705981703e+36;122.80000000000001;3.88360345819837e+35;122.80000000000001;122.80000000000001
118;-14292;11;1910;15;119.2;119.2;9.969209968386869e+36;1.0906223705981703e+36;119.2;3.88360345819837e+35;119.2;119.2
119;-14262;12;1910;15;101.7;101.7;9.969209968386869e+36;1.0906223705981703e+36;101.7;3.88360345819837e+35;101.7;101.7
120;-14231;1;1911;15;70.0;70.0;9.969209968386869e+36;1.0906223705981703e+36;70.0;3.88360345819837e+35;70.0;70.0
121;-14200;2;1911;15;48.0;48.0;9.969209968386869e+36;1.0906223705981703e+36;48.0;3.88360345819837e+35;48.0;48.0
122;-14172;3;1911;15;41.0;41.0;9.969209968386869e+36;1.0906223705981703e+36;41.0;3.88360345819837e+35;41.0;41.0
123;-14141;4;1911;15;47.0;47.0;9.969209968386869e+36;1.0906223705981703e+36;47.0;3.88360345819837e+35;47.0;47.0
124;-14111;5;1911;15;88.0;88.0;9.969209968386869e+36;1.0906223705981703e+36;88.0;3.88360345819837e+35;88.0;88.0
125;-14080;6;1911;15;156.0;156.0;9.969209968386869e+36;1.0906223705981703e+36;156.0;3.88360345819837e+35;156.0;156.0
126;-14050;7;1911;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
127;-14019;8;1911;15;204.0;204.0;9.969209968386869e+36;1.0906223705981703e+36;204.0;3.88360345819837e+35;204.0;204.0
128;-13988;9;1911;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
129;-13958;10;1911;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
130;-13927;11;1911;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
131;-13897;12;1911;15;128.0;128.0;9.969209968386869e+36;1.0906223705981703e+36;128.0;3.88360345819837e+35;128.0;128.0
132;-13866;1;1912;15;70.0;70.0;9.969209968386869e+36;1.0906223705981703e+36;70.0;3.88360345819837e+35;70.0;70.0
133;-13835;2;1912;15;48.0;48.0;9.969209968386869e+36;1.0906223705981703e+36;48.0;3.88360345819837e+35;48.0;48.0
134;-13806;3;1912;15;41.0;41.0;9.969209968386869e+36;1.0906223705981703e+36;41.0;3.88360345819837e+35;41.0;41.0
135;-13775;4;1912;15;47.0;47.0;9.969209968386869e+36;1.0906223705981703e+36;47.0;3.88360345819837e+35;47.0;47.0
136;-13745;5;1912;15;88.0;88.0;9.969209968386869e+36;1.0906223705981703e+36;88.0;3.88360345819837e+35;88.0;88.0
137;-13714;6;1912;15;156.0;156.0;9.969209968386869e+36;1.0906223705981703e+36;156.0;3.88360345819837e+35;156.0;156.0
138;-13684;7;1912;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
139;-13653;8;1912;15;204.0;204.0;9.969209968386869e+36;1.0906223705981703e+36;204.0;3.88360345819837e+35;204.0;204.0
140;-13622;9;1912;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
141;-13592;10;1912;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
142;-13561;11;1912;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
143;-13531;12;1912;15;128.0;128.0;9.969209968386869e+36;1.0906223705981703e+36;128.0;3.88360345819837e+35;128.0;128.0
144;-13500;1;1913;15;70.0;70.0;9.969209968386869e+36;1.0906223705981703e+36;70.0;3.88360345819837e+35;70.0;70.0
145;-13469;2;1913;15;48.0;48.0;9.969209968386869e+36;1.0906223705981703e+36;48.0;3.88360345819837e+35;48.0;48.0
146;-13441;3;1913;15;41.0;41.0;9.969209968386869e+36;1.0906223705981703e+36;41.0;3.88360345819837e+35;41.0;41.0
147;-13410;4;1913;15;47.0;47.0;9.969209968386869e+36;1.0906223705981703e+36;47.0;3.88360345819837e+35;47.0;47.0
148;-13380;5;1913;15;88.0;88.0;9.969209968386869e+36;1.0906223705981703e+36;88.0;3.88360345819837e+35;88.0;88.0
149;-13349;6;1913;15;156.0;156.0;9.969209968386869e+36;1.0906223705981703e+36;156.0;3.88360345819837e+35;156.0;156.0
150;-13319;7;1913;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
151;-13288;8;1913;15;204.0;204.0;9.969209968386869e+36;1.0906223705981703e+36;204.0;3.88360345819837e+35;204.0;204.0
152;-13257;9;1913;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
153;-13227;10;1913;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
154;-13196;11;1913;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
155;-13166;12;1913;15;128.0;128.0;9.969209968386869e+36;1.0906223705981703e+36;128.0;3.88360345819837e+35;128.0;128.0
156;-13135;1;1914;15;70.0;70.0;9.969209968386869e+36;1.0906223705981703e+36;70.0;3.88360345819837e+35;70.0;70.0
157;-13104;2;1914;15;48.0;48.0;9.969209968386869e+36;1.0906223705981703e+36;48.0;3.88360345819837e+35;48.0;48.0
158;-13076;3;1914;15;41.0;41.0;9.969209968386869e+36;1.0906223705981703e+36;41.0;3.88360345819837e+35;41.0;41.0
159;-13045;4;1914;15;47.0;47.0;9.969209968386869e+36;1.0906223705981703e+36;47.0;3.88360345819837e+35;47.0;47.0
160;-13015;5;1914;15;88.0;88.0;9.969209968386869e+36;1.0906223705981703e+36;88.0;3.88360345819837e+35;88.0;88.0
161;-12984;6;1914;15;156.0;156.0;9.969209968386869e+36;1.0906223705981703e+36;156.0;3.88360345819837e+35;156.0;156.0
162;-12954;7;1914;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
163;-12923;8;1914;15;204.0;204.0;9.969209968386869e+36;1.0906223705981703e+36;204.0;3.88360345819837e+35;204.0;204.0
164;-12892;9;1914;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
165;-12862;10;1914;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
166;-12831;11;1914;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
167;-12801;12;1914;15;128.0;128.0;9.969209968386869e+36;1.0906223705981703e+36;128.0;3.88360345819837e+35;128.0;128.0
168;-12770;1;1915;15;70.0;70.0;9.969209968386869e+36;1.0906223705981703e+36;70.0;3.88360345819837e+35;70.0;70.0
169;-12739;2;1915;15;48.0;48.0;9.969209968386869e+36;1.0906223705981703e+36;48.0;3.88360345819837e+35;48.0;48.0
170;-12711;3;1915;15;41.0;41.0;9.969209968386869e+36;1.0906223705981703e+36;41.0;3.88360345819837e+35;41.0;41.0
171;-12680;4;1915;15;47.0;47.0;9.969209968386869e+36;1.0906223705981703e+36;47.0;3.88360345819837e+35;47.0;47.0
172;-12650;5;1915;15;88.0;88.0;9.969209968386869e+36;1.0906223705981703e+36;88.0;3.88360345819837e+35;88.0;88.0
173;-12619;6;1915;15;156.0;156.0;9.969209968386869e+36;1.0906223705981703e+36;156.0;3.88360345819837e+35;156.0;156.0
174;-12589;7;1915;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
175;-12558;8;1915;15;204.0;204.0;9.969209968386869e+36;1.0906223705981703e+36;204.0;3.88360345819837e+35;204.0;204.0
176;-12527;9;1915;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
177;-12497;10;1915;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
178;-12466;11;1915;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
179;-12436;12;1915;15;128.0;128.0;9.969209968386869e+36;1.0906223705981703e+36;128.0;3.88360345819837e+35;128.0;128.0
180;-12405;1;1916;15;70.0;70.0;9.969209968386869e+36;1.0906223705981703e+36;70.0;3.88360345819837e+35;70.0;70.0
181;-12374;2;1916;15;48.0;48.0;9.969209968386869e+36;1.0906223705981703e+36;48.0;3.88360345819837e+35;48.0;48.0
182;-12345;3;1916;15;41.0;41.0;9.969209968386869e+36;1.0906223705981703e+36;41.0;3.88360345819837e+35;41.0;41.0
183;-12314;4;1916;15;47.0;47.0;9.969209968386869e+36;1.0906223705981703e+36;47.0;3.88360345819837e+35;47.0;47.0
184;-12284;5;1916;15;88.0;88.0;9.969209968386869e+36;1.0906223705981703e+36;88.0;3.88360345819837e+35;88.0;88.0
185;-12253;6;1916;15;156.0;156.0;9.969209968386869e+36;1.0906223705981703e+36;156.0;3.88360345819837e+35;156.0;156.0
186;-12223;7;1916;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
187;-12192;8;1916;15;204.0;204.0;9.969209968386869e+36;1.0906223705981703e+36;204.0;3.88360345819837e+35;204.0;204.0
188;-12161;9;1916;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
189;-12131;10;1916;15;193.0;193.0;9.969209968386869e+36;1.0906223705981703e+36;193.0;3.88360345819837e+35;193.0;193.0
190;-12100;11;1916;15;181.0;181.0;9.969209968386869e+36;1.0906223705981703e+36;181.0;3.88360345819837e+35;181.0;181.0
191;-12070;12;1916;15;128.0;128.0;9.969209968386869e+36;1.0906223705981703e+36;128.0;3.88360345819837e+35;128.0;128.0
192;-12039;1;1917;15;70.0;70.0;9.969209968386869e+36;1.0906223705981703e+36;70.0;3.88360345819837e+35;70.0;70.0
193;-12008;2;1917;15;48.0;48.0;9.969209968386869e+36;1.0906223705981703e+36;48.0;3.88360345819837e+35;48.0;48.0
194;-11980;3;1917;15;41.0;41.0;9.969209968386869e+36;1.0906223705981703e+36;41.0;3.88360345819837e+35;41.0;41.0
195;-11949;4;1917;15;47.0;47.0;9.969209968386869e+36;1.0906223705981703e+36;47.0;3.88360345819837e+35;47.0;47.0
196;-11919;5;1917;15;88.0;88.0;9.969209968386869e+36;1.0906223705981703e+36;88.0;3.88360345819837e+35;88.0;88.0
