"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,251,"VIR","Virgin Islands, U.S.","VIRGIN ISLANDS, U.S.","US Virgin Islands","Virgin Islands","","U.S. Virgin Islands|United States Virgin Islands|Virgin Islands","","Îles Vierges des États-Unis ","Islas Virgenes Americanas ","<U+0410><U+043C><U+0435><U+0440><U+0438><U+043A><U+0430><U+043D><U+0441><U+043A><U+0438><U+0435> <U+0412><U+0438><U+0440><U+0433><U+0438><U+043D><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> ","<U+0627><U+0644><U+062C><U+0632><U+0631> <U+0627><U+0644><U+0639><U+0630><U+0631><U+0627><U+0621> <U+0627><U+0644><U+0623><U+0645><U+0631><U+064A><U+0643><U+064A>","","","","United States","VI","","VQ","850","19170125","Present","111000","348.734","318.2941726358772","Caribbean","Americas","1","","","","","High income: nonOECD","Debt not classified","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",""
