"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,151,"MSR","Montserrat","MONTSERRAT","Montserrat","Montserrat","","Leeward Islands|West Indies Federation","","Montserrat ","Montserrat ","<U+041C><U+043E><U+043D><U+0442><U+0441><U+0435><U+0440><U+0430><U+0442>","<U+0645><U+0648><U+0646><U+062A><U+0633><U+064A><U+0631><U+0627><U+062A>","","","","United Kingdom","MS","","MH","500","Unknown","Present","4000","105.428","37.94058504382138","Caribbean","Americas","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1",""
