index;time;month;year;day;GLP;Basse-Terre;Pointe-a-Pitre
529;-1781;2;1945;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
530;-1753;3;1945;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
531;-1722;4;1945;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
532;-1692;5;1945;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
533;-1661;6;1945;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
534;-1631;7;1945;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
535;-1600;8;1945;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
536;-1569;9;1945;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
537;-1539;10;1945;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
538;-1508;11;1945;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
539;-1478;12;1945;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
540;-1447;1;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
541;-1416;2;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
542;-1388;3;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
543;-1357;4;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
544;-1327;5;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
545;-1296;6;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
546;-1266;7;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
547;-1235;8;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
548;-1204;9;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
549;-1174;10;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
550;-1143;11;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
551;-1113;12;1946;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
552;-1082;1;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
553;-1051;2;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
554;-1023;3;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
555;-992;4;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
556;-962;5;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
557;-931;6;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
558;-901;7;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
559;-870;8;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
560;-839;9;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
561;-809;10;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
562;-778;11;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
563;-748;12;1947;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
564;-717;1;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
565;-686;2;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
566;-657;3;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
567;-626;4;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
568;-596;5;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
569;-565;6;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
570;-535;7;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
571;-504;8;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
572;-473;9;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
573;-443;10;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
574;-412;11;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
575;-382;12;1948;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
576;-351;1;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
577;-320;2;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
578;-292;3;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
579;-261;4;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
580;-231;5;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
581;-200;6;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
582;-170;7;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
583;-139;8;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
584;-108;9;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
585;-78;10;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
586;-47;11;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
587;-17;12;1949;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
588;14;1;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
589;45;2;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
590;73;3;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
591;104;4;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
592;134;5;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
593;165;6;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
594;195;7;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
595;226;8;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
596;257;9;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
597;287;10;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
598;318;11;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
599;348;12;1950;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
600;379;1;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
601;410;2;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
602;438;3;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
603;469;4;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
604;499;5;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
605;530;6;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
606;560;7;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
607;591;8;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
608;622;9;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
609;652;10;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
610;683;11;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
611;713;12;1951;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
612;744;1;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
613;775;2;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
614;804;3;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
615;835;4;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
616;865;5;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
617;896;6;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
618;926;7;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
619;957;8;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
620;988;9;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
621;1018;10;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
622;1049;11;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
623;1079;12;1952;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
624;1110;1;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
625;1141;2;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
626;1169;3;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
627;1200;4;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
628;1230;5;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
629;1261;6;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
630;1291;7;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
631;1322;8;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
632;1353;9;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
633;1383;10;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
634;1414;11;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
635;1444;12;1953;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
636;1475;1;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
637;1506;2;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
638;1534;3;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
639;1565;4;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
640;1595;5;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
641;1626;6;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
642;1656;7;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
643;1687;8;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
644;1718;9;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
645;1748;10;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
646;1779;11;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
647;1809;12;1954;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
648;1840;1;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
649;1871;2;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
650;1899;3;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
651;1930;4;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
652;1960;5;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
653;1991;6;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
654;2021;7;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
655;2052;8;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
656;2083;9;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
657;2113;10;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
658;2144;11;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
659;2174;12;1955;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
660;2205;1;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
661;2236;2;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
662;2265;3;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
663;2296;4;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
664;2326;5;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
665;2357;6;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
666;2387;7;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
667;2418;8;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
668;2449;9;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
669;2479;10;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
670;2510;11;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
671;2540;12;1956;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
672;2571;1;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
673;2602;2;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
674;2630;3;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
675;2661;4;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
676;2691;5;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
677;2722;6;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
678;2752;7;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
679;2783;8;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
680;2814;9;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
681;2844;10;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
682;2875;11;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
683;2905;12;1957;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
684;2936;1;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
685;2967;2;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
686;2995;3;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
687;3026;4;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
688;3056;5;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
689;3087;6;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
690;3117;7;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
691;3148;8;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
692;3179;9;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
693;3209;10;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
694;3240;11;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
695;3270;12;1958;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
696;3301;1;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
697;3332;2;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
698;3360;3;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
699;3391;4;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
700;3421;5;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
701;3452;6;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
702;3482;7;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
703;3513;8;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
704;3544;9;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
705;3574;10;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
706;3605;11;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
707;3635;12;1959;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
708;3666;1;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
709;3697;2;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
710;3726;3;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
711;3757;4;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
712;3787;5;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
713;3818;6;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
714;3848;7;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
715;3879;8;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
716;3910;9;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
717;3940;10;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
718;3971;11;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
719;4001;12;1960;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
720;4032;1;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
721;4063;2;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
722;4091;3;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
723;4122;4;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
724;4152;5;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
725;4183;6;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
726;4213;7;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
727;4244;8;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
728;4275;9;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
729;4305;10;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
730;4336;11;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
731;4366;12;1961;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
732;4397;1;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
733;4428;2;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
734;4456;3;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
735;4487;4;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
736;4517;5;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
737;4548;6;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
738;4578;7;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
739;4609;8;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
740;4640;9;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
741;4670;10;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
742;4701;11;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
743;4731;12;1962;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
744;4762;1;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
745;4793;2;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
746;4821;3;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
747;4852;4;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
748;4882;5;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
749;4913;6;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
750;4943;7;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
751;4974;8;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
752;5005;9;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
753;5035;10;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
754;5066;11;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
755;5096;12;1963;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
756;5127;1;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
757;5158;2;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
758;5187;3;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
759;5218;4;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
760;5248;5;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
761;5279;6;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
762;5309;7;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
763;5340;8;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
764;5371;9;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
765;5401;10;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
766;5432;11;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
767;5462;12;1964;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
768;5493;1;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
769;5524;2;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
770;5552;3;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
771;5583;4;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
772;5613;5;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
773;5644;6;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
774;5674;7;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
775;5705;8;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
776;5736;9;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
777;5766;10;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
778;5797;11;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
779;5827;12;1965;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
780;5858;1;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
781;5889;2;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
782;5917;3;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
783;5948;4;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
784;5978;5;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
785;6009;6;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
786;6039;7;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
787;6070;8;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
788;6101;9;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
789;6131;10;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
790;6162;11;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
791;6192;12;1966;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
792;6223;1;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
793;6254;2;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
794;6282;3;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
795;6313;4;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
796;6343;5;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
797;6374;6;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
798;6404;7;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
799;6435;8;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
800;6466;9;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
801;6496;10;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
802;6527;11;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
803;6557;12;1967;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
804;6588;1;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
805;6619;2;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
806;6648;3;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
807;6679;4;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
808;6709;5;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
809;6740;6;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
810;6770;7;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
811;6801;8;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
812;6832;9;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
813;6862;10;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
814;6893;11;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
815;6923;12;1968;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
816;6954;1;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
817;6985;2;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
818;7013;3;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
819;7044;4;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
820;7074;5;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
821;7105;6;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
822;7135;7;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
823;7166;8;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
824;7197;9;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
825;7227;10;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
826;7258;11;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
827;7288;12;1969;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
828;7319;1;1970;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
829;7350;2;1970;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
830;7378;3;1970;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
831;7409;4;1970;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
