index;time;month;year;day;GLP;Basse-Terre;Pointe-a-Pitre
117;-14323;10;1910;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
118;-14292;11;1910;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
119;-14262;12;1910;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
120;-14231;1;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
121;-14200;2;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
122;-14172;3;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
123;-14141;4;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
124;-14111;5;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
125;-14080;6;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
126;-14050;7;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
127;-14019;8;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
128;-13988;9;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
129;-13958;10;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
130;-13927;11;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
131;-13897;12;1911;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
132;-13866;1;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
133;-13835;2;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
134;-13806;3;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
135;-13775;4;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
136;-13745;5;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
137;-13714;6;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
138;-13684;7;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
139;-13653;8;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
140;-13622;9;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
141;-13592;10;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
142;-13561;11;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
143;-13531;12;1912;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
144;-13500;1;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
145;-13469;2;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
146;-13441;3;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
147;-13410;4;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
148;-13380;5;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
149;-13349;6;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
150;-13319;7;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
151;-13288;8;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
152;-13257;9;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
153;-13227;10;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
154;-13196;11;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
155;-13166;12;1913;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
156;-13135;1;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
157;-13104;2;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
158;-13076;3;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
159;-13045;4;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
160;-13015;5;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
161;-12984;6;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
162;-12954;7;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
163;-12923;8;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
164;-12892;9;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
165;-12862;10;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
166;-12831;11;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
167;-12801;12;1914;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
168;-12770;1;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
169;-12739;2;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
170;-12711;3;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
171;-12680;4;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
172;-12650;5;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
173;-12619;6;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
174;-12589;7;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
175;-12558;8;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
176;-12527;9;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
177;-12497;10;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
178;-12466;11;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
179;-12436;12;1915;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
180;-12405;1;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
181;-12374;2;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
182;-12345;3;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
183;-12314;4;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
184;-12284;5;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
185;-12253;6;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
186;-12223;7;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
187;-12192;8;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
188;-12161;9;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
189;-12131;10;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
190;-12100;11;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
191;-12070;12;1916;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
192;-12039;1;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
193;-12008;2;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
194;-11980;3;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
195;-11949;4;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
196;-11919;5;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
197;-11888;6;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
198;-11858;7;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
199;-11827;8;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
200;-11796;9;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
201;-11766;10;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
202;-11735;11;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
203;-11705;12;1917;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
204;-11674;1;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
205;-11643;2;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
206;-11615;3;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
207;-11584;4;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
208;-11554;5;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
209;-11523;6;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
210;-11493;7;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
211;-11462;8;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
212;-11431;9;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
213;-11401;10;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
214;-11370;11;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
215;-11340;12;1918;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
216;-11309;1;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
217;-11278;2;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
218;-11250;3;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
219;-11219;4;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
220;-11189;5;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
221;-11158;6;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
222;-11128;7;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
223;-11097;8;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
224;-11066;9;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
225;-11036;10;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
226;-11005;11;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
227;-10975;12;1919;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
228;-10944;1;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
229;-10913;2;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
230;-10884;3;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
231;-10853;4;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
232;-10823;5;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
233;-10792;6;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
234;-10762;7;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
235;-10731;8;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
236;-10700;9;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
237;-10670;10;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
238;-10639;11;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
239;-10609;12;1920;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
240;-10578;1;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
241;-10547;2;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
242;-10519;3;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
243;-10488;4;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
244;-10458;5;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
245;-10427;6;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
246;-10397;7;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
247;-10366;8;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
248;-10335;9;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
249;-10305;10;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
250;-10274;11;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
251;-10244;12;1921;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
252;-10213;1;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
253;-10182;2;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
254;-10154;3;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
255;-10123;4;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
256;-10093;5;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
257;-10062;6;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
258;-10032;7;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
259;-10001;8;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
260;-9970;9;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
261;-9940;10;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
262;-9909;11;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
263;-9879;12;1922;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
264;-9848;1;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
265;-9817;2;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
266;-9789;3;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
267;-9758;4;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
268;-9728;5;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
269;-9697;6;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
270;-9667;7;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
271;-9636;8;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
272;-9605;9;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
273;-9575;10;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
274;-9544;11;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
275;-9514;12;1923;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
276;-9483;1;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
277;-9452;2;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
278;-9423;3;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
279;-9392;4;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
280;-9362;5;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
281;-9331;6;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
282;-9301;7;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
283;-9270;8;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
284;-9239;9;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
285;-9209;10;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
286;-9178;11;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
287;-9148;12;1924;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
288;-9117;1;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
289;-9086;2;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
290;-9058;3;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
291;-9027;4;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
292;-8997;5;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
293;-8966;6;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
294;-8936;7;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
295;-8905;8;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
296;-8874;9;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
297;-8844;10;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
298;-8813;11;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
299;-8783;12;1925;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
300;-8752;1;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
301;-8721;2;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
302;-8693;3;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
303;-8662;4;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
304;-8632;5;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
305;-8601;6;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
306;-8571;7;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
307;-8540;8;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
308;-8509;9;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
309;-8479;10;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
310;-8448;11;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
311;-8418;12;1926;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
312;-8387;1;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
313;-8356;2;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
314;-8328;3;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
315;-8297;4;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
316;-8267;5;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
317;-8236;6;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
318;-8206;7;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
319;-8175;8;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
320;-8144;9;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
321;-8114;10;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
322;-8083;11;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
323;-8053;12;1927;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
324;-8022;1;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
325;-7991;2;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
326;-7962;3;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
327;-7931;4;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
328;-7901;5;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
329;-7870;6;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
330;-7840;7;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
331;-7809;8;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
332;-7778;9;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
333;-7748;10;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
334;-7717;11;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
335;-7687;12;1928;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
336;-7656;1;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
337;-7625;2;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
338;-7597;3;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
339;-7566;4;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
340;-7536;5;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
341;-7505;6;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
342;-7475;7;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
343;-7444;8;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
344;-7413;9;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
345;-7383;10;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
346;-7352;11;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
347;-7322;12;1929;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
348;-7291;1;1930;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
349;-7260;2;1930;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
350;-7232;3;1930;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
351;-7201;4;1930;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
352;-7171;5;1930;15;4.033728611420335e+35;7.451911721250831e+35;2.3903870590014613e+34
