index;time;month;year;day;Le_Marin;MTQ;Fort-de-France;Saint-Pierre;Le_Trinite
102;-14780;7;1909;15;263.6141873585446;280.7734708676558;290.0263175749073;299.1;285.0139473501902
103;-14749;8;1909;15;306.22815555662635;337.5629523439915;355.06736553776335;370.3;345.37863039086767
104;-14718;9;1909;15;274.13199350214757;287.3870009355659;294.7903569995874;301.0;290.8216637853527
105;-14688;10;1909;15;295.0672333920409;322.0326738579143;336.9189676236073;350.20000000000005;328.8558140052027
106;-14657;11;1909;15;330.52298661595165;378.9611405098746;406.03561171275305;429.1;391.28833971211355
107;-14627;12;1909;15;190.12636628279176;221.17343188520766;237.9014733825838;254.3;228.87079635592156
108;-14596;1;1910;15;170.4433178073066;207.33042273836276;227.18397914156031;246.70000000000002;216.4805147378915
109;-14565;2;1910;15;170.78931465508091;203.7642925416544;221.61576345191932;238.8;211.97484582965512
110;-14537;3;1910;15;135.85800991593896;164.09387084896457;179.32220228064403;194.20000000000002;171.09766729375636
111;-14506;4;1910;15;21.54782198367251;22.997559599629415;23.843781330581926;24.3;23.45511558333728
112;-14476;5;1910;15;459.5304999044015;513.6802487468232;544.4780111167977;568.1;528.0645907223054
113;-14445;6;1910;15;251.53416341807534;266.36886450468853;274.708792848535;281.40000000000003;270.29493434102824
114;-14415;7;1910;15;279.3618388856647;300.412391192725;311.8507519339663;322.8;305.6195239719651
115;-14384;8;1910;15;304.8482630443603;322.8323920359672;332.83184528105664;341.5;327.4091122146554
116;-14353;9;1910;15;221.04334484027925;237.37888554833376;246.30788172595967;254.9;241.31110692264033
117;-14323;10;1910;15;109.6721474430181;114.64408635542267;117.5230524325217;119.5;116.01408160487797
118;-14292;11;1910;15;154.6649729475478;166.89373456008528;173.88021270986386;179.0;170.22520806856178
119;-14262;12;1910;15;115.01826548973052;135.98541444865734;147.29867904416028;158.4;141.1516121872439
120;-14231;1;1911;15;153.46732252700477;186.306710159778;204.06369056211332;221.4;194.38511572305907
121;-14200;2;1911;15;122.78953478766353;151.1297473863263;166.54892968881572;181.3;158.11320765394092
122;-14172;3;1911;15;97.22487563167209;113.15247978161585;121.73599106066871;130.1;117.1258938497214
123;-14141;4;1911;15;127.47798826243198;149.27367289779318;161.25213386050368;172.10000000000002;154.7852767576129
124;-14111;5;1911;15;176.7822576677234;196.50148757106683;207.7599546157657;216.20000000000002;201.7814100198629
125;-14080;6;1911;15;204.3607807776005;213.47251987669446;218.49126812216267;222.8;215.8876930599894
126;-14050;7;1911;15;273.36545302671385;297.7095592585392;311.0032956277344;323.6;303.6962508770715
127;-14019;8;1911;15;284.51203281240885;300.4762143884394;309.29359165662413;317.1;304.54160248328236
128;-13988;9;1911;15;278.0343480173322;294.02262163892055;302.9723919546018;310.5;298.1238108375628
129;-13958;10;1911;15;291.36500346145215;315.5083907224227;328.81296911349585;340.70000000000005;321.6453262609781
130;-13927;11;1911;15;302.1599881176291;328.61597096385754;343.3834778522494;355.6;335.57751326075004
131;-13897;12;1911;15;216.82978867160315;271.9251798677943;301.9075328633929;330.70000000000005;285.43195031678806
132;-13866;1;1912;15;145.28323848888724;170.66512777133246;184.31620377053258;197.8;176.9422991151568
133;-13835;2;1912;15;113.67877100388304;133.84439014770464;144.7562796401157;155.3;138.85201025830423
134;-13806;3;1912;15;99.64761110780663;117.74219568551192;127.52078986875784;137.0;122.239164479476
135;-13775;4;1912;15;131.04563653457356;156.00500569878125;169.73002303590607;182.20000000000002;162.28231763413095
136;-13745;5;1912;15;170.6286861742952;185.59612271561056;194.19173892612474;200.3;189.71172247412588
137;-13714;6;1912;15;206.7409862383525;217.56870291427902;223.55486722822954;228.70000000000002;220.40116272527416
138;-13684;7;1912;15;259.7393348061891;274.013520796562;281.64566454643017;289.3;277.55324718050247
139;-13653;8;1912;15;277.76999382501776;288.9238721866204;295.0253759669832;300.5;291.8167953719202
140;-13622;9;1912;15;272.4282437218222;284.5102638037678;291.24795759554286;296.90000000000003;287.65670315953787
141;-13592;10;1912;15;300.6991678760533;331.93423410053634;349.2152926479573;364.6;339.7966518342712
142;-13561;11;1912;15;319.3451607220979;359.10339242101963;381.3189981089561;400.1;369.31114634321216
143;-13531;12;1912;15;193.02079154519782;226.63720044361287;244.78350833759822;262.5;234.95629278625654
144;-13500;1;1913;15;152.02010989580174;183.57482588057542;200.62267308460608;217.3;191.34236750789157
145;-13469;2;1913;15;119.49204307832949;144.87895565177365;158.66965858687593;171.9;151.14907393240054
146;-13441;3;1913;15;103.64723642857348;125.41839631511891;137.21987874618256;148.6;130.80394886733893
147;-13410;4;1913;15;128.82443428190302;151.8088013829589;164.44384230127957;175.9;157.60836564997905
148;-13380;5;1913;15;171.47902085786043;187.1501701590085;196.136902183244;202.60000000000002;191.43651475248532
149;-13349;6;1913;15;207.36536614881948;218.62221038234455;224.85210337515485;230.20000000000002;221.56056554460457
150;-13319;7;1913;15;262.1561725913925;278.2702464150345;286.933227207594;295.5;282.2558230659267
151;-13288;8;1913;15;277.592882151188;288.63738898580533;294.67606693025186;300.1;291.50354753974386
152;-13257;9;1913;15;277.66791389485564;293.39614104366115;302.19911936277356;309.6;297.43427976649696
153;-13227;10;1913;15;310.10967735275227;348.44980488542814;369.71761618241874;388.6;358.04156591693925
154;-13196;11;1913;15;309.7473050860713;342.10077130287783;360.1687474643006;375.3;350.50084280151503
155;-13166;12;1913;15;192.0652011978376;224.83558094096526;242.514381525382;259.8;232.94880577838262
156;-13135;1;1914;15;147.21435168117898;174.32457889867354;188.92911191333076;203.3;181.0203085376179
157;-13104;2;1914;15;122.78953478766353;151.1297473863263;166.54892968881572;181.3;158.11320765394092
158;-13076;3;1914;15;102.28857963428528;122.82975363632384;133.953515787041;144.70000000000002;127.91782456825965
159;-13045;4;1914;15;125.26899678457853;145.13098277560016;156.0406076442428;165.9;150.17436018017412
160;-13015;5;1914;15;185.00726944532542;211.0090047555898;225.7931513380109;237.3;217.83166007590705
161;-12984;6;1914;15;208.10272344583558;219.92598783807625;226.47330307717715;232.10000000000002;223.00266309344948
162;-12954;7;1914;15;260.8431262256817;275.9437788475531;284.04013684028075;292.1;279.68487580041324
163;-12923;8;1914;15;284.05704285301744;299.70649219277243;308.34566454643016;316.0;303.6954474961283
164;-12892;9;1914;15;273.9426710535007;287.0470035411215;294.3663934444904;300.5;290.4453805464632
165;-12862;10;1914;15;288.77877572517315;310.96787983155156;323.1760974156007;334.1;316.6295025433775
166;-12831;11;1914;15;311.3914096311791;344.9921114867399;363.7604559050765;379.5;353.69828573138125
167;-12801;12;1914;15;202.16369860136666;244.03228399790967;266.72546742302956;288.7;254.34356099531954
168;-12770;1;1915;15;152.62470956619367;184.75536064479655;202.11852730499405;219.10000000000002;192.66032344469966
169;-12739;2;1915;15;119.59280969006147;145.07571144581053;158.91896762360727;172.20000000000002;151.3687332552019
170;-12711;3;1915;15;100.91771206517996;120.18759676389945;130.61249830953378;140.70000000000002;124.96866486246716
171;-12680;4;1915;15;132.6300958444638;158.91094893470725;173.3710405134133;186.5;165.51224286804847
172;-12650;5;1915;15;172.28500149422013;188.54097709310193;197.8581018852663;204.60000000000002;192.9722008107052
173;-12619;6;1915;15;210.74087469457805;224.4491977484669;232.060865738341;238.60000000000002;227.98600450699882
174;-12589;7;1915;15;269.5913670860904;291.14636498148224;302.8719516359886;314.1;296.45521003018507
175;-12558;8;1915;15;280.13798851095265;292.96654103057557;300.01432055468433;306.3;296.26722963049184
176;-12527;9;1915;15;278.8679828740173;295.4723386234763;304.76824617498977;312.6;299.7225323024959
177;-12497;10;1915;15;292.9482063899705;318.31539935633947;332.30467755427173;344.8;324.7491806814693
178;-12466;11;1915;15;322.69765635709024;365.105525420094;388.8010330639706;408.90000000000003;375.9581738297972
179;-12436;12;1915;15;195.05267134922155;230.4934073649908;249.64572551712777;268.3;239.25396153151897
180;-12405;1;1916;15;151.53620933471305;182.64725903243692;199.4507824193151;215.9;190.30710630059804
181;-12374;2;1916;15;116.88770687630223;139.95194028184972;152.4608962236898;164.5;145.65952006375642
182;-12345;3;1916;15;96.65241923366855;112.08167133306986;120.38944587701207;128.5;115.93400872633966
183;-12314;4;1916;15;127.36501087588283;149.023402910127;160.92817030540667;171.70000000000002;154.50258202809837
184;-12284;5;1916;15;172.8330363425894;189.50475715438927;199.05533803219157;206.0;194.03801512066062
185;-12253;6;1916;15;211.71947795270444;226.07567161816254;234.05671995872893;240.9;229.77190299068192
186;-12223;7;1916;15;277.41741725289904;304.75599253044805;319.7332576929428;333.8;311.47019887893566
187;-12192;8;1916;15;299.49832734405237;326.0641243358018;340.873804366488;353.8;332.71685868621876
188;-12161;9;1916;15;296.3749622157912;325.28237222835025;341.53740347255484;355.3;332.5353997827539
189;-12131;10;1916;15;298.5801408739829;328.2169595989615;344.6010025786218;359.20000000000005;335.6900185105378
190;-12100;11;1916;15;317.5239445031603;355.92556903634255;377.37798063144885;395.5;365.80045558116956
191;-12070;12;1916;15;191.88808952400788;224.54909774015016;242.16507248865068;259.40000000000003;232.6355579462063
192;-12039;1;1917;15;147.21435168117898;174.32457889867354;188.92911191333076;203.3;181.0203085376179
193;-12008;2;1917;15;114.17039328772584;134.7746549242596;145.92817030540667;156.70000000000002;139.8872714655978
194;-11980;3;1917;15;97.81726452724689;114.2795003522077;123.15719076269099;131.8;118.38081437981631
195;-11949;4;1917;15;126.14375301777804;146.79205860625677;158.1350799380934;168.4;152.0252232719599
196;-11919;5;1917;15;179.24455362400803;200.83714888265163;213.14751727692956;222.5;206.5775744146622
197;-11888;6;1917;15;212.11033362481524;226.8091806006806;234.97930158728857;242.0;230.58750487517415
198;-11858;7;1917;15;275.2021126911596;300.89277850004925;314.94431310524163;328.20000000000005;307.20694163911406
199;-11827;8;1917;15;282.876906371427;297.6865067350031;305.85119225257955;313.1;301.4702303668425
200;-11796;9;1917;15;279.95956351869285;297.3490824808382;307.08806395047475;315.3;301.7911255156935
201;-11766;10;1917;15;285.7330689774397;305.60683047980064;316.5166440891458;326.3;310.70448843190957
202;-11735;11;1917;15;319.90540634528423;360.1206866759363;382.5908887742471;401.6;370.43999605988074
203;-11705;12;1917;15;194.27868172775402;229.02908732837108;247.80056226000852;266.1;237.62275776253452
204;-11674;1;1918;15;150.73779816361127;181.07591060855856;197.4563101254645;213.5;188.54983171818725
205;-11643;2;1918;15;114.85582707227852;136.0957333604718;147.5986790441603;158.70000000000002;141.36185131849405
206;-11615;3;1918;15;98.38972092525043;115.35030880075371;124.50373594634762;133.4;119.57269950319804
207;-11584;4;1918;15;125.0110509965881;144.7039559027941;155.5166440891458;165.3;149.7044884319096
208;-11554;5;1918;15;170.18141793765793;184.82909844836007;193.24381181593077;199.20000000000002;188.86556748697183
209;-11523;6;1918;15;209.45997160125566;222.2324564966607;229.31708440775907;235.4;225.54112805491167
210;-11493;7;1918;15;266.19592604276056;285.26316549331403;295.5885347544368;305.6;289.9667356610777
211;-11462;8;1918;15;276.134867384036;286.13416453318405;291.5829765629386;296.5;288.7454232554804
212;-11431;9;1918;15;278.8679828740173;295.4723386234763;304.76824617498977;312.6;299.7225323024959
213;-11401;10;1918;15;290.0918220908839;313.294347399033;326.0691877829139;337.5;319.2004498088909
214;-11370;11;1918;15;312.70894504895284;347.36939531943403;366.72820079075547;383.0;356.3322684036078
215;-11340;12;1918;15;197.4876176001732;235.13663746251615;255.5051788435826;275.3;244.43026756798673
216;-11309;1;1919;15;147.7181847398389;175.30835786885783;190.17565709698738;204.8;182.1186051516246
217;-11278;2;1919;15;113.39640366625834;133.31033488763987;144.08300704828739;154.5;138.25606769661337
218;-11250;3;1919;15;100.03074505716332;118.47300673961352;128.4433714973175;138.1;123.05476636396821
219;-11219;4;1919;15;133.9964743615061;161.50228954191877;176.63740347255487;190.4;168.3983671671278
220;-11189;5;1919;15;169.62117231447152;183.81180419344344;191.9719211506398;197.70000000000002;187.73671777030327
221;-11158;6;1919;15;214.00340585378746;230.0259151269231;238.94566454643018;246.60000000000002;234.12874873987852
222;-11128;7;1919;15;283.8617977146534;315.9521230335708;333.6014733825838;350.0;323.8206519527977
223;-11097;8;1919;15;276.6784131803422;287.0471283292585;292.7055581914982;297.8;289.74820215872256
224;-11066;9;1919;15;296.9107862893433;326.1926380960083;342.6599851011145;356.6;333.5381786859962
225;-11036;10;1919;15;292.0901499836511;316.7586539845251;330.3595142971525;342.5;323.0243884031098
226;-11005;11;1919;15;312.70894504895284;347.36939531943403;366.72820079075547;383.0;356.3322684036078
227;-10975;12;1919;15;196.63279386454496;233.53177375390544;253.48536106809766;272.90000000000003;242.64243988291412
228;-10944;1;1920;15;157.66848107123562;194.37642237745874;214.26139751300065;233.60000000000002;203.3892187565247
229;-10913;2;1920;15;119.14105240136118;144.2578709133472;157.8963859950476;171.0;150.45954286133468
230;-10884;3;1920;15;104.01815960311302;126.09569317559118;138.06780585637654;149.6;131.556515345118
231;-10853;4;1920;15;122.50748140629283;139.973696326907;149.557190762691;158.20000000000002;144.4345938860668
232;-10823;5;1920;15;168.79525918054054;182.36478513730415;190.17606693025184;195.60000000000002;186.13799630537017
233;-10792;6;1920;15;205.28297147120043;215.06547846165773;220.4617768609163;225.10000000000002;217.64303844101067
234;-10762;7;1920;15;266.9210725649595;286.5134287554165;297.13507993809344;307.40000000000003;291.34579780320945
235;-10731;8;1920;15;286.02646014408737;303.01295412579304;312.41202750557176;320.70000000000005;307.33027987020773
236;-10700;9;1920;15;277.1243680985494;292.48317724758664;301.07653773421384;308.3;296.4315008632547
237;-10670;10;1920;15;294.1206211488067;320.3326868856924;334.7991498481224;347.70000000000005;326.97439781075514
238;-10639;11;1920;15;307.3214891967419;337.7424131539796;354.7318757664055;368.90000000000003;345.67219610266443
239;-10609;12;1920;15;193.90775855321445;228.3517904678988;246.9526351498145;265.1;236.8701912847555
240;-10578;1;1921;15;129.05844418281205;156.01996060947454;170.92173147668194;184.0;162.93229627962236
241;-10547;2;1921;15;162.2685273177834;194.13897944225323;210.76692521915004;229.70000000000002;201.48476869598693
242;-10519;3;1921;15;89.56714533948879;107.98070956963997;118.15304498307894;127.10000000000001;112.6986740478751
243;-10488;4;1921;15;166.90664219868208;192.96779437043926;206.64340198266632;221.8;199.066847133225
244;-10458;5;1921;15;146.56082246782628;160.89911297388323;169.51246782418497;174.10000000000002;165.12050646196175
245;-10427;6;1921;15;188.6920534436654;203.92846604266103;212.81984826083374;218.70000000000002;208.14947524495784
246;-10397;7;1921;15;251.53491487846122;272.0028782756957;283.41802601568315;293.1;277.2740688581825
247;-10366;8;1921;15;268.75469216444355;280.0575381848603;286.4069401180356;291.40000000000003;283.1113710943705
248;-10335;9;1921;15;311.88199200569073;328.1155686959447;336.6447534238549;346.20000000000005;331.8411899496148
249;-10305;10;1921;15;310.85824025102886;336.3956594272987;350.16413088072653;363.8;342.6371621773109
250;-10274;11;1921;15;305.03158539101054;334.84135993706786;351.51205799092054;365.3;342.6394879832169
251;-10244;12;1921;15;189.3964585981491;221.4177725977701;238.7212911580687;255.5;229.37527466286926
252;-10213;1;1922;15;128.53095618624982;155.02590904606845;169.67518629302532;182.5;161.82758817499064
253;-10182;2;1922;15;117.62695751720896;140.85084815010597;153.43416881551812;165.60000000000002;146.58752007857225
254;-10154;3;1922;15;116.11136361398441;146.05236639397572;162.28441946017355;178.10000000000002;153.36710622651896
255;-10123;4;1922;15;132.88893617731335;153.31953451060804;164.405588676847;175.0;158.40755467485567
256;-10093;5;1922;15;147.62804107860634;160.26503157191718;167.87145034667773;171.8;164.03163402179402
257;-10062;6;1922;15;200.10002002049953;212.73746351501825;219.9000304853488;225.4;216.12844258488423
258;-10032;7;1922;15;254.59271034354032;268.4006355083484;275.8525741791169;283.0;271.8899551962392
259;-10001;8;1922;15;297.9275414104679;316.3711411296451;326.41940794222046;336.0;320.91178436882893
260;-9970;9;1922;15;261.2256803345678;274.5920805829196;282.27468500371447;287.8;278.2221953853478
261;-9940;10;1922;15;269.0523153019281;291.5660283376481;304.31526216260846;314.20000000000005;297.5718443525136
262;-9909;11;1922;15;420.5926729010312;458.50359933570684;477.87524726372305;501.70000000000005;466.97251678225234
263;-9879;12;1922;15;225.75103718074513;271.7038898426199;296.25451836566276;321.6;282.73760548817023
264;-9848;1;1923;15;143.1731202788752;167.12406303065183;180.00191370119703;192.70000000000002;173.06513939454854
265;-9817;2;1923;15;106.81455633943315;129.49801512480818;141.99729711762294;153.20000000000002;135.2459541297224
266;-9789;3;1923;15;82.81098819385058;96.84021479046717;104.63552025670666;111.2;100.523393951212
267;-9758;4;1923;15;119.80793713887589;148.10626779186774;163.96965858687594;177.20000000000002;155.39117797927716
268;-9728;5;1923;15;145.97095914694938;157.223421400389;164.05577835080484;167.3;160.65149636241333
269;-9697;6;1923;15;194.75222718652486;207.77268268912388;215.25210337515486;220.60000000000002;211.33223946335553
270;-9667;7;1923;15;234.99754445693;251.93287197347252;261.5765377342139;268.8;256.50834248200533
271;-9636;8;1923;15;255.0667140235209;267.08911801231307;274.088504269088;278.6;270.5071906074461
272;-9605;9;1923;15;313.39765195614547;329.0404043248521;337.19682631366084;346.6;332.59120732183555
273;-9575;10;1923;15;380.23450234922205;413.8394746371484;431.0872137985971;452.20000000000005;421.26744099831865
274;-9544;11;1923;15;348.1611608792081;378.3904915837144;394.55078241931506;411.0;385.7597382849725
275;-9514;12;1923;15;188.0705130596064;217.55885446535027;233.43787427651694;249.0;224.88680029376187
276;-9483;1;1924;15;127.56764411613548;153.22159161500431;167.4060594808091;179.8;159.82010116711672
