index;time;month;year;day;VIR;Saint_John;Saint_Croix;Saint_Thomas
122;-14172;3;1911;15;22.85817273097804;22.8;22.900000000000002;22.788891965672942
123;-14141;4;1911;15;23.721808268466848;23.6;23.8;23.6
124;-14111;5;1911;15;24.482712402700272;24.3;24.6;24.299999999999997
125;-14080;6;1911;15;25.919076865211462;25.8;26.0;25.788891965672946
126;-14050;7;1911;15;25.821808268466853;25.700000000000003;25.900000000000002;25.700000000000003
127;-14019;8;1911;15;26.56090413423343;26.5;26.6;26.499999999999996
128;-13988;9;1911;15;26.25817273097804;26.200000000000003;26.3;26.188891965672948
129;-13958;10;1911;15;26.058172730978043;26.0;26.1;25.988891965672945
130;-13927;11;1911;15;25.760904134233428;25.700000000000003;25.8;25.700000000000003
131;-13897;12;1911;15;24.35817273097804;24.3;24.400000000000002;24.288891965672946
132;-13866;1;1912;15;24.058172730978043;24.0;24.1;23.988891965672945
133;-13835;2;1912;15;24.058172730978043;24.0;24.1;23.988891965672945
134;-13806;3;1912;15;24.060904134233425;24.0;24.1;24.0
135;-13775;4;1912;15;23.921808268466847;23.8;24.0;23.8
136;-13745;5;1912;15;25.419076865211462;25.3;25.5;25.288891965672946
137;-13714;6;1912;15;25.52180826846685;25.400000000000002;25.6;25.400000000000002
138;-13684;7;1912;15;26.319076865211464;26.200000000000003;26.400000000000002;26.188891965672948
139;-13653;8;1912;15;26.360904134233426;26.3;26.400000000000002;26.299999999999997
140;-13622;9;1912;15;26.25817273097804;26.200000000000003;26.3;26.188891965672948
141;-13592;10;1912;15;25.760904134233428;25.700000000000003;25.8;25.700000000000003
142;-13561;11;1912;15;25.421808268466847;25.3;25.5;25.3
143;-13531;12;1912;15;24.558172730978043;24.5;24.6;24.48889196567294
144;-13500;1;1913;15;23.155441327722656;23.1;23.200000000000003;23.07778393134589
145;-13469;2;1913;15;22.61907686521146;22.5;22.700000000000003;22.48889196567294
146;-13441;3;1913;15;22.85817273097804;22.8;22.900000000000002;22.788891965672942
147;-13410;4;1913;15;23.11907686521146;23.0;23.200000000000003;22.988891965672945
148;-13380;5;1913;15;25.921808268466847;25.8;26.0;25.8
149;-13349;6;1913;15;24.579980999444885;24.400000000000002;24.700000000000003;24.388891965672947
150;-13319;7;1913;15;25.11907686521146;25.0;25.200000000000003;24.98889196567294
151;-13288;8;1913;15;25.360904134233426;25.3;25.400000000000002;25.3
152;-13257;9;1913;15;25.721808268466845;25.6;25.8;25.6
153;-13227;10;1913;15;24.85817273097804;24.8;24.900000000000002;24.788891965672942
154;-13196;11;1913;15;24.721808268466848;24.6;24.8;24.599999999999998
155;-13166;12;1913;15;23.519076865211463;23.400000000000002;23.6;23.388891965672947
156;-13135;1;1914;15;23.155441327722656;23.1;23.200000000000003;23.07778393134589
157;-13104;2;1914;15;22.958172730978042;22.900000000000002;23.0;22.888891965672943
158;-13076;3;1914;15;23.560904134233425;23.5;23.6;23.5
159;-13045;4;1914;15;23.55817273097804;23.5;23.6;23.488891965672945
160;-13015;5;1914;15;24.68271240270027;24.5;24.8;24.499999999999996
161;-12984;6;1914;15;24.91907686521146;24.8;25.0;24.788891965672942
162;-12954;7;1914;15;25.48271240270027;25.3;25.6;25.3
163;-12923;8;1914;15;25.624539671722232;25.5;25.700000000000003;25.511108034327055
164;-12892;9;1914;15;26.160904134233427;26.1;26.200000000000003;26.1
165;-12862;10;1914;15;25.760904134233428;25.700000000000003;25.8;25.700000000000003
166;-12831;11;1914;15;25.421808268466847;25.3;25.5;25.3
167;-12801;12;1914;15;25.058172730978043;25.0;25.1;24.98889196567294
168;-12770;1;1915;15;23.65817273097804;23.6;23.700000000000003;23.588891965672946
169;-12739;2;1915;15;22.958172730978042;22.900000000000002;23.0;22.888891965672943
170;-12711;3;1915;15;24.160904134233427;24.1;24.200000000000003;24.1
171;-12680;4;1915;15;23.721808268466848;23.6;23.8;23.6
172;-12650;5;1915;15;25.121808268466847;25.0;25.200000000000003;24.999999999999996
173;-12619;6;1915;15;25.919076865211462;25.8;26.0;25.788891965672946
174;-12589;7;1915;15;26.382712402700264;26.200000000000003;26.5;26.200000000000003
175;-12558;8;1915;15;26.56090413423343;26.5;26.6;26.499999999999996
176;-12527;9;1915;15;26.558172730978043;26.5;26.6;26.48889196567294
177;-12497;10;1915;15;26.260904134233428;26.200000000000003;26.3;26.200000000000003
178;-12466;11;1915;15;25.560904134233425;25.5;25.6;25.5
179;-12436;12;1915;15;24.558172730978043;24.5;24.6;24.48889196567294
180;-12405;1;1916;15;23.255441327722657;23.200000000000003;23.3;23.177783931345893
181;-12374;2;1916;15;22.958172730978042;22.900000000000002;23.0;22.888891965672943
182;-12345;3;1916;15;23.12180826846685;23.0;23.200000000000003;23.0
183;-12314;4;1916;15;23.721808268466848;23.6;23.8;23.6
184;-12284;5;1916;15;25.419076865211462;25.3;25.5;25.288891965672946
185;-12253;6;1916;15;25.821808268466853;25.700000000000003;25.900000000000002;25.700000000000003
186;-12223;7;1916;15;25.821808268466853;25.700000000000003;25.900000000000002;25.700000000000003
187;-12192;8;1916;15;26.063635537488807;26.0;26.1;26.011108034327055
188;-12161;9;1916;15;25.821808268466853;25.700000000000003;25.900000000000002;25.700000000000003
189;-12131;10;1916;15;25.221808268466845;25.1;25.3;25.1
190;-12100;11;1916;15;24.760904134233428;24.700000000000003;24.8;24.7
191;-12070;12;1916;15;23.419076865211462;23.3;23.5;23.288891965672946
192;-12039;1;1917;15;22.519076865211463;22.400000000000002;22.6;22.388891965672947
193;-12008;2;1917;15;22.355441327722655;22.3;22.400000000000002;22.27778393134589
194;-11980;3;1917;15;22.85817273097804;22.8;22.900000000000002;22.788891965672942
195;-11949;4;1917;15;23.65817273097804;23.6;23.700000000000003;23.588891965672946
196;-11919;5;1917;15;24.68271240270027;24.5;24.8;24.499999999999996
197;-11888;6;1917;15;25.18271240270027;25.0;25.3;24.999999999999996
198;-11858;7;1917;15;25.582712402700267;25.400000000000002;25.700000000000003;25.400000000000002
199;-11827;8;1917;15;25.724539671722233;25.6;25.8;25.611108034327057
200;-11796;9;1917;15;25.62180826846685;25.5;25.700000000000003;25.5
201;-11766;10;1917;15;26.66090413423343;26.6;26.700000000000003;26.599999999999998
202;-11735;11;1917;15;24.960904134233424;24.900000000000002;25.0;24.9
203;-11705;12;1917;15;23.419076865211462;23.3;23.5;23.288891965672946
204;-11674;1;1918;15;22.819076865211464;22.700000000000003;22.900000000000002;22.688891965672944
205;-11643;2;1918;15;22.819076865211464;22.700000000000003;22.900000000000002;22.688891965672944
206;-11615;3;1918;15;22.85817273097804;22.8;22.900000000000002;22.788891965672942
207;-11584;4;1918;15;23.458172730978042;23.400000000000002;23.5;23.388891965672947
208;-11554;5;1918;15;24.179980999444886;24.0;24.3;23.988891965672945
209;-11523;6;1918;15;25.11907686521146;25.0;25.200000000000003;24.98889196567294
210;-11493;7;1918;15;25.48271240270027;25.3;25.6;25.3
211;-11462;8;1918;15;26.16363553748881;26.1;26.200000000000003;26.111108034327057
212;-11431;9;1918;15;26.12180826846685;26.0;26.200000000000003;26.0
213;-11401;10;1918;15;25.321808268466846;25.200000000000003;25.400000000000002;25.200000000000003
214;-11370;11;1918;15;24.721808268466848;24.6;24.8;24.599999999999998
215;-11340;12;1918;15;23.85817273097804;23.8;23.900000000000002;23.788891965672946
216;-11309;1;1919;15;23.158172730978045;23.1;23.200000000000003;23.088891965672946
217;-11278;2;1919;15;23.455441327722657;23.400000000000002;23.5;23.377783931345892
218;-11250;3;1919;15;23.260904134233428;23.200000000000003;23.3;23.200000000000003
219;-11219;4;1919;15;23.65817273097804;23.6;23.700000000000003;23.588891965672946
220;-11189;5;1919;15;25.52180826846685;25.400000000000002;25.6;25.400000000000002
221;-11158;6;1919;15;25.721808268466845;25.6;25.8;25.6
222;-11128;7;1919;15;25.319076865211464;25.200000000000003;25.400000000000002;25.188891965672948
223;-11097;8;1919;15;26.063635537488807;26.0;26.1;26.011108034327055
224;-11066;9;1919;15;25.721808268466845;25.6;25.8;25.6
225;-11036;10;1919;15;25.321808268466846;25.200000000000003;25.400000000000002;25.200000000000003
226;-11005;11;1919;15;24.62180826846685;24.5;24.700000000000003;24.499999999999996
227;-10975;12;1919;15;24.155441327722656;24.1;24.200000000000003;24.07778393134589
228;-10944;1;1920;15;23.255441327722657;23.200000000000003;23.3;23.177783931345893
229;-10913;2;1920;15;23.555441327722654;23.5;23.6;23.47778393134589
230;-10884;3;1920;15;23.660904134233427;23.6;23.700000000000003;23.6
231;-10853;4;1920;15;24.160904134233427;24.1;24.200000000000003;24.1
232;-10823;5;1920;15;25.52180826846685;25.400000000000002;25.6;25.400000000000002
233;-10792;6;1920;15;25.382712402700268;25.200000000000003;25.5;25.200000000000003
234;-10762;7;1920;15;25.48271240270027;25.3;25.6;25.3
235;-10731;8;1920;15;25.724539671722233;25.6;25.8;25.611108034327057
236;-10700;9;1920;15;25.821808268466853;25.700000000000003;25.900000000000002;25.700000000000003
237;-10670;10;1920;15;25.321808268466846;25.200000000000003;25.400000000000002;25.200000000000003
238;-10639;11;1920;15;24.960904134233424;24.900000000000002;25.0;24.9
239;-10609;12;1920;15;23.958172730978042;23.900000000000002;24.0;23.888891965672947
240;-10578;1;1921;15;23.35544132772266;23.3;23.400000000000002;23.27778393134589
241;-10547;2;1921;15;23.555441327722654;23.5;23.6;23.47778393134589
242;-10519;3;1921;15;23.221808268466845;23.1;23.3;23.1
243;-10488;4;1921;15;23.058172730978043;23.0;23.1;22.988891965672945
244;-10458;5;1921;15;24.882712402700268;24.700000000000003;25.0;24.7
245;-10427;6;1921;15;26.058172730978043;26.0;26.1;25.988891965672945
246;-10397;7;1921;15;25.11907686521146;25.0;25.200000000000003;24.98889196567294
247;-10366;8;1921;15;25.724539671722233;25.6;25.8;25.611108034327057
248;-10335;9;1921;15;25.921808268466847;25.8;26.0;25.8
249;-10305;10;1921;15;25.858172730978044;25.8;25.900000000000002;25.788891965672946
250;-10274;11;1921;15;25.15817273097804;25.1;25.200000000000003;25.088891965672946
251;-10244;12;1921;15;24.055441327722654;24.0;24.1;23.97778393134589
252;-10213;1;1922;15;23.155441327722656;23.1;23.200000000000003;23.07778393134589
253;-10182;2;1922;15;23.158172730978045;23.1;23.200000000000003;23.088891965672946
254;-10154;3;1922;15;22.958172730978042;22.900000000000002;23.0;22.888891965672943
255;-10123;4;1922;15;22.819076865211464;22.700000000000003;22.900000000000002;22.688891965672944
256;-10093;5;1922;15;24.821808268466846;24.700000000000003;24.900000000000002;24.7
257;-10062;6;1922;15;25.11907686521146;25.0;25.200000000000003;24.98889196567294
258;-10032;7;1922;15;25.48271240270027;25.3;25.6;25.3
259;-10001;8;1922;15;25.824539671722235;25.700000000000003;25.900000000000002;25.711108034327058
260;-9970;9;1922;15;25.960904134233427;25.900000000000002;26.0;25.900000000000002
261;-9940;10;1922;15;25.62180826846685;25.5;25.700000000000003;25.5
262;-9909;11;1922;15;24.860904134233426;24.8;24.900000000000002;24.799999999999997
263;-9879;12;1922;15;23.758172730978043;23.700000000000003;23.8;23.688891965672948
264;-9848;1;1923;15;22.65817273097804;22.6;22.700000000000003;22.588891965672943
265;-9817;2;1923;15;22.75817273097804;22.700000000000003;22.8;22.688891965672944
266;-9789;3;1923;15;22.89726859674462;22.900000000000002;22.900000000000002;22.888891965672943
267;-9758;4;1923;15;23.35817273097804;23.3;23.400000000000002;23.288891965672946
268;-9728;5;1923;15;25.721808268466845;25.6;25.8;25.6
269;-9697;6;1923;15;25.019076865211463;24.900000000000002;25.1;24.888891965672943
270;-9667;7;1923;15;25.582712402700267;25.400000000000002;25.700000000000003;25.400000000000002
271;-9636;8;1923;15;25.963635537488813;25.900000000000002;26.0;25.911108034327057
272;-9605;9;1923;15;26.160904134233427;26.1;26.200000000000003;26.1
273;-9575;10;1923;15;25.858172730978044;25.8;25.900000000000002;25.788891965672946
274;-9544;11;1923;15;25.15817273097804;25.1;25.200000000000003;25.088891965672946
275;-9514;12;1923;15;23.65817273097804;23.6;23.700000000000003;23.588891965672946
276;-9483;1;1924;15;23.255441327722657;23.200000000000003;23.3;23.177783931345893
277;-9452;2;1924;15;22.958172730978042;22.900000000000002;23.0;22.888891965672943
278;-9423;3;1924;15;24.02180826846685;23.900000000000002;24.1;23.900000000000002
279;-9392;4;1924;15;24.458172730978042;24.400000000000002;24.5;24.388891965672947
280;-9362;5;1924;15;25.582712402700267;25.400000000000002;25.700000000000003;25.400000000000002
281;-9331;6;1924;15;25.382712402700268;25.200000000000003;25.5;25.200000000000003
282;-9301;7;1924;15;25.721808268466845;25.6;25.8;25.6
283;-9270;8;1924;15;26.16363553748881;26.1;26.200000000000003;26.111108034327057
284;-9239;9;1924;15;26.25817273097804;26.200000000000003;26.3;26.188891965672948
285;-9209;10;1924;15;25.858172730978044;25.8;25.900000000000002;25.788891965672946
286;-9178;11;1924;15;25.460904134233424;25.400000000000002;25.5;25.400000000000002
287;-9148;12;1924;15;24.35817273097804;24.3;24.400000000000002;24.288891965672946
288;-9117;1;1925;15;23.19453719348924;23.200000000000003;23.200000000000003;23.177783931345893
289;-9086;2;1925;15;22.61907686521146;22.5;22.700000000000003;22.48889196567294
290;-9058;3;1925;15;23.160904134233427;23.1;23.200000000000003;23.1
291;-9027;4;1925;15;24.260904134233428;24.200000000000003;24.3;24.200000000000003
292;-8997;5;1925;15;25.48271240270027;25.3;25.6;25.3
293;-8966;6;1925;15;25.382712402700268;25.200000000000003;25.5;25.200000000000003
294;-8936;7;1925;15;25.382712402700268;25.200000000000003;25.5;25.200000000000003
295;-8905;8;1925;15;26.360904134233426;26.3;26.400000000000002;26.299999999999997
296;-8874;9;1925;15;26.35817273097804;26.3;26.400000000000002;26.288891965672946
297;-8844;10;1925;15;26.058172730978043;26.0;26.1;25.988891965672945
298;-8813;11;1925;15;25.35817273097804;25.3;25.400000000000002;25.288891965672946
299;-8783;12;1925;15;24.319076865211464;24.200000000000003;24.400000000000002;24.188891965672948
300;-8752;1;1926;15;23.758172730978043;23.700000000000003;23.8;23.688891965672948
301;-8721;2;1926;15;23.555441327722654;23.5;23.6;23.47778393134589
302;-8693;3;1926;15;24.02180826846685;23.900000000000002;24.1;23.900000000000002
303;-8662;4;1926;15;24.260904134233428;24.200000000000003;24.3;24.200000000000003
304;-8632;5;1926;15;25.68271240270027;25.5;25.8;25.5
305;-8601;6;1926;15;25.68271240270027;25.5;25.8;25.5
306;-8571;7;1926;15;25.921808268466847;25.8;26.0;25.8
307;-8540;8;1926;15;26.16363553748881;26.1;26.200000000000003;26.111108034327057
308;-8509;9;1926;15;26.25817273097804;26.200000000000003;26.3;26.188891965672948
309;-8479;10;1926;15;25.560904134233425;25.5;25.6;25.5
310;-8448;11;1926;15;25.35817273097804;25.3;25.400000000000002;25.288891965672946
311;-8418;12;1926;15;24.055441327722654;24.0;24.1;23.97778393134589
312;-8387;1;1927;15;23.394537193489235;23.400000000000002;23.400000000000002;23.377783931345892
313;-8356;2;1927;15;22.65817273097804;22.6;22.700000000000003;22.588891965672943
314;-8328;3;1927;15;23.260904134233428;23.200000000000003;23.3;23.200000000000003
315;-8297;4;1927;15;23.55817273097804;23.5;23.6;23.488891965672945
316;-8267;5;1927;15;24.921808268466847;24.8;25.0;24.799999999999997
317;-8236;6;1927;15;25.221808268466845;25.1;25.3;25.1
318;-8206;7;1927;15;25.721808268466845;25.6;25.8;25.6
319;-8175;8;1927;15;25.963635537488813;25.900000000000002;26.0;25.911108034327057
320;-8144;9;1927;15;26.25817273097804;26.200000000000003;26.3;26.188891965672948
321;-8114;10;1927;15;25.760904134233428;25.700000000000003;25.8;25.700000000000003
322;-8083;11;1927;15;25.15817273097804;25.1;25.200000000000003;25.088891965672946
323;-8053;12;1927;15;24.055441327722654;24.0;24.1;23.97778393134589
324;-8022;1;1928;15;23.058172730978043;23.0;23.1;22.988891965672945
325;-7991;2;1928;15;23.158172730978045;23.1;23.200000000000003;23.088891965672946
326;-7962;3;1928;15;23.36090413423343;23.3;23.400000000000002;23.3
327;-7931;4;1928;15;23.35817273097804;23.3;23.400000000000002;23.288891965672946
328;-7901;5;1928;15;25.35817273097804;25.3;25.400000000000002;25.288891965672946
329;-7870;6;1928;15;25.52180826846685;25.400000000000002;25.6;25.400000000000002
330;-7840;7;1928;15;25.721808268466845;25.6;25.8;25.6
331;-7809;8;1928;15;26.063635537488807;26.0;26.1;26.011108034327055
332;-7778;9;1928;15;25.860904134233426;25.8;25.900000000000002;25.8
333;-7748;10;1928;15;25.560904134233425;25.5;25.6;25.5
334;-7717;11;1928;15;25.460904134233424;25.400000000000002;25.5;25.400000000000002
335;-7687;12;1928;15;24.194537193489236;24.200000000000003;24.200000000000003;24.177783931345893
336;-7656;1;1929;15;23.294537193489234;23.3;23.3;23.27778393134589
337;-7625;2;1929;15;23.255441327722657;23.200000000000003;23.3;23.177783931345893
338;-7597;3;1929;15;23.36090413423343;23.3;23.400000000000002;23.3
339;-7566;4;1929;15;23.55817273097804;23.5;23.6;23.488891965672945
340;-7536;5;1929;15;24.119076865211465;24.0;24.200000000000003;23.988891965672945
341;-7505;6;1929;15;25.18271240270027;25.0;25.3;24.999999999999996
342;-7475;7;1929;15;25.821808268466853;25.700000000000003;25.900000000000002;25.700000000000003
343;-7444;8;1929;15;25.724539671722233;25.6;25.8;25.611108034327057
344;-7413;9;1929;15;25.721808268466845;25.6;25.8;25.6
345;-7383;10;1929;15;25.560904134233425;25.5;25.6;25.5
346;-7352;11;1929;15;24.860904134233426;24.8;24.900000000000002;24.799999999999997
347;-7322;12;1929;15;24.094537193489234;24.1;24.1;24.07778393134589
348;-7291;1;1930;15;22.958172730978042;22.900000000000002;23.0;22.888891965672943
349;-7260;2;1930;15;22.958172730978042;22.900000000000002;23.0;22.888891965672943
350;-7232;3;1930;15;23.660904134233427;23.6;23.700000000000003;23.6
351;-7201;4;1930;15;23.960904134233424;23.900000000000002;24.0;23.900000000000002
352;-7171;5;1930;15;25.52180826846685;25.400000000000002;25.6;25.400000000000002
353;-7140;6;1930;15;25.52180826846685;25.400000000000002;25.6;25.400000000000002
354;-7110;7;1930;15;25.921808268466847;25.8;26.0;25.8
355;-7079;8;1930;15;26.460904134233424;26.400000000000002;26.5;26.4
356;-7048;9;1930;15;26.060904134233425;26.0;26.1;26.0
